from_stop_id,to_stop_id,transfer_type,min_transfer_time
AMI:SP:ELOIMN1,AMI:SP:DCORD1,2,350
AMI:SP:CALMN1,AMI:SP:RONSA1,2,296
AMI:SP:PMANY2,AMI:SP:FUSCI1,2,390
AMI:SP:PELUA1,AMI:SP:14JUI2,2,201
AMI:SP:LONGVIL,AMI:SP:COZETN2,2,401
AMI:SP:AFRAN2,AMI:SP:MSALO2,2,383
AMI:SP:VALLE2,AMI:SP:EDMARQ,2,351
AMI:SP:DESMO1,AMI:SP:DELPEN1,2,254
AMI:SP:BERLIN2,AMI:SP:PNORDN3,2,345
AMI:SP:PERIM2,AMI:SP:PERIM1,2,109
AMI:SP:DESMO2,AMI:SP:DELPEN1,2,251
AMI:SP:QTOUR2,AMI:SP:TINTO2,2,310
AMI:SP:DELPEN1,AMI:SP:DESMO2,2,251
AMI:SP:GAREND,AMI:SP:GARENA,2,146
AMI:SP:TIVOL1,AMI:SP:REMBA1,2,221
AMI:SP:RAINE1,AMI:SP:CAMBRN2,2,422
AMI:SP:PNORDN4,AMI:SP:SANTEN1,2,294
AMI:SP:CSALL2,AMI:SP:JOFFR1,2,289
AMI:SP:SANTEN2,AMI:SP:SANTEN1,2,88
AMI:SP:CAGZI1,AMI:SP:CAGZI2,2,139
AMI:SP:CIRQMN1,AMI:SP:LAURE2,2,367
AMI:SP:LONGVIL,AMI:SP:CIRQMN1,2,303
AMI:SP:QTOUR2,AMI:SP:QTOUR1,2,110
AMI:SP:THDEL1,AMI:SP:ROPE1,2,384
AMI:SP:IMEN1,AMI:SP:IMEN2,2,94
AMI:SP:BDORG1,AMI:SP:CORBI2,2,319
AMI:SP:DUCLO1,AMI:SP:CVICTN2,2,155
AMI:SP:CLEMEN2,AMI:SP:CLEMEN1,2,158
AMI:SP:ROGERAN,AMI:SP:8MAIN2,2,415
AMI:SP:OTAGEN2,AMI:SP:JOFFR1,2,204
AMI:SP:RSTAD1,AMI:SP:JMOUL2,2,421
AMI:SP:CHAGR2,AMI:SP:AQUAPN3,2,429
AMI:SP:REMBA1,AMI:SP:TIVOL2,2,278
AMI:SP:VERG1,AMI:SP:PCLAU2,2,358
AMI:SP:VMAGN1,AMI:SP:RTANK1,2,419
AMI:SP:VOYEL1,AMI:SP:NEUVI2,2,343
AMI:SP:LOCKEN1,AMI:SP:ELBEU2,2,212
AMI:SP:GAREF,AMI:SP:GARENA,2,251
AMI:SP:PJUSTIN,AMI:SP:RGOBLN2,2,341
AMI:SP:LUBARB2,AMI:SP:LUBARB1,2,137
AMI:SP:CCNOR5,AMI:SP:QTOUR2,2,440
AMI:SP:CHATE1,AMI:SP:CHATE2,2,186
AMI:SP:EGREN1,AMI:SP:FRANC2,2,301
AMI:SP:CTCAS2,AMI:SP:CONDO4,2,438
AMI:SP:VHUGO1,AMI:SP:DREUI1,2,294
AMI:SP:HPSDEN5,AMI:SP:HPSDEN3,2,71
AMI:SP:DELPEN2,AMI:SP:CHARAN3,2,379
AMI:SP:HPSDEN3,AMI:SP:HPSDEN4,2,66
AMI:SP:FOURCN1,AMI:SP:ALLIE2,2,360
AMI:SP:CTPET1,AMI:SP:VMAGN1,2,408
AMI:SP:GAREE,AMI:SP:GARENA,2,226
AMI:SP:OTAGEN1,AMI:SP:GAREG,2,395
AMI:SP:PROVI2,AMI:SP:CHARAN4,2,383
AMI:SP:NAUGA2,AMI:SP:JCATEL1,2,320
AMI:SP:STJACN1,AMI:SP:MACUL6,2,401
AMI:SP:STQUE1,AMI:SP:PROVI1,2,426
AMI:SP:CAGRI1,AMI:SP:CHAGR1,2,318
AMI:SP:ARTOI1,AMI:SP:ETOUVN1,2,377
AMI:SP:EGREN2,AMI:SP:EGREN1,2,127
AMI:SP:AMPARN1,AMI:SP:AMPARN2,2,97
AMI:SP:PAMON3,AMI:SP:PAMON4,2,111
AMI:SP:POMPI3,AMI:SP:MERCEN2,2,425
AMI:SP:LMICH1,AMI:SP:PLIBE2,2,225
AMI:SP:GARER2,AMI:SP:GARENA,2,415
AMI:SP:PMANY2,AMI:SP:CHVAL2,2,140
AMI:SP:CONTY2,AMI:SP:CONTY1,2,113
AMI:SP:ETSUD1,AMI:SP:ETSUD2,2,89
AMI:SP:CTELL2,AMI:SP:CHMILN2,2,409
AMI:SP:CORBI2,AMI:SP:BDORG2,2,281
AMI:SP:ELOIMN2,AMI:SP:ELOIMN1,2,115
AMI:SP:RDOUA1,AMI:SP:DOULL1,2,361
AMI:SP:CAVRE2,AMI:SP:CAVRE1,2,69
AMI:SP:FJOUR1,AMI:SP:ROPE1,2,296
AMI:SP:TINTO1,AMI:SP:TITIE2,2,318
AMI:SP:MARRE2,AMI:SP:PFORT2,2,315
AMI:SP:GORLIN2,AMI:SP:GORLIN3,2,142
AMI:SP:ETSUD2,AMI:SP:PJVERN2,2,181
AMI:SP:WATTE2,AMI:SP:MGARD1,2,257
AMI:SP:ORMAIN2,AMI:SP:ORMAIN1,2,118
AMI:SP:LOCKEN1,AMI:SP:CJEAN2,2,362
AMI:SP:VIGNE3,AMI:SP:VIGNE2,2,82
AMI:SP:HPLSU6,AMI:SP:HPLSUN4,2,176
AMI:SP:PVOGEN6,AMI:SP:PVOGEN3,2,123
AMI:SP:SOBON2,AMI:SP:SOBON1,2,199
AMI:SP:FRANC1,AMI:SP:MEGAC2,2,423
AMI:SP:PLIBE1,AMI:SP:LMICH1,2,274
AMI:SP:BOIDI1,AMI:SP:BOIDI2,2,102
AMI:SP:HPLSUN6,AMI:SP:HPLSUN4,2,176
AMI:SP:GROCHN1,AMI:SP:LUFOUN1,2,408
AMI:SP:DUCLO1,AMI:SP:RDOUA1,2,393
AMI:SP:ZINOR1,AMI:SP:DUROU2,2,391
AMI:SP:CIMACN2,AMI:SP:HIMPON1,2,358
AMI:SP:COZETN2,AMI:SP:CMARTN2,2,389
AMI:SP:CAMBRN2,AMI:SP:LEOLAN2,2,382
AMI:SP:ELBEU1,AMI:SP:LOCKEN2,2,273
AMI:SP:AQUAPN2,AMI:SP:AQUAPN1,2,84
AMI:SP:VENU2,AMI:SP:VENU1,2,60
AMI:SP:MTMIG1,AMI:SP:MTMIG2,2,197
AMI:SP:JANVI1,AMI:SP:JANVI2,2,235
AMI:SP:LAURE2,AMI:SP:CIRQMN1,2,367
AMI:SP:ECMAU2,AMI:SP:VIGNA1,2,206
AMI:SP:PTJEA2,AMI:SP:PTJEA1,2,160
AMI:SP:RSTAD1,AMI:SP:RSTAD2,2,71
AMI:SP:RSTAD1,AMI:SP:CTPET2,2,397
AMI:SP:14JUI1,AMI:SP:PELUA2,2,239
AMI:SP:CGMARN1,AMI:SP:CGMARN2,2,84
AMI:SP:DCORD1,AMI:SP:MRIVE1,2,343
AMI:SP:ZACHAR2,AMI:SP:ZACHAR1,2,73
AMI:SP:RAIX2,AMI:SP:RAIX1,2,75
AMI:SP:VALLE2,AMI:SP:DCASA2,2,308
AMI:SP:WAIDEN,AMI:SP:UPJVN2,2,411
AMI:SP:VENT1,AMI:SP:GORLIN2,2,385
AMI:SP:FORCE2,AMI:SP:RTANK1,2,385
AMI:SP:CAGRI1,AMI:SP:CAGRI2,2,107
AMI:SP:CXROM1,AMI:SP:CJMLA2,2,432
AMI:SP:QUALEN1,AMI:SP:QUALEN2,2,77
AMI:SP:SQLAC3,AMI:SP:RAOUT2,2,394
AMI:SP:LUFOUN1,AMI:SP:COLBEN1,2,307
AMI:SP:LEOLAN1,AMI:SP:COLVEN2,2,431
AMI:SP:CTPET2,AMI:SP:RSTAD2,2,386
AMI:SP:PROCT2,AMI:SP:OZENF2,2,357
AMI:SP:CAGZI2,AMI:SP:CAGNY1,2,288
AMI:SP:RORE1,AMI:SP:RORE2,2,60
AMI:SP:BOIDI1,AMI:SP:CHAOIS,2,395
AMI:SP:ARTOI1,AMI:SP:ARTOI2,2,149
AMI:SP:CAGRI2,AMI:SP:CHAGR2,2,310
AMI:SP:PACORN,AMI:SP:BOULV2,2,216
AMI:SP:CCNORN6,AMI:SP:CCNORN7,2,132
AMI:SP:VIGNA1,AMI:SP:ECMAU1,2,271
AMI:SP:BRANLN4,AMI:SP:BRANLN3,2,109
AMI:SP:PHOTE1,AMI:SP:PHOTE2,2,99
AMI:SP:RSTAD2,AMI:SP:RSTAD1,2,71
AMI:SP:SQMARN2,AMI:SP:SQMARN1,2,115
AMI:SP:GARENC,AMI:SP:GAREF,2,179
AMI:SP:ABATTN1,AMI:SP:ABATTN2,2,122
AMI:SP:PJUSTIN,AMI:SP:JACOBIN,2,390
AMI:SP:HPLSUN4,AMI:SP:HPLSUN5,2,155
AMI:SP:GRATP1,AMI:SP:GRATP2,2,81
AMI:SP:CTCHA1,AMI:SP:CTCHA2,2,172
AMI:SP:CHAOIS,AMI:SP:BOIDI2,2,431
AMI:SP:MPETI1,AMI:SP:MPETI2,2,93
AMI:SP:BEAUM2,AMI:SP:PFORT1,2,363
AMI:SP:GAREG,AMI:SP:GAREND,2,211
AMI:SP:STRAS1,AMI:SP:STRAS2,2,125
AMI:SP:BEFFRON,AMI:SP:PMARCHN,2,306
AMI:SP:AIGUI1,AMI:SP:STADE1,2,415
AMI:SP:GARENA,AMI:SP:GAREF,2,251
AMI:SP:CONDO4,AMI:SP:PROV2,2,309
AMI:SP:COURSN1,AMI:SP:FONTAN2,2,343
AMI:SP:CAMBRN1,AMI:SP:LEOLAN1,2,360
AMI:SP:CMARTN1,AMI:SP:CMARTN2,2,81
AMI:SP:CLEMEN1,AMI:SP:BERLIN1,2,370
AMI:SP:CHATE2,AMI:SP:CHATE1,2,186
AMI:SP:HPLSUN4,AMI:SP:HPLSU6,2,176
AMI:SP:GORLIN2,AMI:SP:VENT1,2,385
AMI:SP:ELBEU2,AMI:SP:EGJEA1,2,414
AMI:SP:14JUI1,AMI:SP:14JUI2,2,103
AMI:SP:MACUL8,AMI:SP:MACULN6,2,131
AMI:SP:JOINV2,AMI:SP:JOINV1,2,129
AMI:SP:PNORDN2,AMI:SP:CHARDN1,2,353
AMI:SP:BDORG1,AMI:SP:BDORG2,2,97
AMI:SP:CHAPIN1,AMI:SP:CHAPIN2,2,206
AMI:SP:POIDEN1,AMI:SP:CJOCUR,2,370
AMI:SP:STQUE1,AMI:SP:JANVI1,2,330
AMI:SP:MPOULA,AMI:SP:COISY1,2,357
AMI:SP:COLBEN2,AMI:SP:LUFOUN1,2,330
AMI:SP:PNORDN3,AMI:SP:CHARDN2,2,298
AMI:SP:CNEMON1,AMI:SP:ETSUD2,2,421
AMI:SP:LUFOUN2,AMI:SP:LUFOUN1,2,114
AMI:SP:FORCE1,AMI:SP:FORCE2,2,133
AMI:SP:CJEAN1,AMI:SP:RROUEN1,2,305
AMI:SP:CCSUDN1,AMI:SP:CCSUDN4,2,147
AMI:SP:PCAGN2,AMI:SP:PCAGNN1,2,116
AMI:SP:CIRQMN2,AMI:SP:LAURE1,2,343
AMI:SP:GBEAUN2,AMI:SP:GBEAUN1,2,98
AMI:SP:PAIXN1,AMI:SP:CHARDN2,2,291
AMI:SP:BRETES1,AMI:SP:WAIDEN,2,200
AMI:SP:VALLE1,AMI:SP:EDMARQ,2,364
AMI:SP:BALZAN1,AMI:SP:STENDN1,2,423
AMI:SP:HPLSU5,AMI:SP:HPSDEN5,2,410
AMI:SP:COLBEN1,AMI:SP:REMBA1,2,347
AMI:SP:PCPIE3,AMI:SP:PBEAUN1,2,342
AMI:SP:LUZARN1,AMI:SP:MONSN1,2,431
AMI:SP:BEAUM2,AMI:SP:MARIV1,2,325
AMI:SP:PAGES2,AMI:SP:PAGES1,2,104
AMI:SP:RAIX2,AMI:SP:GORLIN2,2,293
AMI:SP:LATAPN2,AMI:SP:LATAPN1,2,159
AMI:SP:CJOCUR,AMI:SP:CJOCU2,2,98
AMI:SP:AFPA1,AMI:SP:AFPA2,2,78
AMI:SP:MATIFN2,AMI:SP:MATIFN1,2,81
AMI:SP:PLIBE2,AMI:SP:LMICH1,2,225
AMI:SP:LUBARB1,AMI:SP:LUBARB2,2,137
AMI:SP:TINTO2,AMI:SP:QTOUR1,2,357
AMI:SP:CHAGR2,AMI:SP:CHAGR1,2,81
AMI:SP:CHVAL1,AMI:SP:PMANY2,2,179
AMI:SP:FALAI1,AMI:SP:FALAI2,2,134
AMI:SP:ROSERN2,AMI:SP:ROSERN1,2,104
AMI:SP:BRETES1,AMI:SP:UPJVN2,2,404
AMI:SP:ACOLA2,AMI:SP:RCASS2,2,391
AMI:SP:LMICH1,AMI:SP:LMICH2,2,179
AMI:SP:GARENC,AMI:SP:GAREE,2,151
AMI:SP:MSAIN1,AMI:SP:CHAUSS,2,414
AMI:SP:SANTEN1,AMI:SP:PNORDN3,2,305
AMI:SP:LIBERN1,AMI:SP:LIBERN5,2,153
AMI:SP:ACOLA2,AMI:SP:RCASS1,2,386
AMI:SP:3D.I.N2,AMI:SP:3D.I.N1,2,187
AMI:SP:STANON2,AMI:SP:CAMBRN2,2,394
AMI:SP:CELUC2,AMI:SP:CELUC1,2,73
AMI:SP:MERCEN1,AMI:SP:POMPI3,2,269
AMI:SP:CHAOIS,AMI:SP:BOULV2,2,280
AMI:SP:MSAIN1,AMI:SP:MSAIN2,2,141
AMI:SP:STADE1,AMI:SP:GLISY1,2,220
AMI:SP:CHMILN2,AMI:SP:CTELL2,2,409
AMI:SP:HONOR2,AMI:SP:PAGES1,2,280
AMI:SP:LAPLA2,AMI:SP:BERTAN,2,431
AMI:SP:GEPHI1,AMI:SP:GEPHI2,2,78
AMI:SP:DCORD1,AMI:SP:ELOIMN1,2,350
AMI:SP:HONOR1,AMI:SP:PAGES2,2,234
AMI:SP:CIMONN2,AMI:SP:VAUBA2,2,430
AMI:SP:CHARDN1,AMI:SP:BERLIN1,2,371
AMI:SP:RALLO1,AMI:SP:RONSA2,2,395
AMI:SP:ECMAU2,AMI:SP:ECMAU1,2,126
AMI:SP:RROUEN2,AMI:SP:CJEAN2,2,314
AMI:SP:ALLIE2,AMI:SP:PVICT2,2,349
AMI:SP:RICOR2,AMI:SP:CRIVE1,2,387
AMI:SP:FJOUR2,AMI:SP:CRIVE2,2,121
AMI:SP:CHARAN3,AMI:SP:CHARAN4,2,267
AMI:SP:ACACI1,AMI:SP:CMADE2,2,384
AMI:SP:COISY2,AMI:SP:DONJON,2,353
AMI:SP:GAMBI1,AMI:SP:CHLBAR,2,389
AMI:SP:DUROU1,AMI:SP:DUROU2,2,218
AMI:SP:AVASS1,AMI:SP:MBARB1,2,439
AMI:SP:LMICH1,AMI:SP:PLANG2,2,439
AMI:SP:MEGAC1,AMI:SP:FRANC2,2,313
AMI:SP:TITIE1,AMI:SP:TINTO1,2,222
AMI:SP:COLVEN1,AMI:SP:LEOLAN2,2,405
AMI:SP:LAURE1,AMI:SP:CIRQMN2,2,343
AMI:SP:CHARAN2,AMI:SP:CHARAN3,2,223
AMI:SP:QTOUR2,AMI:SP:TITIE1,2,429
AMI:SP:RORON2,AMI:SP:SANTEN2,2,280
AMI:SP:RAINE2,AMI:SP:CALMN2,2,215
AMI:SP:LUFOUN2,AMI:SP:REMBA2,2,243
AMI:SP:GARER2,AMI:SP:AUSSYN2,2,426
AMI:SP:FJOUR1,AMI:SP:DORGE1,2,366
AMI:SP:ETSUD2,AMI:SP:CNEMON2,2,430
AMI:SP:CHARAN3,AMI:SP:DELPEN1,2,376
AMI:SP:GAREE,AMI:SP:GARER2,2,350
AMI:SP:EDMARQ,AMI:SP:RLEFEB,2,305
AMI:SP:LOCKEN1,AMI:SP:RROUEN2,2,145
AMI:SP:DELPEN2,AMI:SP:DELPEN1,2,78
AMI:SP:TERRA1,AMI:SP:TERRA2,2,94
AMI:SP:FALAI1,AMI:SP:ILOT2,2,417
AMI:SP:RAINE1,AMI:SP:STANON2,2,335
AMI:SP:MVERS1,AMI:SP:MVERS2,2,104
AMI:SP:SANTEN2,AMI:SP:RORON1,2,266
AMI:SP:VIGNE2,AMI:SP:VIGNE3,2,82
AMI:SP:DORGE1,AMI:SP:CRIVE1,2,310
AMI:SP:PCAGN1,AMI:SP:PCAGNN3,2,149
AMI:SP:PBERN2,AMI:SP:DBOUV1,2,360
AMI:SP:RAINE2,AMI:SP:CAMBRN2,2,415
AMI:SP:CRIVE2,AMI:SP:DORGE2,2,301
AMI:SP:BLANG2,AMI:SP:BLANG1,2,72
AMI:SP:AFRAN2,AMI:SP:PASTE2,2,416
AMI:SP:MARIV1,AMI:SP:MARIV2,2,164
AMI:SP:CONTY1,AMI:SP:NAUGA1,2,405
AMI:SP:COLBEN1,AMI:SP:LUFOUN2,2,355
AMI:SP:AGEOR2,AMI:SP:AGEOR1,2,142
AMI:SP:LUFOUN1,AMI:SP:REMBA2,2,265
AMI:SP:LAURE2,AMI:SP:CMARTN1,2,347
AMI:SP:LUBARB2,AMI:SP:EBRANL1,2,399
AMI:SP:MPOULA,AMI:SP:DONJON,2,152
AMI:SP:CHARAN1,AMI:SP:CHARAN2,2,77
AMI:SP:CETOUN1,AMI:SP:LANGUN1,2,441
AMI:SP:ACOUR1,AMI:SP:ACOUR2,2,123
AMI:SP:CVICTN2,AMI:SP:VOLTA1,2,300
AMI:SP:MACUL6,AMI:SP:STJACN1,2,401
AMI:SP:FOSAL1,AMI:SP:FOSAL2,2,71
AMI:SP:AVASS2,AMI:SP:AVASS1,2,84
AMI:SP:DUCLO1,AMI:SP:VOLTA1,2,304
AMI:SP:NAUGA1,AMI:SP:MSALE1,2,370
AMI:SP:SANTEN1,AMI:SP:RORON1,2,283
AMI:SP:MPETI2,AMI:SP:MPETI1,2,93
AMI:SP:MCAMO1,AMI:SP:VALLE2,2,416
AMI:SP:PFORT2,AMI:SP:MARRO2,2,411
AMI:SP:LAPLA1,AMI:SP:BERCH1,2,353
AMI:SP:CEGLIS,AMI:SP:VALLE1,2,284
AMI:SP:CETOUN2,AMI:SP:CETOUN1,2,82
AMI:SP:THDEL1,AMI:SP:CRIVE1,2,384
AMI:SP:MCAMO1,AMI:SP:RLEFEB,2,409
AMI:SP:PMARCHN,AMI:SP:PVOGEN5,2,341
AMI:SP:AQUAPN2,AMI:SP:AQUAPN4,2,212
AMI:SP:HPSDEN3,AMI:SP:RTHILN2,2,402
AMI:SP:DESMO1,AMI:SP:CMARTN1,2,383
AMI:SP:CHARDN2,AMI:SP:PNORDN2,2,362
AMI:SP:ELBEU2,AMI:SP:RROUEN2,2,267
AMI:SP:BALZAN1,AMI:SP:BALZAN2,2,85
AMI:SP:EBEAU2,AMI:SP:CATEU1,2,307
AMI:SP:FREYN1,AMI:SP:FREYN2,2,158
AMI:SP:AQUAPN1,AMI:SP:CHAGR2,2,319
AMI:SP:FOURCN1,AMI:SP:MLONGN1,2,386
AMI:SP:PROCT2,AMI:SP:PROCT1,2,78
AMI:SP:CCGLIN1,AMI:SP:CNEMON2,2,218
AMI:SP:LIBERN3,AMI:SP:LIBERN2,2,217
AMI:SP:AQUAPN1,AMI:SP:AQUAPN3,2,189
AMI:SP:CSALL2,AMI:SP:OTAGEN2,2,432
AMI:SP:LAURE1,AMI:SP:CMARTN1,2,369
AMI:SP:GARENB,AMI:SP:GAREND,2,178
AMI:SP:PAGES2,AMI:SP:HONOR2,2,238
AMI:SP:MACUL6,AMI:SP:STJACN2,2,431
AMI:SP:VERG2,AMI:SP:VERG1,2,120
AMI:SP:STANON2,AMI:SP:RAINE2,2,377
AMI:SP:LBLAN1,AMI:SP:LBLAN2,2,227
AMI:SP:MRIVE1,AMI:SP:DCORD1,2,343
AMI:SP:VENU1,AMI:SP:VENU2,2,60
AMI:SP:ABATTN2,AMI:SP:FGHEMN1,2,389
AMI:SP:FORCE2,AMI:SP:FORCE1,2,133
AMI:SP:JMOUL1,AMI:SP:RUNIV1,2,361
AMI:SP:TIVOL2,AMI:SP:TIVOL1,2,116
AMI:SP:STJUS2,AMI:SP:STRAS1,2,240
AMI:SP:ECMAU1,AMI:SP:ECMAU2,2,126
AMI:SP:MSAIN2,AMI:SP:POMME1,2,369
AMI:SP:RAIX1,AMI:SP:GORLIN1,2,260
AMI:SP:PLICON2,AMI:SP:PLICON1,2,75
AMI:SP:FJOUR2,AMI:SP:FJOUR1,2,77
AMI:SP:FRANC2,AMI:SP:MEGAC1,2,313
AMI:SP:HIMPON1,AMI:SP:CIMACN1,2,382
AMI:SP:GRECEN1,AMI:SP:VIGNE2,2,440
AMI:SP:FAIDH2,AMI:SP:STJACN1,2,228
AMI:SP:TIVOL2,AMI:SP:COLBEN1,2,316
AMI:SP:MSALE2,AMI:SP:ECAUV1,2,433
AMI:SP:FGHEMN2,AMI:SP:ABATTN2,2,368
AMI:SP:GOODY2,AMI:SP:GOODY1,2,82
AMI:SP:VENT2,AMI:SP:GORLIN4,2,358
AMI:SP:ALMOU1,AMI:SP:ALMOU2,2,69
AMI:SP:PISSY1,AMI:SP:PISSY2,2,71
AMI:SP:DCASA1,AMI:SP:VALLE2,2,275
AMI:SP:BEAQU1,AMI:SP:COISY1,2,427
AMI:SP:SQLAC1,AMI:SP:EGCIM1,2,359
AMI:SP:QUALEN2,AMI:SP:QUALEN1,2,77
AMI:SP:HONOR2,AMI:SP:FOSAL1,2,288
AMI:SP:PVOGEN4,AMI:SP:PVOGEN5,2,224
AMI:SP:CIRQMN1,AMI:SP:CIRQUN1,2,177
AMI:SP:CHVAL2,AMI:SP:PMANY2,2,140
AMI:SP:RROUEN2,AMI:SP:CJEAN1,2,280
AMI:SP:ALLIE2,AMI:SP:PVICT1,2,391
AMI:SP:RAOUT1,AMI:SP:SQLAC3,2,402
AMI:SP:MLONGN2,AMI:SP:ALLIE1,2,340
AMI:SP:PNORDN3,AMI:SP:CHARDN1,2,292
AMI:SP:STENDN2,AMI:SP:VOLTA2,2,290
AMI:SP:UPJVN1,AMI:SP:EGSLEU,2,314
AMI:SP:RPMET1,AMI:SP:PTJEA1,2,413
AMI:SP:RGOBLN1,AMI:SP:JOFFR2,2,440
AMI:SP:MLONGN2,AMI:SP:MLONGN1,2,126
AMI:SP:LONGVIL,AMI:SP:CIRQUN2,2,225
AMI:SP:CTELL2,AMI:SP:CTELL1,2,68
AMI:SP:FOSAL2,AMI:SP:PAGES1,2,183
AMI:SP:BAUDR1,AMI:SP:BAUDR2,2,91
AMI:SP:HPSDEN3,AMI:SP:RTHILN1,2,390
AMI:SP:DORGE1,AMI:SP:CJVER1,2,413
AMI:SP:MCAMO1,AMI:SP:VALLE1,2,430
AMI:SP:VIGNA2,AMI:SP:VIGNA1,2,80
AMI:SP:HONOR1,AMI:SP:HONOR2,2,67
AMI:SP:LMICH2,AMI:SP:PLANG2,2,393
AMI:SP:VERG2,AMI:SP:RUNIV2,2,428
AMI:SP:PCPIEN2,AMI:SP:PBEAUN1,2,270
AMI:SP:COURSN1,AMI:SP:COURSN2,2,85
AMI:SP:GORLIN4,AMI:SP:RAIX2,2,348
AMI:SP:FORCE2,AMI:SP:FOSAL2,2,409
AMI:SP:ABHEN2,AMI:SP:CHARDN2,2,440
AMI:SP:CCNOR2,AMI:SP:FREYN1,2,373
AMI:SP:GORLIN1,AMI:SP:GORLIN3,2,166
AMI:SP:FENEL1,AMI:SP:RALLO2,2,423
AMI:SP:ZINOR1,AMI:SP:ZINORD,2,127
AMI:SP:RONSA2,AMI:SP:CALMN2,2,344
AMI:SP:PMARCHN,AMI:SP:MACULN5,2,271
AMI:SP:PNORDN3,AMI:SP:PNORDN2,2,145
AMI:SP:GROCHN5,AMI:SP:STJACN1,2,395
AMI:SP:ROYAU2,AMI:SP:ROYAU1,2,117
AMI:SP:DCASA1,AMI:SP:DCASA2,2,93
AMI:SP:STADE2,AMI:SP:GLISY1,2,320
AMI:SP:LUFOUN1,AMI:SP:GROCHN1,2,408
AMI:SP:THDEL2,AMI:SP:THDEL1,2,122
AMI:SP:TERRA2,AMI:SP:ABHEN2,2,341
AMI:SP:PFORT1,AMI:SP:CJVER1,2,423
AMI:SP:CIRQUN1,AMI:SP:CIRQMN1,2,177
AMI:SP:MOULI2,AMI:SP:MOULI1,2,86
AMI:SP:CGMARN1,AMI:SP:TRIOL1,2,276
AMI:SP:MPOULA,AMI:SP:IDEFLE,2,364
AMI:SP:CHAUSS,AMI:SP:MSAIN2,2,422
AMI:SP:STRAS1,AMI:SP:QUACHN1,2,429
AMI:SP:ILOT1,AMI:SP:ACACI2,2,439
AMI:SP:GENDA1,AMI:SP:CJEAN1,2,362
AMI:SP:PCLAU2,AMI:SP:VERG1,2,358
AMI:SP:GROCHN3,AMI:SP:GROCHN4,2,90
AMI:SP:PAVREN1,AMI:SP:CTCHA1,2,435
AMI:SP:CIMONN6,AMI:SP:PVOGEN4,2,430
AMI:SP:VENT1,AMI:SP:GORLIN4,2,329
AMI:SP:RALLO1,AMI:SP:RALLO2,2,101
AMI:SP:BRETES1,AMI:SP:BEFFRON,2,351
AMI:SP:MLONGN1,AMI:SP:FOURCN2,2,294
AMI:SP:CSALL1,AMI:SP:FOUIL2,2,240
AMI:SP:CXROM1,AMI:SP:CAGRI2,2,184
AMI:SP:REMBA2,AMI:SP:COLBEN2,2,395
AMI:SP:ALLIE1,AMI:SP:FOURCN2,2,248
AMI:SP:STENDN1,AMI:SP:VOLTA1,2,240
AMI:SP:TERRI1,AMI:SP:TERRI2,2,81
AMI:SP:PBARO2,AMI:SP:PBARO1,2,67
AMI:SP:DBOUV1,AMI:SP:14JUI1,2,436
AMI:SP:CHAGR1,AMI:SP:AQUAPN4,2,437
AMI:SP:PAGES2,AMI:SP:FOSAL1,2,172
AMI:SP:AMBONN1,AMI:SP:STSAU1,2,373
AMI:SP:HIMPON2,AMI:SP:CIMACN2,2,380
AMI:SP:TERRA2,AMI:SP:TERRA1,2,94
AMI:SP:GAREG,AMI:SP:GAREE,2,431
AMI:SP:PJEAN1,AMI:SP:AGEOR2,2,433
AMI:SP:CATEU2,AMI:SP:EBEAU2,2,297
AMI:SP:VAUBA2,AMI:SP:EGPIE2,2,338
AMI:SP:BEAQU1,AMI:SP:IDEFLE,2,439
AMI:SP:LAURE2,AMI:SP:CIRQMN2,2,365
AMI:SP:AVASS1,AMI:SP:AVASS2,2,84
AMI:SP:MACULN6,AMI:SP:HVDUMEN,2,409
AMI:SP:RPMET1,AMI:SP:PTJEA2,2,340
AMI:SP:NEUVI1,AMI:SP:VOYEL1,2,304
AMI:SP:GROCHN3,AMI:SP:GROCHN1,2,178
AMI:SP:REMIE1,AMI:SP:REMIE2,2,219
AMI:SP:8MAIN2,AMI:SP:ROGERAN,2,415
AMI:SP:CONDO4,AMI:SP:CONDO3,2,97
AMI:SP:AQUAPN3,AMI:SP:CHAGR2,2,429
AMI:SP:REMBA2,AMI:SP:REMBA1,2,120
AMI:SP:CAGNY2,AMI:SP:CAGZI2,2,367
AMI:SP:PLICON1,AMI:SP:CELUC2,2,349
AMI:SP:ALLIE1,AMI:SP:GEPHI2,2,428
AMI:SP:EXUPE1,AMI:SP:STQUE3,2,345
AMI:SP:RGOUR1,AMI:SP:EGCIM2,2,432
AMI:SP:MARIV2,AMI:SP:FENEL1,2,321
AMI:SP:AQUAPN1,AMI:SP:AQUAPN4,2,190
AMI:SP:DUCLO1,AMI:SP:DUCLO2,2,131
AMI:SP:CHARAN1,AMI:SP:CHARAN3,2,236
AMI:SP:PAIXN1,AMI:SP:ABHEN1,2,334
AMI:SP:DORGE1,AMI:SP:DORGE2,2,95
AMI:SP:ELBEU2,AMI:SP:LOCKEN2,2,264
AMI:SP:MGARD2,AMI:SP:WATTE2,2,257
AMI:SP:SULLYN2,AMI:SP:SULLYN1,2,159
AMI:SP:LEOLAN2,AMI:SP:BALZAN2,2,436
AMI:SP:GEPHI1,AMI:SP:MLONGN1,2,370
AMI:SP:PLICON2,AMI:SP:CELUC2,2,336
