from_stop_id,to_stop_id,transfer_type,min_transfer_time
AMI:SP:FENEL2,AMI:SP:RALLO2,2,362
AMI:SP:SQLAC1,AMI:SP:SQLAC3,2,158
AMI:SP:FUSCI2,AMI:SP:FUSCI1,2,179
AMI:SP:FJOUR1,AMI:SP:CRIVE2,2,131
AMI:SP:CJEAN2,AMI:SP:LOCKEN1,2,362
AMI:SP:GARENA,AMI:SP:GARENC,2,135
AMI:SP:FAIDH2,AMI:SP:STJACN2,2,221
AMI:SP:MVERS2,AMI:SP:MVERS1,2,104
AMI:SP:ROSERN1,AMI:SP:POIDEN1,2,346
AMI:SP:GROCHN2,AMI:SP:GROCHN3,2,193
AMI:SP:AUSSYN1,AMI:SP:GARER1,2,350
AMI:SP:COLBEN1,AMI:SP:TIVOL1,2,306
AMI:SP:FOURCN2,AMI:SP:MLONGN1,2,294
AMI:SP:CAMBRN1,AMI:SP:COLVEN2,2,311
AMI:SP:MARRO2,AMI:SP:BEAUM1,2,409
AMI:SP:MLONGN2,AMI:SP:FOURCN2,2,360
AMI:SP:COLVEN2,AMI:SP:CAMBRN2,2,299
AMI:SP:TINTO2,AMI:SP:TITIE1,2,193
AMI:SP:GARER2,AMI:SP:GARENB,2,389
AMI:SP:GROCHN6,AMI:SP:GROCHN4,2,228
AMI:SP:DOULL2,AMI:SP:RDOUA1,2,341
AMI:SP:HPLSU5,AMI:SP:HPLSUN5,2,60
AMI:SP:RROUEN2,AMI:SP:ELBEU1,2,276
AMI:SP:CTELL2,AMI:SP:CHMILN1,2,406
AMI:SP:ECMAU2,AMI:SP:CAGNA2,2,308
AMI:SP:REVEL1,AMI:SP:REVEL2,2,70
AMI:SP:POMME1,AMI:SP:MSAIN2,2,369
AMI:SP:PAMON4,AMI:SP:PAMON3,2,111
AMI:SP:MBARB2,AMI:SP:AVASS2,2,415
AMI:SP:WABCO1,AMI:SP:PROCT2,2,366
AMI:SP:RICOR2,AMI:SP:MATIFN2,2,434
AMI:SP:CAGNA2,AMI:SP:ECMAU2,2,308
AMI:SP:RALLO1,AMI:SP:FENEL1,2,394
AMI:SP:COLVEN2,AMI:SP:CAMBRN1,2,311
AMI:SP:MERCEN2,AMI:SP:POMPI2,2,409
AMI:SP:VHUGO2,AMI:SP:DUCHE1,2,390
AMI:SP:RICOR1,AMI:SP:MATIFN1,2,431
AMI:SP:POIDEN2,AMI:SP:MLONGN1,2,430
AMI:SP:CONDO4,AMI:SP:CTCAS1,2,415
AMI:SP:EBRANL2,AMI:SP:LUBARB2,2,359
AMI:SP:THDEL2,AMI:SP:CRIVE2,2,370
AMI:SP:CNEMON1,AMI:SP:CNEMON2,2,73
AMI:SP:ETOUVN2,AMI:SP:ETOUVN1,2,65
AMI:SP:GARENB,AMI:SP:GAREG,2,263
AMI:SP:PLANG2,AMI:SP:GMOCQN1,2,254
AMI:SP:BOULV2,AMI:SP:MSAVEU,2,304
AMI:SP:GORLIN3,AMI:SP:GORLIN1,2,166
AMI:SP:RUNIV2,AMI:SP:VERG2,2,428
AMI:SP:PBEAUN1,AMI:SP:PCPIE3,2,342
AMI:SP:FALAI2,AMI:SP:ILOT1,2,427
AMI:SP:PICAS2,AMI:SP:PICAS1,2,120
AMI:SP:CONDO3,AMI:SP:SQLAC6,2,183
AMI:SP:ECMAU1,AMI:SP:CITAD4,2,406
AMI:SP:CRIVE1,AMI:SP:THDEL2,2,438
AMI:SP:MARRO2,AMI:SP:MARRO1,2,152
AMI:SP:REMBA2,AMI:SP:TIVOL1,2,281
AMI:SP:BRETES1,AMI:SP:PVOGEN3,2,178
AMI:SP:MRIVE2,AMI:SP:DCORD2,2,365
AMI:SP:FJOUR2,AMI:SP:THDEL1,2,350
AMI:SP:CMARTN1,AMI:SP:COZETN2,2,400
AMI:SP:CHAPIN2,AMI:SP:EGREN2,2,195
AMI:SP:ADAPEI,AMI:SP:PROCT2,2,358
AMI:SP:CATEU1,AMI:SP:CATEU2,2,75
AMI:SP:PMARCHN,AMI:SP:STJACN2,2,439
AMI:SP:FGHEMN2,AMI:SP:FGHEMN1,2,85
AMI:SP:MARRE2,AMI:SP:BEAUM2,2,326
AMI:SP:PINSO1,AMI:SP:STRAS1,2,398
AMI:SP:WAIDEN,AMI:SP:PVOGEN6,2,327
AMI:SP:CGMARN1,AMI:SP:TRIOL2,2,227
AMI:SP:SAGEB1,AMI:SP:SAGEB2,2,147
AMI:SP:BOULV1,AMI:SP:BOULV2,2,199
AMI:SP:OTAGEN1,AMI:SP:OTAGEN2,2,99
AMI:SP:BARREN1,AMI:SP:BARREN2,2,123
AMI:SP:CHVAL1,AMI:SP:PMANY1,2,170
AMI:SP:RORON1,AMI:SP:SANTEN1,2,283
AMI:SP:ECAUV2,AMI:SP:ECAUV1,2,95
AMI:SP:MARRE1,AMI:SP:BEAUM2,2,409
AMI:SP:PBARO1,AMI:SP:PBARO2,2,67
AMI:SP:PAGES1,AMI:SP:HONOR2,2,280
AMI:SP:LEOLAN1,AMI:SP:LEOLAN2,2,87
AMI:SP:PVOGEN3,AMI:SP:PVOGEN6,2,123
AMI:SP:TIVOL1,AMI:SP:TIVOL2,2,116
AMI:SP:HEBEC1,AMI:SP:HEBEC2,2,71
AMI:SP:PNORDN1,AMI:SP:PNORDN4,2,138
AMI:SP:CAVRE2,AMI:SP:CTRI2,2,417
AMI:SP:RROUEN2,AMI:SP:RROUEN1,2,117
AMI:SP:MANGE1,AMI:SP:MANGE2,2,70
AMI:SP:STSAU2,AMI:SP:PICOR2,2,406
AMI:SP:RROUEN2,AMI:SP:LOCKEN2,2,63
AMI:SP:GRACE1,AMI:SP:GRACE2,2,114
AMI:SP:RIVERY,AMI:SP:ACOLA1,2,321
AMI:SP:CSALL2,AMI:SP:FOUIL1,2,400
AMI:SP:SSAUF1,AMI:SP:SSAUF2,2,72
AMI:SP:MACULN6,AMI:SP:MACUL8,2,131
AMI:SP:CAGNY1,AMI:SP:CAGZI2,2,288
AMI:SP:SQLAC6,AMI:SP:EGCIM2,2,427
AMI:SP:MSALE1,AMI:SP:NAUGA2,2,395
AMI:SP:COISY1,AMI:SP:DONJON,2,441
AMI:SP:CJOCU2,AMI:SP:POIDEN2,2,359
AMI:SP:CHMILN1,AMI:SP:CHMILN2,2,104
AMI:SP:CSALL2,AMI:SP:EGSMN1,2,439
AMI:SP:LAURE1,AMI:SP:CIRQMN1,2,344
AMI:SP:CHARDN1,AMI:SP:PAIXN1,2,302
AMI:SP:BRAGE1,AMI:SP:BRAGE2,2,71
AMI:SP:CTPET1,AMI:SP:RSTAD2,2,394
AMI:SP:JOINV1,AMI:SP:SAGEB2,2,321
AMI:SP:GAMBI1,AMI:SP:GAMBI2,2,84
AMI:SP:GORLIN3,AMI:SP:VENT1,2,332
AMI:SP:AFRAN1,AMI:SP:AFRAN2,2,121
AMI:SP:JOFFR1,AMI:SP:JOFFR2,2,124
AMI:SP:GRACE1,AMI:SP:ARTOI2,2,422
AMI:SP:CIRQUN2,AMI:SP:CIRQUN1,2,204
AMI:SP:HEBEC2,AMI:SP:HEBEC1,2,71
AMI:SP:MACULN6,AMI:SP:MACULN7,2,181
AMI:SP:BEFFRON,AMI:SP:HVDUMEN,2,436
AMI:SP:CAGRI2,AMI:SP:CXROM1,2,184
AMI:SP:RAIX2,AMI:SP:GORLIN4,2,348
AMI:SP:PBERN2,AMI:SP:DBOUV2,2,348
AMI:SP:JACOBIN,AMI:SP:HVDUMEN,2,327
AMI:SP:ROSERN2,AMI:SP:POIDEN1,2,390
AMI:SP:GAREE,AMI:SP:GAREG,2,431
AMI:SP:VIGNA1,AMI:SP:VIGNA2,2,80
AMI:SP:PLICON1,AMI:SP:CELUC1,2,340
AMI:SP:PBEAUN1,AMI:SP:PCPIEN1,2,358
AMI:SP:STJACN1,AMI:SP:MACULN6,2,401
AMI:SP:CREMATOR,AMI:SP:RORE1,2,437
AMI:SP:RAINE2,AMI:SP:CAMBRN1,2,406
AMI:SP:CJEAN1,AMI:SP:ELBEU1,2,305
AMI:SP:VHUGO1,AMI:SP:VHUGO2,2,91
AMI:SP:MACULN5,AMI:SP:STJACN1,2,369
AMI:SP:VIGNE3,AMI:SP:GRECEN2,2,429
AMI:SP:GARER1,AMI:SP:ALORRN2,2,441
AMI:SP:ETOUVN2,AMI:SP:ARTOI1,2,380
AMI:SP:STJACN2,AMI:SP:MACUL6,2,431
AMI:SP:STANON2,AMI:SP:RAINE1,2,335
AMI:SP:GARENC,AMI:SP:GARER1,2,365
AMI:SP:GORLIN1,AMI:SP:RAIX2,2,270
AMI:SP:RPMET1,AMI:SP:RPMET2,2,253
AMI:SP:JOFFR2,AMI:SP:OTAGEN1,2,182
AMI:SP:CRIVE2,AMI:SP:FJOUR2,2,121
AMI:SP:BRANLN4,AMI:SP:BRANLN1,2,150
AMI:SP:GAREF,AMI:SP:ALORRN2,2,440
AMI:SP:CJVER1,AMI:SP:DORGE1,2,413
AMI:SP:GARER2,AMI:SP:GAREE,2,350
AMI:SP:MARIV1,AMI:SP:BEAUM2,2,325
AMI:SP:EGSLEU,AMI:SP:WAIDEN,2,315
AMI:SP:HONOR1,AMI:SP:PAGES1,2,276
AMI:SP:PAGES1,AMI:SP:FORCE2,2,356
AMI:SP:ELBEU1,AMI:SP:RROUEN1,2,236
AMI:SP:DUCHE1,AMI:SP:VHUGO1,2,421
AMI:SP:VHUGO1,AMI:SP:DUCHE1,2,421
AMI:SP:GMOCQN2,AMI:SP:GMOCQN1,2,79
AMI:SP:SQMARN2,AMI:SP:CETOUN1,2,427
AMI:SP:CAGNA2,AMI:SP:ECMAU1,2,374
AMI:SP:ACOUR2,AMI:SP:ACOUR1,2,123
AMI:SP:STANON1,AMI:SP:STANON2,2,98
AMI:SP:PAIXN1,AMI:SP:CHARDN1,2,302
AMI:SP:CHLBAR,AMI:SP:CEGLIS,2,315
AMI:SP:JOFFR1,AMI:SP:CSALL2,2,289
AMI:SP:RCASS1,AMI:SP:RCASS2,2,108
AMI:SP:MLONGN2,AMI:SP:POIDEN2,2,363
AMI:SP:CONDO3,AMI:SP:PROV1,2,337
AMI:SP:GROCHN5,AMI:SP:GROCHN3,2,295
AMI:SP:CVICTN2,AMI:SP:VOLTA2,2,347
AMI:SP:SAGEB2,AMI:SP:SAGEB1,2,147
AMI:SP:GARENC,AMI:SP:GARENB,2,164
AMI:SP:CETOUN1,AMI:SP:CETOUN2,2,82
AMI:SP:MUSEE1,AMI:SP:CIRQMN1,2,407
AMI:SP:LIBERN2,AMI:SP:STRAS1,2,434
AMI:SP:RDOUA1,AMI:SP:CVICTN2,2,429
AMI:SP:FORCE1,AMI:SP:PAGES1,2,426
AMI:SP:VENT1,AMI:SP:GORLIN1,2,411
AMI:SP:COLBEN2,AMI:SP:COLBEN1,2,86
AMI:SP:CAMBRN2,AMI:SP:RAINE1,2,422
AMI:SP:VMAGN2,AMI:SP:RTANK1,2,327
AMI:SP:STRAS1,AMI:SP:LIBERN2,2,434
AMI:SP:PCPIEN1,AMI:SP:PBEAUN1,2,358
AMI:SP:ECAUV2,AMI:SP:MSALE2,2,397
AMI:SP:LBLAN2,AMI:SP:LBLAN1,2,227
AMI:SP:CSALL1,AMI:SP:CSALL2,2,187
AMI:SP:CHARDN1,AMI:SP:PAIXN2,2,312
AMI:SP:GROCHN5,AMI:SP:FAIDH2,2,245
AMI:SP:CMARTN1,AMI:SP:LAURE1,2,369
AMI:SP:DBOUV1,AMI:SP:DBOUV2,2,81
AMI:SP:EGCIM2,AMI:SP:SQLAC1,2,342
AMI:SP:VIGNE3,AMI:SP:GRECEN1,2,421
AMI:SP:CIMACN2,AMI:SP:HIMPON2,2,380
AMI:SP:MACUL6,AMI:SP:MACUL8,2,131
AMI:SP:RDOUA1,AMI:SP:DOULL2,2,341
AMI:SP:VENT1,AMI:SP:VENT2,2,89
AMI:SP:LAURE1,AMI:SP:CMARTN2,2,348
AMI:SP:WASSEN1,AMI:SP:WASSEN2,2,145
AMI:SP:VERG2,AMI:SP:PCLAU2,2,298
AMI:SP:RTANK2,AMI:SP:RTANK1,2,100
AMI:SP:CTRI2,AMI:SP:CAVRE1,2,408
AMI:SP:GUTEN1,AMI:SP:GUTEN2,2,110
AMI:SP:STJACN1,AMI:SP:GROCHN5,2,395
AMI:SP:CCNOR5,AMI:SP:CCNORN7,2,395
AMI:SP:APAV2,AMI:SP:APAV1,2,95
AMI:SP:CONDO3,AMI:SP:SQLAC1,2,304
AMI:SP:COLBEN2,AMI:SP:LUFOUN2,2,377
AMI:SP:VIGNA2,AMI:SP:CAGNA1,2,179
AMI:SP:COZETN2,AMI:SP:CMARTN1,2,400
AMI:SP:PNORDN1,AMI:SP:CHARDN1,2,345
AMI:SP:HIMPON1,AMI:SP:3D.I.N1,2,372
AMI:SP:CCNOR5,AMI:SP:CCNOR2,2,96
AMI:SP:SQLAC3,AMI:SP:SQLAC1,2,158
AMI:SP:MEGAC2,AMI:SP:PLICON1,2,387
AMI:SP:GBEAUN1,AMI:SP:ROYAU2,2,322
AMI:SP:DEJEA2,AMI:SP:AUSSYN2,2,359
AMI:SP:COURSN1,AMI:SP:FONTAN1,2,352
AMI:SP:GAREG,AMI:SP:JOFFR1,2,404
AMI:SP:CNEMON2,AMI:SP:ETSUD2,2,430
AMI:SP:GROCHN3,AMI:SP:GROCHN2,2,193
AMI:SP:CRIVE1,AMI:SP:CRIVE2,2,136
AMI:SP:CCGLIN1,AMI:SP:CNEMON1,2,231
AMI:SP:PBEAUN2,AMI:SP:ALORRN2,2,389
AMI:SP:PJUSTIN,AMI:SP:HVDUSEN,2,352
AMI:SP:STENDN1,AMI:SP:DUCLO2,2,244
AMI:SP:CNEMON1,AMI:SP:CCGLIN1,2,231
AMI:SP:GROCHN3,AMI:SP:GROCHN5,2,295
AMI:SP:PVICT2,AMI:SP:ALLIE2,2,349
AMI:SP:LEOLAN2,AMI:SP:CAMBRN1,2,376
AMI:SP:CAGNA1,AMI:SP:CAGNA2,2,80
AMI:SP:LIBERN4,AMI:SP:LIBERN3,2,160
AMI:SP:GARENB,AMI:SP:GAREF,2,265
AMI:SP:DEBUS2,AMI:SP:BEAQU1,2,374
AMI:SP:CAGNA1,AMI:SP:ECMAU1,2,385
AMI:SP:CAMBRN2,AMI:SP:RAINE2,2,415
AMI:SP:GLISY2,AMI:SP:GLISY1,2,66
AMI:SP:CATEU2,AMI:SP:CATEU1,2,75
AMI:SP:DEBUS1,AMI:SP:COISY2,2,353
AMI:SP:OTAGEN2,AMI:SP:GAREG,2,418
AMI:SP:PLIBE2,AMI:SP:PLIBE1,2,195
AMI:SP:EGJEA1,AMI:SP:EGJEA2,2,73
AMI:SP:CHARDN2,AMI:SP:PAIXN2,2,301
AMI:SP:8MAIN1,AMI:SP:8MAIN2,2,118
AMI:SP:BERLIN2,AMI:SP:CHARDN2,2,391
AMI:SP:PVOGEN5,AMI:SP:PVOGEN3,2,147
AMI:SP:BOULV2,AMI:SP:CHAOIS,2,280
AMI:SP:MGARD1,AMI:SP:PICAS1,2,417
AMI:SP:ORMAIN2,AMI:SP:CIMACN1,2,433
AMI:SP:MUSEE1,AMI:SP:CIRQMN2,2,417
AMI:SP:STJUS2,AMI:SP:STRAS2,2,288
AMI:SP:NEUVI2,AMI:SP:TERRI2,2,275
AMI:SP:GAREG,AMI:SP:GARENC,2,340
AMI:SP:NEUVI1,AMI:SP:VOYEL2,2,281
AMI:SP:AQUAPN3,AMI:SP:AQUAPN2,2,212
AMI:SP:CJEAN1,AMI:SP:RROUEN2,2,280
AMI:SP:GLECL2,AMI:SP:CORBI2,2,373
AMI:SP:CHARAN1,AMI:SP:PROVI1,2,382
AMI:SP:FREYN1,AMI:SP:CCNORN6,2,429
AMI:SP:QTOUR1,AMI:SP:MANGE1,2,286
AMI:SP:GBEAUN1,AMI:SP:GBEAUN2,2,98
AMI:SP:VAUBA1,AMI:SP:CIMONN2,2,385
AMI:SP:CIMONN2,AMI:SP:CIMONN6,2,255
AMI:SP:ROPE1,AMI:SP:BAUDR2,2,425
AMI:SP:ELBEU2,AMI:SP:EGJEA2,2,404
AMI:SP:MACULN6,AMI:SP:STJACN1,2,401
AMI:SP:RROUEN1,AMI:SP:LOCKEN2,2,114
AMI:SP:TRIOL1,AMI:SP:CGMARN1,2,276
AMI:SP:STJUS1,AMI:SP:PINSO1,2,361
AMI:SP:UPJVN2,AMI:SP:BRETES1,2,404
AMI:SP:BALZAN2,AMI:SP:RONSA1,2,396
AMI:SP:CIMONN2,AMI:SP:CIMONN1,2,161
AMI:SP:STENDN2,AMI:SP:BALZAN2,2,428
AMI:SP:GORLIN2,AMI:SP:GORLIN1,2,86
AMI:SP:ABHEN2,AMI:SP:PAIXN2,2,263
AMI:SP:POMME1,AMI:SP:MSAIN1,2,394
AMI:SP:GROCHN3,AMI:SP:GROCHN6,2,223
AMI:SP:UPJVN1,AMI:SP:HVDUSEN,2,420
AMI:SP:NAUGA1,AMI:SP:JCATEL1,2,356
AMI:SP:AFRAN2,AMI:SP:MSALO1,2,425
AMI:SP:HIMPON1,AMI:SP:CIMACN2,2,358
AMI:SP:GMOCQN1,AMI:SP:PLANG2,2,254
AMI:SP:RGOBLN1,AMI:SP:JOFFR1,2,440
AMI:SP:JMOUL2,AMI:SP:RSTAD2,2,431
AMI:SP:LAPLA2,AMI:SP:LAPLA1,2,218
AMI:SP:BEAQU1,AMI:SP:DEBUS1,2,403
AMI:SP:THDEL2,AMI:SP:CRIVE1,2,438
AMI:SP:ABHEN2,AMI:SP:ABHEN1,2,145
AMI:SP:CCNOR5,AMI:SP:MANGE1,2,285
AMI:SP:CJEAN1,AMI:SP:LOCKEN2,2,280
AMI:SP:ROPE1,AMI:SP:FJOUR1,2,296
AMI:SP:ALORRN2,AMI:SP:GARER1,2,441
AMI:SP:MACUL8,AMI:SP:PMARCHN,2,242
AMI:SP:RGOBLN1,AMI:SP:OTAGEN1,2,346
AMI:SP:CORBI2,AMI:SP:GLECL2,2,373
AMI:SP:STRAS1,AMI:SP:PINSO1,2,398
AMI:SP:FMISTN1,AMI:SP:FMISTN2,2,137
AMI:SP:EGJEA2,AMI:SP:EGJEA1,2,73
AMI:SP:CEGLIS,AMI:SP:CHLBAR,2,315
AMI:SP:TRIOL1,AMI:SP:TRIOL2,2,109
AMI:SP:DCORD2,AMI:SP:MRIVE2,2,365
AMI:SP:ABHEN1,AMI:SP:ABHEN2,2,145
AMI:SP:JOINV2,AMI:SP:ROYAU2,2,437
AMI:SP:FREYN2,AMI:SP:FREYN1,2,158
AMI:SP:RAIX2,AMI:SP:GORLIN1,2,270
AMI:SP:PCLAU1,AMI:SP:VERG1,2,419
AMI:SP:GENDA2,AMI:SP:GENDA1,2,156
AMI:SP:QTOUR1,AMI:SP:QTOUR2,2,110
AMI:SP:STRAS2,AMI:SP:STRAS1,2,125
AMI:SP:BAUDR2,AMI:SP:BAUDR1,2,91
AMI:SP:COLBEN1,AMI:SP:TIVOL2,2,316
AMI:SP:GENDA2,AMI:SP:PINSO1,2,301
AMI:SP:MONSN1,AMI:SP:PERIM2,2,222
AMI:SP:GLECL1,AMI:SP:GLECL2,2,74
AMI:SP:FONTAN1,AMI:SP:GRACE1,2,330
AMI:SP:CMARTN1,AMI:SP:DESMO1,2,383
AMI:SP:BRANLN2,AMI:SP:BRANLN3,2,212
AMI:SP:PCAMON,AMI:SP:OMERDE,2,384
AMI:SP:PCPIEN2,AMI:SP:PBEAUN2,2,428
AMI:SP:BERLIN2,AMI:SP:CHARDN1,2,373
AMI:SP:JCATEL1,AMI:SP:NAUGA1,2,356
AMI:SP:THDEL2,AMI:SP:MRIVE2,2,345
AMI:SP:IUTPRN2,AMI:SP:IUTPRN1,2,76
AMI:SP:PROCT1,AMI:SP:PROCT2,2,78
AMI:SP:PNORDN1,AMI:SP:PNORDN3,2,145
AMI:SP:LANGUN1,AMI:SP:LANGUN2,2,82
AMI:SP:CHARDN2,AMI:SP:ABHEN2,2,440
AMI:SP:CTCHA1,AMI:SP:ROSERN2,2,433
AMI:SP:FORCE1,AMI:SP:RTANK2,2,274
AMI:SP:COISY2,AMI:SP:DEBUS1,2,353
AMI:SP:RONSA2,AMI:SP:BALZAN2,2,382
AMI:SP:FAIDH2,AMI:SP:GROCHN6,2,317
AMI:SP:MACULN5,AMI:SP:STJACN2,2,399
AMI:SP:STADE2,AMI:SP:GLISY2,2,317
AMI:SP:JMOUL1,AMI:SP:JMOUL2,2,94
AMI:SP:COLVEN1,AMI:SP:LEOLAN1,2,378
AMI:SP:ECMAU1,AMI:SP:CAGNA1,2,385
AMI:SP:PNORDN2,AMI:SP:BERLIN1,2,330
AMI:SP:EDMARQ,AMI:SP:CHLBAR,2,336
AMI:SP:FONTAN2,AMI:SP:COURSN2,2,357
AMI:SP:GAREND,AMI:SP:GARENC,2,204
AMI:SP:ALBOU2,AMI:SP:ALBOU1,2,89
AMI:SP:LADRE2,AMI:SP:LADREN1,2,80
AMI:SP:RAOUT1,AMI:SP:RAOUT2,2,67
AMI:SP:FUSCI1,AMI:SP:CHVAL2,2,433
AMI:SP:RONSA2,AMI:SP:BALZAN1,2,404
AMI:SP:MERCEN2,AMI:SP:POMPI3,2,425
AMI:SP:AFRAN2,AMI:SP:PASTE1,2,393
AMI:SP:CMARTN2,AMI:SP:COZETN2,2,389
AMI:SP:FJOUR1,AMI:SP:FJOUR2,2,77
AMI:SP:CJOCUR,AMI:SP:POIDEN2,2,347
AMI:SP:CMADE1,AMI:SP:CMADE2,2,115
AMI:SP:3D.I.N1,AMI:SP:HIMPON1,2,372
AMI:SP:BEFFRON,AMI:SP:MACUL8,2,375
AMI:SP:PAGES1,AMI:SP:PAGES2,2,104
AMI:SP:AUSSYN1,AMI:SP:AUSSYN2,2,151
AMI:SP:JOFFR2,AMI:SP:JOFFR1,2,124
AMI:SP:MACULN6,AMI:SP:BEFFRON,2,438
AMI:SP:STJUS2,AMI:SP:STJUS1,2,139
AMI:SP:DEBUS2,AMI:SP:COISY1,2,277
AMI:SP:DORGE1,AMI:SP:THDEL1,2,407
AMI:SP:GEPHI2,AMI:SP:FOURCN2,2,243
AMI:SP:LIBERN4,AMI:SP:LIBERN1,2,166
AMI:SP:BOULV1,AMI:SP:PACORN,2,356
AMI:SP:HPLSUN6,AMI:SP:HPSDEN5,2,429
AMI:SP:CAMBRN2,AMI:SP:COLVEN1,2,259
AMI:SP:VALLE1,AMI:SP:CEGLIS,2,284
AMI:SP:BEAUM1,AMI:SP:PFORT1,2,276
AMI:SP:MACUL6,AMI:SP:HVDUMEN,2,409
AMI:SP:COISY2,AMI:SP:DEBUS2,2,374
AMI:SP:TITIE2,AMI:SP:TINTO1,2,318
AMI:SP:JOINV1,AMI:SP:ROYAU2,2,440
AMI:SP:RTANK1,AMI:SP:VMAGN1,2,419
AMI:SP:CTCHA2,AMI:SP:PAVREN1,2,336
AMI:SP:PVOGEN3,AMI:SP:WAIDEN,2,266
AMI:SP:HONOR1,AMI:SP:FOSAL2,2,296
AMI:SP:HPLSU5,AMI:SP:HPLSUN4,2,155
AMI:SP:RALLO2,AMI:SP:RONSA2,2,353
AMI:SP:RONSA1,AMI:SP:CALMN1,2,296
AMI:SP:ARTOI2,AMI:SP:ARTOI1,2,149
AMI:SP:RICOR1,AMI:SP:RICOR2,2,85
AMI:SP:GROCHN2,AMI:SP:LUFOUN1,2,395
AMI:SP:GORLIN3,AMI:SP:VENT2,2,360
AMI:SP:SQLAC3,AMI:SP:CONDO4,2,318
AMI:SP:CIMONN1,AMI:SP:CIMONN2,2,161
AMI:SP:RAINE2,AMI:SP:STANON2,2,377
AMI:SP:CHAOIS,AMI:SP:BOIDI1,2,395
AMI:SP:GARENA,AMI:SP:GAREE,2,226
AMI:SP:LAURE2,AMI:SP:CMARTN2,2,326
AMI:SP:MLONGN1,AMI:SP:GEPHI1,2,370
AMI:SP:AQUAPN2,AMI:SP:AQUAPN3,2,212
AMI:SP:BDORG2,AMI:SP:CORBI1,2,334
AMI:SP:VOYEL2,AMI:SP:NEUVI2,2,284
AMI:SP:GARENB,AMI:SP:GARER2,2,389
AMI:SP:COISY2,AMI:SP:MPOULA,2,271
AMI:SP:LOCKEN1,AMI:SP:CJEAN1,2,316
AMI:SP:PINCEN2,AMI:SP:PINCEN1,2,104
AMI:SP:AFPA2,AMI:SP:AFPA1,2,78
AMI:SP:RAMIE2,AMI:SP:RAMIE1,2,149
AMI:SP:WAIDEN,AMI:SP:PVOGEN3,2,266
AMI:SP:CTPET2,AMI:SP:CTPET1,2,71
AMI:SP:STRAS2,AMI:SP:LIBERN5,2,324
AMI:SP:FREYN2,AMI:SP:CCNOR5,2,436
AMI:SP:BERCH2,AMI:SP:BERCH1,2,66
AMI:SP:IDEFLE,AMI:SP:MPOULA,2,364
AMI:SP:CXROM1,AMI:SP:CHAGR2,2,377
AMI:SP:MEGAC1,AMI:SP:PLICON1,2,428
AMI:SP:SQLAC3,AMI:SP:RAOUT1,2,402
AMI:SP:CASDEN1,AMI:SP:CASDEN2,2,81
AMI:SP:PNORDN2,AMI:SP:PNORDN3,2,145
AMI:SP:LIBERN2,AMI:SP:LIBERN5,2,173
AMI:SP:EGCIM1,AMI:SP:SQLAC1,2,359
AMI:SP:HONOR2,AMI:SP:FOSAL2,2,296
AMI:SP:RICOR2,AMI:SP:MATIFN1,2,415
AMI:SP:HONOR1,AMI:SP:BRANLN1,2,396
AMI:SP:GAREND,AMI:SP:GAREE,2,291
AMI:SP:CHMILN1,AMI:SP:CTELL2,2,406
AMI:SP:ACOLA1,AMI:SP:ACOLA2,2,91
AMI:SP:BEAQU1,AMI:SP:DEBUS2,2,374
AMI:SP:COLVEN2,AMI:SP:LEOLAN1,2,431
AMI:SP:OTAGEN2,AMI:SP:CSALL2,2,432
AMI:SP:DCORD2,AMI:SP:DCORD1,2,127
AMI:SP:BALZAN2,AMI:SP:LEOLAN2,2,436
AMI:SP:FRANC1,AMI:SP:CHAPIN2,2,427
AMI:SP:RONSA2,AMI:SP:RONSA1,2,87
AMI:SP:GAREND,AMI:SP:RGOBLN2,2,422
AMI:SP:AVASS1,AMI:SP:MBARB2,2,433
AMI:SP:CONDO3,AMI:SP:EGCIM1,2,421
AMI:SP:PELUA1,AMI:SP:PELUA2,2,74
AMI:SP:VOLTA2,AMI:SP:DUCLO1,2,356
AMI:SP:STQUE1,AMI:SP:EXUPE2,2,303
AMI:SP:GAREF,AMI:SP:GARER1,2,302
AMI:SP:AGEOR2,AMI:SP:PJEAN1,2,433
AMI:SP:PFORT1,AMI:SP:BEAUM1,2,276
AMI:SP:EGPIE2,AMI:SP:EGPIE1,2,82
AMI:SP:CAMBRN1,AMI:SP:CALMN2,2,379
AMI:SP:RCASS2,AMI:SP:ACOLA1,2,420
AMI:SP:GARENB,AMI:SP:GARER1,2,373
AMI:SP:VHUGO2,AMI:SP:DUCHE2,2,439
AMI:SP:GROCHN5,AMI:SP:GROCHN2,2,315
AMI:SP:BEFFRON,AMI:SP:PVOGEN5,2,370
AMI:SP:DUCLO1,AMI:SP:STENDN1,2,273
AMI:SP:CCNOR5,AMI:SP:MANGE2,2,287
AMI:SP:HIPPON2,AMI:SP:HIPPON1,2,98
AMI:SP:CJEAN2,AMI:SP:CJEAN1,2,116
AMI:SP:HVDUMEN,AMI:SP:MACUL8,2,366
AMI:SP:AQUAPN2,AMI:SP:CHAGR1,2,316
AMI:SP:CJMLA2,AMI:SP:CXROM1,2,432
AMI:SP:ROPE1,AMI:SP:THDEL1,2,384
AMI:SP:BRANLN2,AMI:SP:BRANLN1,2,84
AMI:SP:PICAS2,AMI:SP:FLEGE1,2,365
AMI:SP:FOSAL2,AMI:SP:HONOR1,2,296
AMI:SP:LUFOUN1,AMI:SP:REMBA1,2,282
