route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
AMI:10-1,AMI:26E07-ETESAM-Samedi-000,AMI:7286404-26E07-ETESAM-Samedi-000,Aller,,0,,AMI:shp_3_2,0,0
AMI:10-1,AMI:26E07-ETESAM-Samedi-000,AMI:7286405-26E07-ETESAM-Samedi-000,Retour,,1,,AMI:shp_3_8,0,0
AMI:10-1,AMI:26E07-ETESAM-Samedi-000,AMI:7286406-26E07-ETESAM-Samedi-000,Retour,,1,,AMI:shp_3_8,0,0
AMI:10-1,AMI:26E07-ETESAM-Samedi-000,AMI:7286407-26E07-ETESAM-Samedi-000,Retour,,1,,AMI:shp_3_8,0,0
AMI:10-1,AMI:26E07-ETESAM-Samedi-000,AMI:7286408-26E07-ETESAM-Samedi-000,Retour,,1,,AMI:shp_3_8,0,0
AMI:10-1,AMI:26E07-ETESAM-Samedi-000,AMI:7286409-26E07-ETESAM-Samedi-000,Retour,,1,,AMI:shp_3_8,0,0
AMI:10-1,AMI:26E07-ETESAM-Samedi-000,AMI:7286410-26E07-ETESAM-Samedi-000,Retour,,1,,AMI:shp_3_8,0,0
AMI:10-1,AMI:26E07-ETESAM-Samedi-000,AMI:7286411-26E07-ETESAM-Samedi-000,Retour,,1,,AMI:shp_3_8,0,0
AMI:10-1,AMI:26E07-ETESAM-Samedi-000,AMI:7286412-26E07-ETESAM-Samedi-000,Retour,,1,,AMI:shp_3_8,0,0
AMI:10-1,AMI:26E07-ETESAM-Samedi-000,AMI:7286413-26E07-ETESAM-Samedi-000,Retour,,1,,AMI:shp_3_8,0,0
AMI:10-1,AMI:26E07-ETESAM-Samedi-000,AMI:7286414-26E07-ETESAM-Samedi-000,Retour,,1,,AMI:shp_3_8,0,0
AMI:10-1,AMI:26E07-ETESAM-Samedi-000,AMI:7286415-26E07-ETESAM-Samedi-000,Retour,,1,,AMI:shp_3_8,0,0
AMI:10-1,AMI:26E07-ETESAM-Samedi-000,AMI:7286416-26E07-ETESAM-Samedi-000,Retour,,1,,AMI:shp_3_8,0,0
AMI:10-1,AMI:26E07-ETESAM-Samedi-000,AMI:7286417-26E07-ETESAM-Samedi-000,Retour,,1,,AMI:shp_3_8,0,0
AMI:13-1,AMI:26E07-ETESAM-Samedi-000,AMI:7286492-26E07-ETESAM-Samedi-000,Aller,,0,,AMI:shp_3_14,0,0
AMI:13-1,AMI:26E07-ETESAM-Samedi-000,AMI:7286493-26E07-ETESAM-Samedi-000,Aller,,0,,AMI:shp_3_14,0,0
AMI:13-1,AMI:26E07-ETESAM-Samedi-000,AMI:7286494-26E07-ETESAM-Samedi-000,Aller,,0,,AMI:shp_3_14,0,0
AMI:13-1,AMI:26E07-ETESAM-Samedi-000,AMI:7286495-26E07-ETESAM-Samedi-000,Aller,,0,,AMI:shp_3_14,0,0
AMI:13-1,AMI:26E07-ETESAM-Samedi-000,AMI:7286496-26E07-ETESAM-Samedi-000,Aller,,0,,AMI:shp_3_14,0,0
AMI:13-1,AMI:26E07-ETESAM-Samedi-000,AMI:7286497-26E07-ETESAM-Samedi-000,Aller,,0,,AMI:shp_3_14,0,0
AMI:13-1,AMI:26E07-ETESAM-Samedi-000,AMI:7286498-26E07-ETESAM-Samedi-000,Aller,,0,,AMI:shp_3_14,0,0
AMI:13-1,AMI:26E07-ETESAM-Samedi-000,AMI:7286499-26E07-ETESAM-Samedi-000,Aller,,0,,AMI:shp_3_14,0,0
AMI:13-1,AMI:26E07-ETESAM-Samedi-000,AMI:7286500-26E07-ETESAM-Samedi-000,Aller,,0,,AMI:shp_3_14,0,0
AMI:13-1,AMI:26E07-ETESAM-Samedi-000,AMI:7286501-26E07-ETESAM-Samedi-000,Aller,,0,,AMI:shp_3_14,0,0
AMI:13-1,AMI:26E07-ETESAM-Samedi-000,AMI:7286502-26E07-ETESAM-Samedi-000,Aller,,0,,AMI:shp_3_14,0,0
AMI:13-1,AMI:26E07-ETESAM-Samedi-000,AMI:7286503-26E07-ETESAM-Samedi-000,Aller,,0,,AMI:shp_3_14,0,0
AMI:13-1,AMI:26E07-ETESAM-Samedi-000,AMI:7286504-26E07-ETESAM-Samedi-000,Aller,,0,,AMI:shp_3_14,0,0
AMI:13-1,AMI:26E07-ETESAM-Samedi-000,AMI:7286505-26E07-ETESAM-Samedi-000,Aller,,0,,AMI:shp_3_14,0,0
AMI:13-1,AMI:26E07-ETESAM-Samedi-000,AMI:7286506-26E07-ETESAM-Samedi-000,Aller,,0,,AMI:shp_3_14,0,0
AMI:13-1,AMI:26E07-ETESAM-Samedi-000,AMI:7286507-26E07-ETESAM-Samedi-000,Retour,,1,,AMI:shp_3_3,0,0
AMI:13-1,AMI:26E07-ETESAM-Samedi-000,AMI:7286508-26E07-ETESAM-Samedi-000,Retour,,1,,AMI:shp_3_3,0,0
AMI:13-1,AMI:26E07-ETESAM-Samedi-000,AMI:7286509-26E07-ETESAM-Samedi-000,Retour,,1,,AMI:shp_3_3,0,0
AMI:13-1,AMI:26E07-ETESAM-Samedi-000,AMI:7286510-26E07-ETESAM-Samedi-000,Retour,,1,,AMI:shp_3_3,0,0
AMI:13-1,AMI:26E07-ETESAM-Samedi-000,AMI:7286511-26E07-ETESAM-Samedi-000,Retour,,1,,AMI:shp_3_3,0,0
AMI:13-1,AMI:26E07-ETESAM-Samedi-000,AMI:7286512-26E07-ETESAM-Samedi-000,Retour,,1,,AMI:shp_3_3,0,0
AMI:13-1,AMI:26E07-ETESAM-Samedi-000,AMI:7286513-26E07-ETESAM-Samedi-000,Retour,,1,,AMI:shp_3_3,0,0
AMI:13-1,AMI:26E07-ETESAM-Samedi-000,AMI:7286514-26E07-ETESAM-Samedi-000,Retour,,1,,AMI:shp_3_3,0,0
AMI:13-1,AMI:26E07-ETESAM-Samedi-000,AMI:7286515-26E07-ETESAM-Samedi-000,Retour,,1,,AMI:shp_3_3,0,0
AMI:13-1,AMI:26E07-ETESAM-Samedi-000,AMI:7286516-26E07-ETESAM-Samedi-000,Retour,,1,,AMI:shp_3_3,0,0
AMI:13-1,AMI:26E07-ETESAM-Samedi-000,AMI:7286517-26E07-ETESAM-Samedi-000,Retour,,1,,AMI:shp_3_3,0,0
AMI:13-1,AMI:26E07-ETESAM-Samedi-000,AMI:7286518-26E07-ETESAM-Samedi-000,Retour,,1,,AMI:shp_3_3,0,0
AMI:13-1,AMI:26E07-ETESAM-Samedi-000,AMI:7286519-26E07-ETESAM-Samedi-000,Retour,,1,,AMI:shp_3_3,0,0
AMI:13-1,AMI:26E07-ETESAM-Samedi-000,AMI:7286520-26E07-ETESAM-Samedi-000,Retour,,1,,AMI:shp_3_3,0,0
AMI:13-1,AMI:26E07-ETESAM-Samedi-000,AMI:7286521-26E07-ETESAM-Samedi-000,Retour,,1,,AMI:shp_3_3,0,0
AMI:11-1,AMI:26E07-ETESAM-Samedi-000,AMI:7286825-26E07-ETESAM-Samedi-000,Aller,,0,,AMI:shp_3_28,0,0
AMI:11-1,AMI:26E07-ETESAM-Samedi-000,AMI:7286826-26E07-ETESAM-Samedi-000,Aller,,0,,AMI:shp_3_28,0,0
AMI:11-1,AMI:26E07-ETESAM-Samedi-000,AMI:7286827-26E07-ETESAM-Samedi-000,Aller,,0,,AMI:shp_3_28,0,0
AMI:11-1,AMI:26E07-ETESAM-Samedi-000,AMI:7286828-26E07-ETESAM-Samedi-000,Aller,,0,,AMI:shp_3_28,0,0
AMI:11-1,AMI:26E07-ETESAM-Samedi-000,AMI:7286829-26E07-ETESAM-Samedi-000,Aller,,0,,AMI:shp_3_28,0,0
AMI:11-1,AMI:26E07-ETESAM-Samedi-000,AMI:7286830-26E07-ETESAM-Samedi-000,Aller,,0,,AMI:shp_3_28,0,0
AMI:11-1,AMI:26E07-ETESAM-Samedi-000,AMI:7286831-26E07-ETESAM-Samedi-000,Aller,,0,,AMI:shp_3_28,0,0
AMI:11-1,AMI:26E07-ETESAM-Samedi-000,AMI:7286832-26E07-ETESAM-Samedi-000,Aller,,0,,AMI:shp_3_28,0,0
AMI:11-1,AMI:26E07-ETESAM-Samedi-000,AMI:7286833-26E07-ETESAM-Samedi-000,Aller,,0,,AMI:shp_3_28,0,0
AMI:11-1,AMI:26E07-ETESAM-Samedi-000,AMI:7286834-26E07-ETESAM-Samedi-000,Aller,,0,,AMI:shp_3_28,0,0
AMI:11-1,AMI:26E07-ETESAM-Samedi-000,AMI:7286835-26E07-ETESAM-Samedi-000,Retour,,1,,AMI:shp_3_51,0,0
AMI:11-1,AMI:26E07-ETESAM-Samedi-000,AMI:7286836-26E07-ETESAM-Samedi-000,Retour,,1,,AMI:shp_3_51,0,0
AMI:11-1,AMI:26E07-ETESAM-Samedi-000,AMI:7286837-26E07-ETESAM-Samedi-000,Retour,,1,,AMI:shp_3_51,0,0
AMI:11-1,AMI:26E07-ETESAM-Samedi-000,AMI:7286838-26E07-ETESAM-Samedi-000,Retour,,1,,AMI:shp_3_51,0,0
AMI:11-1,AMI:26E07-ETESAM-Samedi-000,AMI:7286839-26E07-ETESAM-Samedi-000,Retour,,1,,AMI:shp_3_51,0,0
AMI:11-1,AMI:26E07-ETESAM-Samedi-000,AMI:7286840-26E07-ETESAM-Samedi-000,Retour,,1,,AMI:shp_3_51,0,0
AMI:11-1,AMI:26E07-ETESAM-Samedi-000,AMI:7286841-26E07-ETESAM-Samedi-000,Retour,,1,,AMI:shp_3_51,0,0
AMI:11-1,AMI:26E07-ETESAM-Samedi-000,AMI:7286842-26E07-ETESAM-Samedi-000,Retour,,1,,AMI:shp_3_51,0,0
AMI:11-1,AMI:26E07-ETESAM-Samedi-000,AMI:7286843-26E07-ETESAM-Samedi-000,Retour,,1,,AMI:shp_3_51,0,0
AMI:11-1,AMI:26E07-ETESAM-Samedi-000,AMI:7286844-26E07-ETESAM-Samedi-000,Retour,,1,,AMI:shp_3_51,0,0
AMI:12-1,AMI:26E07-ETESAM-Samedi-000,AMI:7286887-26E07-ETESAM-Samedi-000,Aller,,0,,AMI:shp_3_4,0,0
AMI:12-1,AMI:26E07-ETESAM-Samedi-000,AMI:7286888-26E07-ETESAM-Samedi-000,Aller,,0,,AMI:shp_3_4,0,0
AMI:12-1,AMI:26E07-ETESAM-Samedi-000,AMI:7286889-26E07-ETESAM-Samedi-000,Aller,,0,,AMI:shp_3_4,0,0
AMI:12-1,AMI:26E07-ETESAM-Samedi-000,AMI:7286890-26E07-ETESAM-Samedi-000,Aller,,0,,AMI:shp_3_4,0,0
AMI:12-1,AMI:26E07-ETESAM-Samedi-000,AMI:7286891-26E07-ETESAM-Samedi-000,Aller,,0,,AMI:shp_3_4,0,0
AMI:12-1,AMI:26E07-ETESAM-Samedi-000,AMI:7286892-26E07-ETESAM-Samedi-000,Aller,,0,,AMI:shp_3_4,0,0
AMI:12-1,AMI:26E07-ETESAM-Samedi-000,AMI:7286893-26E07-ETESAM-Samedi-000,Aller,,0,,AMI:shp_3_4,0,0
AMI:12-1,AMI:26E07-ETESAM-Samedi-000,AMI:7286894-26E07-ETESAM-Samedi-000,Aller,,0,,AMI:shp_3_5,0,0
AMI:12-1,AMI:26E07-ETESAM-Samedi-000,AMI:7286895-26E07-ETESAM-Samedi-000,Retour,,1,,AMI:shp_3_52,0,0
AMI:12-1,AMI:26E07-ETESAM-Samedi-000,AMI:7286896-26E07-ETESAM-Samedi-000,Retour,,1,,AMI:shp_3_53,0,0
AMI:12-1,AMI:26E07-ETESAM-Samedi-000,AMI:7286897-26E07-ETESAM-Samedi-000,Retour,,1,,AMI:shp_3_53,0,0
AMI:L-1,AMI:26E07-ETESAM-Samedi-000,AMI:7282149-26E07-ETESAM-Samedi-000,Aller,,0,,AMI:shp_3_46,0,0
AMI:12-1,AMI:26E07-ETESAM-Samedi-000,AMI:7286899-26E07-ETESAM-Samedi-000,Retour,,1,,AMI:shp_3_53,0,0
AMI:12-1,AMI:26E07-ETESAM-Samedi-000,AMI:7286900-26E07-ETESAM-Samedi-000,Retour,,1,,AMI:shp_3_53,0,0
AMI:12-1,AMI:26E07-ETESAM-Samedi-000,AMI:7286901-26E07-ETESAM-Samedi-000,Retour,,1,,AMI:shp_3_53,0,0
AMI:12-1,AMI:26E07-ETESAM-Samedi-000,AMI:7286902-26E07-ETESAM-Samedi-000,Retour,,1,,AMI:shp_3_53,0,0
AMI:15-1,AMI:26E07-ETESAM-Samedi-000,AMI:7286992-26E07-ETESAM-Samedi-000,Aller,,0,,AMI:shp_3_19,0,0
AMI:15-1,AMI:26E07-ETESAM-Samedi-000,AMI:7286993-26E07-ETESAM-Samedi-000,Aller,,0,,AMI:shp_3_19,0,0
AMI:15-1,AMI:26E07-ETESAM-Samedi-000,AMI:7286994-26E07-ETESAM-Samedi-000,Aller,,0,,AMI:shp_3_19,0,0
AMI:15-1,AMI:26E07-ETESAM-Samedi-000,AMI:7286995-26E07-ETESAM-Samedi-000,Aller,,0,,AMI:shp_3_19,0,0
AMI:15-1,AMI:26E07-ETESAM-Samedi-000,AMI:7286996-26E07-ETESAM-Samedi-000,Aller,,0,,AMI:shp_3_19,0,0
AMI:15-1,AMI:26E07-ETESAM-Samedi-000,AMI:7286997-26E07-ETESAM-Samedi-000,Aller,,0,,AMI:shp_3_19,0,0
AMI:15-1,AMI:26E07-ETESAM-Samedi-000,AMI:7286998-26E07-ETESAM-Samedi-000,Aller,,0,,AMI:shp_3_19,0,0
AMI:15-1,AMI:26E07-ETESAM-Samedi-000,AMI:7286999-26E07-ETESAM-Samedi-000,Aller,,0,,AMI:shp_3_19,0,0
AMI:15-1,AMI:26E07-ETESAM-Samedi-000,AMI:7287000-26E07-ETESAM-Samedi-000,Aller,,0,,AMI:shp_3_19,0,0
AMI:15-1,AMI:26E07-ETESAM-Samedi-000,AMI:7287001-26E07-ETESAM-Samedi-000,Aller,,0,,AMI:shp_3_19,0,0
AMI:15-1,AMI:26E07-ETESAM-Samedi-000,AMI:7287002-26E07-ETESAM-Samedi-000,Aller,,0,,AMI:shp_3_19,0,0
AMI:15-1,AMI:26E07-ETESAM-Samedi-000,AMI:7287003-26E07-ETESAM-Samedi-000,Aller,,0,,AMI:shp_3_19,0,0
AMI:15-1,AMI:26E07-ETESAM-Samedi-000,AMI:7287004-26E07-ETESAM-Samedi-000,Aller,,0,,AMI:shp_3_19,0,0
AMI:15-1,AMI:26E07-ETESAM-Samedi-000,AMI:7287005-26E07-ETESAM-Samedi-000,Retour,,1,,AMI:shp_3_24,0,0
AMI:15-1,AMI:26E07-ETESAM-Samedi-000,AMI:7287006-26E07-ETESAM-Samedi-000,Retour,,1,,AMI:shp_3_24,0,0
AMI:15-1,AMI:26E07-ETESAM-Samedi-000,AMI:7287007-26E07-ETESAM-Samedi-000,Retour,,1,,AMI:shp_3_24,0,0
AMI:15-1,AMI:26E07-ETESAM-Samedi-000,AMI:7287008-26E07-ETESAM-Samedi-000,Retour,,1,,AMI:shp_3_24,0,0
AMI:15-1,AMI:26E07-ETESAM-Samedi-000,AMI:7287009-26E07-ETESAM-Samedi-000,Retour,,1,,AMI:shp_3_24,0,0
AMI:15-1,AMI:26E07-ETESAM-Samedi-000,AMI:7287010-26E07-ETESAM-Samedi-000,Retour,,1,,AMI:shp_3_24,0,0
AMI:15-1,AMI:26E07-ETESAM-Samedi-000,AMI:7287011-26E07-ETESAM-Samedi-000,Retour,,1,,AMI:shp_3_24,0,0
AMI:15-1,AMI:26E07-ETESAM-Samedi-000,AMI:7287012-26E07-ETESAM-Samedi-000,Retour,,1,,AMI:shp_3_24,0,0
AMI:15-1,AMI:26E07-ETESAM-Samedi-000,AMI:7287013-26E07-ETESAM-Samedi-000,Retour,,1,,AMI:shp_3_24,0,0
AMI:15-1,AMI:26E07-ETESAM-Samedi-000,AMI:7287014-26E07-ETESAM-Samedi-000,Retour,,1,,AMI:shp_3_24,0,0
AMI:15-1,AMI:26E07-ETESAM-Samedi-000,AMI:7287015-26E07-ETESAM-Samedi-000,Retour,,1,,AMI:shp_3_24,0,0
AMI:15-1,AMI:26E07-ETESAM-Samedi-000,AMI:7287016-26E07-ETESAM-Samedi-000,Retour,,1,,AMI:shp_3_24,0,0
AMI:16-1,AMI:26E07-ETESAM-Samedi-000,AMI:7287087-26E07-ETESAM-Samedi-000,Aller,,0,,AMI:shp_3_22,0,0
AMI:16-1,AMI:26E07-ETESAM-Samedi-000,AMI:7287088-26E07-ETESAM-Samedi-000,Aller,,0,,AMI:shp_3_22,0,0
AMI:16-1,AMI:26E07-ETESAM-Samedi-000,AMI:7287089-26E07-ETESAM-Samedi-000,Aller,,0,,AMI:shp_3_22,0,0
AMI:16-1,AMI:26E07-ETESAM-Samedi-000,AMI:7287090-26E07-ETESAM-Samedi-000,Aller,,0,,AMI:shp_3_22,0,0
AMI:16-1,AMI:26E07-ETESAM-Samedi-000,AMI:7287091-26E07-ETESAM-Samedi-000,Aller,,0,,AMI:shp_3_22,0,0
AMI:16-1,AMI:26E07-ETESAM-Samedi-000,AMI:7287092-26E07-ETESAM-Samedi-000,Aller,,0,,AMI:shp_3_22,0,0
AMI:16-1,AMI:26E07-ETESAM-Samedi-000,AMI:7287093-26E07-ETESAM-Samedi-000,Aller,,0,,AMI:shp_3_22,0,0
AMI:16-1,AMI:26E07-ETESAM-Samedi-000,AMI:7287094-26E07-ETESAM-Samedi-000,Aller,,0,,AMI:shp_3_22,0,0
AMI:16-1,AMI:26E07-ETESAM-Samedi-000,AMI:7287095-26E07-ETESAM-Samedi-000,Aller,,0,,AMI:shp_3_22,0,0
AMI:16-1,AMI:26E07-ETESAM-Samedi-000,AMI:7287096-26E07-ETESAM-Samedi-000,Retour,,1,,AMI:shp_3_50,0,0
AMI:16-1,AMI:26E07-ETESAM-Samedi-000,AMI:7287097-26E07-ETESAM-Samedi-000,Retour,,1,,AMI:shp_3_50,0,0
AMI:16-1,AMI:26E07-ETESAM-Samedi-000,AMI:7287098-26E07-ETESAM-Samedi-000,Retour,,1,,AMI:shp_3_50,0,0
AMI:16-1,AMI:26E07-ETESAM-Samedi-000,AMI:7287099-26E07-ETESAM-Samedi-000,Retour,,1,,AMI:shp_3_50,0,0
AMI:16-1,AMI:26E07-ETESAM-Samedi-000,AMI:7287100-26E07-ETESAM-Samedi-000,Retour,,1,,AMI:shp_3_50,0,0
AMI:16-1,AMI:26E07-ETESAM-Samedi-000,AMI:7287101-26E07-ETESAM-Samedi-000,Retour,,1,,AMI:shp_3_50,0,0
AMI:16-1,AMI:26E07-ETESAM-Samedi-000,AMI:7287102-26E07-ETESAM-Samedi-000,Retour,,1,,AMI:shp_3_50,0,0
AMI:16-1,AMI:26E07-ETESAM-Samedi-000,AMI:7287103-26E07-ETESAM-Samedi-000,Retour,,1,,AMI:shp_3_50,0,0
AMI:16-1,AMI:26E07-ETESAM-Samedi-000,AMI:7287104-26E07-ETESAM-Samedi-000,Retour,,1,,AMI:shp_3_50,0,0
AMI:CDV-1,AMI:26E07-ETESAM-Samedi-000,AMI:7287174-26E07-ETESAM-Samedi-000,Aller,,0,,AMI:shp_3_20,0,0
AMI:CDV-1,AMI:26E07-ETESAM-Samedi-000,AMI:7287175-26E07-ETESAM-Samedi-000,Aller,,0,,AMI:shp_3_20,0,0
AMI:CDV-1,AMI:26E07-ETESAM-Samedi-000,AMI:7287176-26E07-ETESAM-Samedi-000,Aller,,0,,AMI:shp_3_20,0,0
AMI:CDV-1,AMI:26E07-ETESAM-Samedi-000,AMI:7287177-26E07-ETESAM-Samedi-000,Aller,,0,,AMI:shp_3_20,0,0
AMI:CDV-1,AMI:26E07-ETESAM-Samedi-000,AMI:7287178-26E07-ETESAM-Samedi-000,Aller,,0,,AMI:shp_3_20,0,0
AMI:CDV-1,AMI:26E07-ETESAM-Samedi-000,AMI:7287179-26E07-ETESAM-Samedi-000,Aller,,0,,AMI:shp_3_20,0,0
AMI:CDV-1,AMI:26E07-ETESAM-Samedi-000,AMI:7287180-26E07-ETESAM-Samedi-000,Aller,,0,,AMI:shp_3_20,0,0
AMI:CDV-1,AMI:26E07-ETESAM-Samedi-000,AMI:7287181-26E07-ETESAM-Samedi-000,Aller,,0,,AMI:shp_3_20,0,0
AMI:CDV-1,AMI:26E07-ETESAM-Samedi-000,AMI:7287182-26E07-ETESAM-Samedi-000,Aller,,0,,AMI:shp_3_20,0,0
AMI:CDV-1,AMI:26E07-ETESAM-Samedi-000,AMI:7287183-26E07-ETESAM-Samedi-000,Aller,,0,,AMI:shp_3_20,0,0
AMI:CDV-1,AMI:26E07-ETESAM-Samedi-000,AMI:7287184-26E07-ETESAM-Samedi-000,Aller,,0,,AMI:shp_3_20,0,0
AMI:CDV-1,AMI:26E07-ETESAM-Samedi-000,AMI:7287185-26E07-ETESAM-Samedi-000,Aller,,0,,AMI:shp_3_20,0,0
AMI:CDV-1,AMI:26E07-ETESAM-Samedi-000,AMI:7287186-26E07-ETESAM-Samedi-000,Aller,,0,,AMI:shp_3_20,0,0
AMI:CDV-1,AMI:26E07-ETESAM-Samedi-000,AMI:7287187-26E07-ETESAM-Samedi-000,Aller,,0,,AMI:shp_3_20,0,0
AMI:CDV-1,AMI:26E07-ETESAM-Samedi-000,AMI:7287188-26E07-ETESAM-Samedi-000,Aller,,0,,AMI:shp_3_20,0,0
AMI:CDV-1,AMI:26E07-ETESAM-Samedi-000,AMI:7287189-26E07-ETESAM-Samedi-000,Aller,,0,,AMI:shp_3_20,0,0
AMI:CDV-1,AMI:26E07-ETESAM-Samedi-000,AMI:7287190-26E07-ETESAM-Samedi-000,Aller,,0,,AMI:shp_3_20,0,0
AMI:CDV-1,AMI:26E07-ETESAM-Samedi-000,AMI:7287191-26E07-ETESAM-Samedi-000,Aller,,0,,AMI:shp_3_20,0,0
AMI:CDV-1,AMI:26E07-ETESAM-Samedi-000,AMI:7287192-26E07-ETESAM-Samedi-000,Aller,,0,,AMI:shp_3_20,0,0
AMI:CDV-1,AMI:26E07-ETESAM-Samedi-000,AMI:7287193-26E07-ETESAM-Samedi-000,Aller,,0,,AMI:shp_3_20,0,0
AMI:NAM1-1,AMI:26E07-ETESAM-Samedi-000,AMI:7289891-26E07-ETESAM-Samedi-000,Aller,,0,,AMI:shp_3_1,0,0
AMI:NAM1-1,AMI:26E07-ETESAM-Samedi-000,AMI:7289892-26E07-ETESAM-Samedi-000,Aller,,0,,AMI:shp_3_1,0,0
AMI:NAM1-1,AMI:26E07-ETESAM-Samedi-000,AMI:7289893-26E07-ETESAM-Samedi-000,Retour,,1,,AMI:shp_3_23,0,0
AMI:NAM1-1,AMI:26E07-ETESAM-Samedi-000,AMI:7289894-26E07-ETESAM-Samedi-000,Retour,,1,,AMI:shp_3_23,0,0
AMI:NAM2-1,AMI:26E07-ETESAM-Samedi-000,AMI:7289902-26E07-ETESAM-Samedi-000,Aller,,0,,AMI:shp_3_29,0,0
AMI:NAM2-1,AMI:26E07-ETESAM-Samedi-000,AMI:7289903-26E07-ETESAM-Samedi-000,Aller,,0,,AMI:shp_3_29,0,0
AMI:NAM2-1,AMI:26E07-ETESAM-Samedi-000,AMI:7289904-26E07-ETESAM-Samedi-000,Retour,,1,,AMI:shp_3_21,0,0
AMI:12-1,AMI:26E07-ETESAM-Samedi-000,AMI:7286898-26E07-ETESAM-Samedi-000,Retour,,1,,AMI:shp_3_53,0,0
AMI:NAM2-1,AMI:26E07-ETESAM-Samedi-000,AMI:7289905-26E07-ETESAM-Samedi-000,Retour,,1,,AMI:shp_3_21,0,0
AMI:L-1,AMI:26E07-ETESAM-Samedi-000,AMI:7282151-26E07-ETESAM-Samedi-000,Aller,,0,,AMI:shp_3_46,0,0
AMI:L-1,AMI:26E07-ETESAM-Samedi-000,AMI:7282152-26E07-ETESAM-Samedi-000,Aller,,0,,AMI:shp_3_46,0,0
AMI:L-1,AMI:26E07-ETESAM-Samedi-000,AMI:7282153-26E07-ETESAM-Samedi-000,Aller,,0,,AMI:shp_3_46,0,0
AMI:L-1,AMI:26E07-ETESAM-Samedi-000,AMI:7282154-26E07-ETESAM-Samedi-000,Aller,,0,,AMI:shp_3_9,0,0
AMI:L-1,AMI:26E07-ETESAM-Samedi-000,AMI:7282155-26E07-ETESAM-Samedi-000,Aller,,0,,AMI:shp_3_9,0,0
AMI:L-1,AMI:26E07-ETESAM-Samedi-000,AMI:7282156-26E07-ETESAM-Samedi-000,Aller,,0,,AMI:shp_3_9,0,0
AMI:L-1,AMI:26E07-ETESAM-Samedi-000,AMI:7282157-26E07-ETESAM-Samedi-000,Aller,,0,,AMI:shp_3_9,0,0
AMI:L-1,AMI:26E07-ETESAM-Samedi-000,AMI:7282158-26E07-ETESAM-Samedi-000,Aller,,0,,AMI:shp_3_9,0,0
AMI:L-1,AMI:26E07-ETESAM-Samedi-000,AMI:7282159-26E07-ETESAM-Samedi-000,Aller,,0,,AMI:shp_3_9,0,0
AMI:L-1,AMI:26E07-ETESAM-Samedi-000,AMI:7282160-26E07-ETESAM-Samedi-000,Aller,,0,,AMI:shp_3_9,0,0
AMI:L-1,AMI:26E07-ETESAM-Samedi-000,AMI:7282161-26E07-ETESAM-Samedi-000,Aller,,0,,AMI:shp_3_9,0,0
AMI:L-1,AMI:26E07-ETESAM-Samedi-000,AMI:7282162-26E07-ETESAM-Samedi-000,Aller,,0,,AMI:shp_3_9,0,0
AMI:L-1,AMI:26E07-ETESAM-Samedi-000,AMI:7282163-26E07-ETESAM-Samedi-000,Aller,,0,,AMI:shp_3_9,0,0
AMI:L-1,AMI:26E07-ETESAM-Samedi-000,AMI:7282164-26E07-ETESAM-Samedi-000,Aller,,0,,AMI:shp_3_9,0,0
