stop_id,stop_code,stop_name,stop_desc,stop_lon,stop_lat,zone_id,stop_url,location_type,parent_station,stop_timezone,level_id,wheelchair_boarding,platform_code
AMI:SP:DONJON,,Donjon,,2.313117,49.945794,,,0,AMI:SA:place_DONJ,,,0,
AMI:SP:DURYM3,,Dury,,2.269481,49.846172,,,0,AMI:SA:place_DURY,,,0,
AMI:SP:EBEAU1,,Mairie de Pont-de-Metz,,2.243285,49.880929,,,0,AMI:SA:place_EBEA,,,0,
AMI:SP:EBEAU2,,Mairie de Pont-de-Metz,,2.243977,49.882222,,,0,AMI:SA:place_EBEA,,,0,
AMI:SP:ECAUV1,,Ernest Cauvin,,2.239873,49.863355,,,0,AMI:SA:place_ECAU,,,0,
AMI:SP:ECAUV2,,Ernest Cauvin,,2.239845,49.863185,,,0,AMI:SA:place_ECAU,,,0,
AMI:SP:ECMAU1,,Ecole St-Maurice,,2.29116,49.903034,,,0,AMI:SA:place_ECMA,,,0,
AMI:SP:ECMAU2,,Ecole St-Maurice,,2.290479,49.90324,,,0,AMI:SA:place_ECMA,,,0,
AMI:SP:EDMARQ,,Edmond Marquis,,2.345287,49.887052,,,0,AMI:SA:place_EDMA,,,0,
AMI:SP:EGJEA1,,Eglise Petit St-Jean,,2.263367,49.887703,,,0,AMI:SA:place_EGSJ,,,0,
AMI:SP:EGJEA2,,Eglise Petit St-Jean,,2.263509,49.887695,,,0,AMI:SA:place_EGSJ,,,0,
AMI:SP:EGREN1,,Eglise Renancourt,,2.25965,49.894443,,,0,AMI:SA:place_EGRE,,,0,
AMI:SP:EGREN2,,Eglise Renancourt,,2.25897,49.89426,,,0,AMI:SA:place_EGRE,,,0,
AMI:SP:ETOUVN2,,Etouvie quai B,,2.245879,49.914025,,,0,AMI:SA:place_ETO,,,0,
AMI:SP:EXUPE2,,Saint-Exupery,,2.305591,49.877675,,,0,AMI:SA:place_STEX,,,0,
AMI:SP:FALAI1,,La Falaise,,2.285248,49.907063,,,0,AMI:SA:place_FALA,,,0,
AMI:SP:FALAI2,,La Falaise,,2.285596,49.90665,,,0,AMI:SA:place_FALA,,,0,
AMI:SP:FORCE1,,Forceville,,2.283478,49.8845,,,0,AMI:SA:place_FORC,,,0,
AMI:SP:FORCE2,,Forceville,,2.284215,49.884841,,,0,AMI:SA:place_FORC,,,0,
AMI:SP:FRANC1,,Francfort,,2.261285,49.895172,,,0,AMI:SA:place_FRANC,,,0,
AMI:SP:FRANC2,,Francfort,,2.261715,49.895505,,,0,AMI:SA:place_FRANC,,,0,
AMI:SP:FRIANN1,,Friant,,2.277996,49.889946,,,0,AMI:SA:place_FRIA,,,0,
AMI:SP:GAMBI1,,Gambier,,2.351028,49.886073,,,0,AMI:SA:place_GAMB,,,0,
AMI:SP:GAMBI2,,Gambier,,2.351291,49.88607,,,0,AMI:SA:place_GAMB,,,0,
AMI:SP:GARENA,,Gare du Nord quai A,,2.306681,49.890541,,,0,AMI:SA:place_GDN,,,0,
AMI:SP:GARENB,,Gare du Nord quai B,,2.307153,49.89038,,,0,AMI:SA:place_GDN,,,0,
AMI:SP:GBEAUN1,,Georges Beauvais,,2.28963,49.873818,,,0,AMI:SA:place_GBEA,,,0,
AMI:SP:GBEAUN2,,Georges Beauvais,,2.289227,49.87389,,,0,AMI:SA:place_GBEA,,,0,
AMI:SP:GFOY1,,Général Foy,,2.283793,49.891939,,,0,AMI:SA:place_GFOY,,,0,
AMI:SP:GFOY2,,Général Foy,,2.283405,49.891321,,,0,AMI:SA:place_GFOY,,,0,
AMI:SP:GLECL1,,Général Leclerc,,2.396198,49.846877,,,0,AMI:SA:place_GLEC,,,0,
AMI:SP:GLECL2,,Général Leclerc,,2.396059,49.846823,,,0,AMI:SA:place_GLEC,,,0,
AMI:SP:GMOCQN1,,La Tourelle,,2.339742,49.895744,,,0,AMI:SA:place_LATO,,,0,
AMI:SP:GMOCQN2,,La Tourelle,,2.33959,49.895842,,,0,AMI:SA:place_LATO,,,0,
AMI:SP:GOLF1,,Golf,,2.259729,49.867273,,,0,AMI:SA:place_GOLF,,,0,
AMI:SP:GOLF2,,Golf,,2.259183,49.866864,,,0,AMI:SA:place_GOLF,,,0,
AMI:SP:GORLIN1,,Görlitz quai C,,2.318959,49.871348,,,0,AMI:SA:place_GOR,,,0,
AMI:SP:GRACE1,,Rue de Grâce,,2.251417,49.911542,,,0,AMI:SA:place_GRAC,,,0,
AMI:SP:GRACE2,,Rue de Grâce,,2.251926,49.911578,,,0,AMI:SA:place_GRAC,,,0,
AMI:SP:GRENO2,,La Grenouillère,,2.233019,49.859542,,,0,AMI:SA:place_GREN,,,0,
AMI:SP:HBARB1,,Henri Barbusse,,2.356562,49.887341,,,0,AMI:SA:place_HBAR,,,0,
AMI:SP:HBARB2,,Henri Barbusse,,2.357031,49.887329,,,0,AMI:SA:place_HBAR,,,0,
AMI:SP:HGREM1,,Henri Grémont,,2.247286,49.873498,,,0,AMI:SA:place_HGRE,,,0,
AMI:SP:HGREM2,,Henri Grémont,,2.246342,49.872976,,,0,AMI:SA:place_HGRE,,,0,
AMI:SP:HIMPON1,,Hôtel des Impôts,,2.311995,49.878736,,,0,AMI:SA:place_HIMP,,,0,
AMI:SP:HIMPON2,,Hôtel des Impôts,,2.312023,49.878897,,,0,AMI:SA:place_HIMP,,,0,
AMI:SP:HONOR1,,Saint-Honoré,,2.287983,49.887359,,,0,AMI:SA:place_STHO,,,0,
AMI:SP:HONOR2,,Saint-Honoré,,2.288047,49.887366,,,0,AMI:SA:place_STHO,,,0,
AMI:SP:HPLSU1,,Siberchicot,,2.256767,49.878056,,,0,AMI:SA:place_HSUD,,,0,
AMI:SP:HPLSU7,,Siberchicot,,2.256892,49.878586,,,0,AMI:SA:place_HSUD,,,0,
AMI:SP:HPSDEN3,,Laënnec quai C,,2.256153,49.871412,,,0,AMI:SA:place_HSE,,,0,
AMI:SP:IDEFLE,,Irénée Deflesselle,,2.310862,49.947553,,,0,AMI:SA:place_IDEF,,,0,
AMI:SP:ILOT1,,Ilôt Saint-Maurice,,2.284495,49.909065,,,0,AMI:SA:place_ILOT,,,0,
AMI:SP:ILOT2,,Ilôt Saint-Maurice,,2.284397,49.909478,,,0,AMI:SA:place_ILOT,,,0,
AMI:SP:JCATEL1,,Jean Catelas,,2.237898,49.857778,,,0,AMI:SA:place_JCAT,,,0,
AMI:SP:JMOUL1,,Jean Moulin,,2.269218,49.876744,,,0,AMI:SA:place_JMOU,,,0,
AMI:SP:JMOUL2,,Jean Moulin,,2.269537,49.876879,,,0,AMI:SA:place_JMOU,,,0,
AMI:SP:LESCO1,,Lescouvé,,2.271716,49.889773,,,0,AMI:SA:place_LESC,,,0,
AMI:SP:LESCO2,,Lescouvé,,2.271661,49.889692,,,0,AMI:SA:place_LESC,,,0,
AMI:SP:LHOTO1,,Lycée La Hotoie,,2.273304,49.897891,,,0,AMI:SA:place_LHOT,,,0,
AMI:SP:LHOTO2,,Lycée La Hotoie,,2.27318,49.897136,,,0,AMI:SA:place_LHOT,,,0,
AMI:SP:LIBERN2,,Libération quai B,,2.279501,49.887308,,,0,AMI:SA:place_LIB,,,0,
AMI:SP:LMICH1,,Louise Michel,,2.344176,49.892915,,,0,AMI:SA:place_LMIC,,,0,
AMI:SP:LMICH2,,Louise Michel,,2.342939,49.892646,,,0,AMI:SA:place_LMIC,,,0,
AMI:SP:LOCKEN1,,Hélène Lockert,,2.26747,49.885273,,,0,AMI:SA:place_LOCK,,,0,
AMI:SP:LOCKEN2,,Hélène Lockert,,2.268317,49.885426,,,0,AMI:SA:place_LOCK,,,0,
AMI:SP:LOGAREN,,Longueau SNCF,,2.351964,49.863699,,,0,AMI:SA:place_LOGA,,,0,
AMI:SP:LUZARN1,,Lycée de Luzarches,,2.321149,49.884951,,,0,AMI:SA:place_LUZA,,,0,
AMI:SP:LUZARN2,,Lycée de Luzarches,,2.320357,49.885292,,,0,AMI:SA:place_LUZA,,,0,
AMI:SP:MADEL1,,Gutenberg,,2.279261,49.915105,,,0,AMI:SA:place_MADEL,,,0,
AMI:SP:MADEL2,,Gutenberg,,2.278732,49.91541,,,0,AMI:SA:place_MADEL,,,0,
AMI:SP:MAIGU,,Guignemicourt,,2.172684,49.868771,,,0,AMI:SA:place_MAGU,,,0,
AMI:SP:MARIV1,,Marivaux,,2.324589,49.911643,,,0,AMI:SA:place_MARI,,,0,
AMI:SP:MARIV2,,Marivaux,,2.324325,49.912389,,,0,AMI:SA:place_MARI,,,0,
AMI:SP:MBARB1,,Boves M.  Barbier,,2.37601,49.848995,,,0,AMI:SA:place_MBAR,,,0,
AMI:SP:MBARB2,,Boves M.  Barbier,,2.37608,49.849004,,,0,AMI:SA:place_MBAR,,,0,
AMI:SP:MBOVE1,,Mairie de Boves,,2.391684,49.845936,,,0,AMI:SA:place_MBOV,,,0,
AMI:SP:MBOVE2,,Mairie de Boves,,2.391281,49.845847,,,0,AMI:SA:place_MBOV,,,0,
AMI:SP:MCAMO1,,Mairie de Camon,,2.344634,49.887654,,,0,AMI:SA:place_MCAM,,,0,
AMI:SP:MILLEP1,,Millepertuis,,2.256339,49.862362,,,0,AMI:SA:place_MPER,,,0,
AMI:SP:MILLEP2,,Millepertuis,,2.256213,49.862346,,,0,AMI:SA:place_MPER,,,0,
AMI:SP:MLONGN1,,Mairie de Longueau,,2.358134,49.870225,,,0,AMI:SA:place_MLON,,,0,
AMI:SP:MLONGN2,,Mairie de Longueau,,2.357551,49.870512,,,0,AMI:SA:place_MLON,,,0,
AMI:SP:MONSN1,,Mons,,2.319066,49.882661,,,0,AMI:SA:place_MONS,,,0,
AMI:SP:MONSN2,,Mons,,2.31808,49.882149,,,0,AMI:SA:place_MONS,,,0,
AMI:SP:MOUTIER1,,Moutiers,,2.248007,49.866495,,,0,AMI:SA:place_MOUT,,,0,
AMI:SP:MOUTIER2,,Moutiers,,2.247882,49.866414,,,0,AMI:SA:place_MOUT,,,0,
AMI:SP:MPOULA,,Mairie de Poulainville,,2.313652,49.946314,,,0,AMI:SA:place_MPOU,,,0,
AMI:SP:MSALE1,,Mairie de Saleux,,2.239698,49.860455,,,0,AMI:SA:place_MSAX,,,0,
AMI:SP:MSALE2,,Mairie de Saleux,,2.239753,49.860787,,,0,AMI:SA:place_MSAX,,,0,
AMI:SP:MSALO1,,Mairie de Salouël,,2.243623,49.871196,,,0,AMI:SA:place_MSAL,,,0,
AMI:SP:MSALO2,,Mairie de Salouël,,2.243345,49.871035,,,0,AMI:SA:place_MSAL,,,0,
AMI:SP:MVERS1,,Mairie de Vers-sur-Selle,,2.2309,49.84337,,,0,AMI:SA:place_MVER,,,0,
AMI:SP:MVERS2,,Mairie de Vers-sur-Selle,,2.230734,49.843064,,,0,AMI:SA:place_MVER,,,0,
AMI:SP:NAUGA1,,Numa Augaez,,2.241729,49.858679,,,0,AMI:SA:place_NUMA,,,0,
AMI:SP:NAUGA2,,Numa Augaez,,2.241355,49.858265,,,0,AMI:SA:place_NUMA,,,0,
AMI:SP:OMERDE,,Omer Détourné,,2.364244,49.919237,,,0,AMI:SA:place_OMER,,,0,
AMI:SP:ORMAIN1,,Ormaie,,2.316901,49.874768,,,0,AMI:SA:place_ORMA,,,0,
AMI:SP:ORMAIN2,,Ormaie,,2.316373,49.874993,,,0,AMI:SA:place_ORMA,,,0,
AMI:SP:PAGES1,,Pagès,,2.286659,49.88618,,,0,AMI:SA:place_PAGE,,,0,
AMI:SP:PAGES2,,Pagès,,2.286853,49.886297,,,0,AMI:SA:place_PAGE,,,0,
AMI:SP:PARACL,,Lycée du Paraclet,,2.390382,49.822107,,,0,AMI:SA:place_PARA,,,0,
AMI:SP:PASTE1,,Pasteur,,2.240672,49.866732,,,0,AMI:SA:place_PAST,,,0,
AMI:SP:PASTE2,,Pasteur,,2.240631,49.866597,,,0,AMI:SA:place_PAST,,,0,
AMI:SP:PBLANG,,Petit Blangy,,2.420853,49.868797,,,0,AMI:SA:place_PBLA,,,0,
AMI:SP:PCAGN2,,Place de Cagny,,2.341449,49.861769,,,0,AMI:SA:place_PCAG,,,0,
AMI:SP:PCAGNN3,,Place de Cagny,,2.341727,49.862272,,,0,AMI:SA:place_PCAG,,,0,
AMI:SP:PCAMON,,Petit Camon,,2.367763,49.919397,,,0,AMI:SA:place_PCAM,,,0,
AMI:SP:PCLAU1,,Paul Claudel,,2.277542,49.875213,,,0,AMI:SA:place_PACL,,,0,
AMI:SP:PCLAU2,,Paul Claudel,,2.276889,49.875078,,,0,AMI:SA:place_PACL,,,0,
AMI:SP:PICOR1,,Pierre Corneille,,2.264886,49.923402,,,0,AMI:SA:place_PICO,,,0,
AMI:SP:PICOR2,,Pierre Corneille,,2.265039,49.923366,,,0,AMI:SA:place_PICO,,,0,
AMI:SP:PJEAN1,,Petit Saint-Jean,,2.256293,49.882625,,,0,AMI:SA:place_PJEA,,,0,
AMI:SP:PJEAN2,,Petit Saint-Jean,,2.255622,49.882123,,,0,AMI:SA:place_PJEA,,,0,
AMI:SP:PKRUG1,,Krüger,,2.295873,49.902345,,,0,AMI:SA:place_PKRU,,,0,
AMI:SP:PLANG2,,Paul Langevin,,2.340979,49.89463,,,0,AMI:SA:place_PLAN,,,0,
AMI:SP:PLIBE1,,Place des Libertés,,2.346524,49.892879,,,0,AMI:SA:place_PLIB,,,0,
AMI:SP:PLIBE2,,Place des Libertés,,2.345607,49.893633,,,0,AMI:SA:place_PLIB,,,0,
AMI:SP:POLYCN1,,Pôle des Cliniques,,2.296245,49.872079,,,0,AMI:SA:place_POLY,,,0,
AMI:SP:POLYCN2,,Pôle des Cliniques,,2.29555,49.872213,,,0,AMI:SA:place_POLY,,,0,
AMI:SP:POMETZ,,Pont de Metz,,2.244502,49.876459,,,0,AMI:SA:place_POME,,,0,
AMI:SP:PROVI1,,La Providence,,2.299935,49.879263,,,0,AMI:SA:place_PROV,,,0,
AMI:SP:PROVI2,,La Providence,,2.301394,49.879021,,,0,AMI:SA:place_PROV,,,0,
AMI:SP:PTJEA1,,Pont Saint-Jean,,2.251712,49.876913,,,0,AMI:SA:place_PTJE,,,0,
AMI:SP:PTJEA2,,Pont Saint-Jean,,2.250977,49.876329,,,0,AMI:SA:place_PTJE,,,0,
AMI:SP:PVOGEN2,,Vogel quai A,,2.294889,49.898098,,,0,AMI:SA:place_VOG,,,0,
AMI:SP:PVOGEN4,,Vogel quai B,,2.296084,49.898475,,,0,AMI:SA:place_VOG,,,0,
AMI:SP:QUACHN1,,Quatre Chênes,,2.281597,49.889581,,,0,AMI:SA:place_QCHE,,,0,
AMI:SP:QUACHN2,,Quatre Chênes,,2.281833,49.889715,,,0,AMI:SA:place_QCHE,,,0,
AMI:SP:RALLO1,,Rue d'Allonville,,2.31911,49.914336,,,0,AMI:SA:place_RALL,,,0,
AMI:SP:RALLO2,,Rue d'Allonville,,2.318776,49.914157,,,0,AMI:SA:place_RALL,,,0,
AMI:SP:RAMIE1,,Route d'Amiens,,2.273233,49.854821,,,0,AMI:SA:place_RAMI,,,0,
AMI:SP:RAMIE2,,Route d'Amiens,,2.273621,49.855404,,,0,AMI:SA:place_RAMI,,,0,
AMI:SP:RAMPO1,,Le Ramponneau,,2.312624,49.95768,,,0,AMI:SA:place_RAMP,,,0,
AMI:SP:RAMPO2,,Le Ramponneau,,2.312165,49.957833,,,0,AMI:SA:place_RAMP,,,0,
AMI:SP:REMBA1,,Rembault,,2.280381,49.895874,,,0,AMI:SA:place_REMB,,,0,
AMI:SP:REMBA2,,Rembault,,2.281034,49.895811,,,0,AMI:SA:place_REMB,,,0,
AMI:SP:RLEFEB,,Raymond Lefebvre,,2.346857,49.885643,,,0,AMI:SA:place_RLEF,,,0,
AMI:SP:RSTAD1,,Résidence du Stade,,2.272564,49.878524,,,0,AMI:SA:place_RSTA,,,0,
AMI:SP:RSTAD2,,Résidence du Stade,,2.272689,49.878542,,,0,AMI:SA:place_RSTA,,,0,
AMI:SP:RTANK1,,Royal Tank,,2.281326,49.883341,,,0,AMI:SA:place_RTAN,,,0,
AMI:SP:RTANK2,,Royal Tank,,2.281715,49.883484,,,0,AMI:SA:place_RTAN,,,0,
AMI:SP:RTANKN3,,Royal Tank,,2.281868,49.884275,,,0,AMI:SA:place_RTAN,,,0,
AMI:SP:RTANKN4,,Royal Tank,,2.2817,49.884176,,,0,AMI:SA:place_RTAN,,,0,
AMI:SP:RTHILN1,,Résidence du Thil,,2.259765,49.8711,,,0,AMI:SA:place_RTHI,,,0,
AMI:SP:RTHILN2,,Résidence du Thil,,2.259876,49.871028,,,0,AMI:SA:place_RTHI,,,0,
AMI:SP:SALEUX,,Saleux,,2.226638,49.862338,,,0,AMI:SA:place_SALX,,,0,
AMI:SP:SQMARN1,,Martinique,,2.247559,49.91575,,,0,AMI:SA:place_SQMA,,,0,
AMI:SP:SQMARN2,,Martinique,,2.248142,49.915858,,,0,AMI:SA:place_SQMA,,,0,
AMI:SP:STRAS1,,Strasbourg,,2.277511,49.889597,,,0,AMI:SA:place_STRA,,,0,
AMI:SP:STRAS2,,Strasbourg,,2.277623,49.889139,,,0,AMI:SA:place_STRA,,,0,
AMI:SP:STSAU1,,Saint-Sauveur,,2.260323,49.924512,,,0,AMI:SA:place_STSA,,,0,
AMI:SP:STSAU2,,Saint-Sauveur,,2.261575,49.924333,,,0,AMI:SA:place_STSA,,,0,
AMI:SP:SULLYN1,,Sully,,2.264171,49.908058,,,0,AMI:SA:place_SULL,,,0,
AMI:SP:SULLYN2,,Sully,,2.265145,49.907744,,,0,AMI:SA:place_SULL,,,0,
AMI:SP:TAISNIL,,Taisnil,,2.228268,49.860176,,,0,AMI:SA:place_TNIL,,,0,
AMI:SP:TIVOL1,,Tivoli,,2.278643,49.89608,,,0,AMI:SA:place_TIVO,,,0,
AMI:SP:TIVOL2,,Tivoli,,2.278032,49.89616,,,0,AMI:SA:place_TIVO,,,0,
AMI:SP:VALLE1,,La Vallée,,2.347163,49.88883,,,0,AMI:SA:place_VAEY,,,0,
AMI:SP:VALLE2,,La Vallée,,2.347038,49.888776,,,0,AMI:SA:place_VAEY,,,0,
AMI:SP:VERBOU,,Vert Bout,,2.398666,49.878606,,,0,AMI:SA:place_VERB,,,0,
AMI:SP:VERG1,,Vergers,,2.273639,49.874861,,,0,AMI:SA:place_VERG,,,0,
AMI:SP:VERG2,,Vergers,,2.274305,49.874843,,,0,AMI:SA:place_VERG,,,0,
AMI:SP:VERSSE,,Vers-sur-Selle,,2.234279,49.840805,,,0,AMI:SA:place_VERS,,,0,
AMI:SP:VIGNA1,,Vignacourt,,2.289088,49.903806,,,0,AMI:SA:place_VIGC,,,0,
AMI:SP:VIGNA2,,Vignacourt,,2.28899,49.903958,,,0,AMI:SA:place_VIGC,,,0,
AMI:SP:VMAGN1,,Victor Magniez,,2.278466,49.881597,,,0,AMI:SA:place_VMAG,,,0,
AMI:SP:VMAGN2,,Victor Magniez,,2.279174,49.882056,,,0,AMI:SA:place_VMAG,,,0,
AMI:SP:8MAIN1,,8 Mai 1945,,2.334656,49.895932,,,0,AMI:SA:place_8MAI,,,0,
AMI:SP:8MAIN2,,8 Mai 1945,,2.334127,49.896161,,,0,AMI:SA:place_8MAI,,,0,
AMI:SP:ABEPE1,,Abbé de l'Epée,,2.318976,49.899325,,,0,AMI:SA:place_ABEP,,,0,
AMI:SP:ABEPE2,,Abbé de l'Epée,,2.318808,49.899368,,,0,AMI:SA:place_ABEP,,,0,
AMI:SP:ABHEN1,,Abbé Hénocque,,2.295352,49.910209,,,0,AMI:SA:place_ABHE,,,0,
AMI:SP:ABHEN2,,Abbé Hénocque,,2.296228,49.910425,,,0,AMI:SA:place_ABHE,,,0,
AMI:SP:ACOLA1,,Alain Colas,,2.337811,49.914697,,,0,AMI:SA:place_ACOL,,,0,
AMI:SP:ACOLA2,,Alain Colas,,2.337825,49.91467,,,0,AMI:SA:place_ACOL,,,0,
AMI:SP:ADAPEI,,ADAPEI,,2.273721,49.93436,,,0,AMI:SA:place_ADAP,,,0,
AMI:SP:AFPA1,,AFPA,,2.272929,49.930355,,,0,AMI:SA:place_AFPA,,,0,
AMI:SP:AFPA2,,AFPA,,2.273096,49.930275,,,0,AMI:SA:place_AFPA,,,0,
AMI:SP:AIGUI1,,Aiguillon,,2.395926,49.876192,,,0,AMI:SA:place_AIGU,,,0,
AMI:SP:ALBOU1,,Bout de Ville,,2.36164,49.939868,,,0,AMI:SA:place_ALBO,,,0,
AMI:SP:ALBOU2,,Bout de Ville,,2.361529,49.939653,,,0,AMI:SA:place_ALBO,,,0,
AMI:SP:ALENCO,,Les Alençons,,2.358473,49.918026,,,0,AMI:SA:place_ALEN,,,0,
AMI:SP:ALLIE1,,Les Alliés,,2.358619,49.868654,,,0,AMI:SA:place_ALLI,,,0,
AMI:SP:ALLIE2,,Les Alliés,,2.358077,49.868259,,,0,AMI:SA:place_ALLI,,,0,
AMI:SP:ALLONV,,Allonville,,2.363853,49.941807,,,0,AMI:SA:place_ALLO,,,0,
AMI:SP:ALMOU1,,ZAC Allonville,,2.36275,49.934553,,,0,AMI:SA:place_ZACA,,,0,
AMI:SP:ALMOU2,,ZAC Allonville,,2.36275,49.93449,,,0,AMI:SA:place_ZACA,,,0,
AMI:SP:ALORRN1,,Alsace Lorraine,,2.308749,49.89407,,,0,AMI:SA:place_ALOR,,,0,
AMI:SP:ALORRN2,,Alsace Lorraine,,2.309236,49.894286,,,0,AMI:SA:place_ALOR,,,0,
AMI:SP:AMAZON1,,Amazon,,2.398012,49.854643,,,0,AMI:SA:place_AMAZ,,,0,
AMI:SP:AMAZON2,,Amazon,,2.398373,49.854454,,,0,AMI:SA:place_AMAZ,,,0,
AMI:SP:AMBONN1,,Ambonne,,2.257124,49.925076,,,0,AMI:SA:place_AMBO,,,0,
AMI:SP:AMBONN2,,Ambonne,,2.25654,49.92512,,,0,AMI:SA:place_AMBO,,,0,
AMI:SP:AMPARN1,,Ambroise Paré,,2.267561,49.879473,,,0,AMI:SA:place_APAR,,,0,
AMI:SP:AMPARN2,,Ambroise Paré,,2.26795,49.879563,,,0,AMI:SA:place_APAR,,,0,
AMI:SP:APAV1,,Apave,,2.269744,49.941208,,,0,AMI:SA:place_APAV,,,0,
AMI:SP:APAV2,,Apave,,2.269382,49.941118,,,0,AMI:SA:place_APAV,,,0,
AMI:SP:AQUAPN3,,Aquapôle,,2.300954,49.871766,,,0,AMI:SA:place_AQUA,,,0,
AMI:SP:AQUAPN4,,Aquapôle,,2.301107,49.871865,,,0,AMI:SA:place_AQUA,,,0,
AMI:SP:AUSSYN1,,Legrand d'Aussy,,2.312614,49.891782,,,0,AMI:SA:place_AUSS,,,0,
AMI:SP:AUSSYN2,,Legrand d'Aussy,,2.314132,49.891433,,,0,AMI:SA:place_AUSS,,,0,
AMI:SP:BALZAN1,,Balzac,,2.316373,49.910305,,,0,AMI:SA:place_BALZ,,,0,
AMI:SP:BALZAN2,,Balzac,,2.316248,49.910466,,,0,AMI:SA:place_BALZ,,,0,
AMI:SP:BAUDR1,,Baudrez,,2.323647,49.899119,,,0,AMI:SA:place_BAUD,,,0,
AMI:SP:BAUDR2,,Baudrez,,2.32355,49.899146,,,0,AMI:SA:place_BAUD,,,0,
AMI:SP:BEAUM1,,Beaumarchais,,2.325813,49.909192,,,0,AMI:SA:place_BEAU,,,0,
AMI:SP:BEAUM2,,Beaumarchais,,2.325563,49.909911,,,0,AMI:SA:place_BEAU,,,0,
AMI:SP:BEFFRON,,Beffroi,,2.296254,49.895521,,,0,AMI:SA:place_BEFF,,,0,
AMI:SP:BELAIN1,,Bel Air,,2.335046,49.86791,,,0,AMI:SA:place_BELA,,,0,
AMI:SP:BELAIN2,,Bel Air,,2.335018,49.868,,,0,AMI:SA:place_BELA,,,0,
AMI:SP:BERCH1,,Château d'Eau,,2.302375,49.968038,,,0,AMI:SA:place_BERC,,,0,
AMI:SP:BERCH2,,Château d'Eau,,2.302333,49.968074,,,0,AMI:SA:place_BERC,,,0,
AMI:SP:BERLIN1,,Berlioz,,2.302484,49.91005,,,0,AMI:SA:place_BERL,,,0,
AMI:SP:BERLIN2,,Berlioz,,2.302706,49.910185,,,0,AMI:SA:place_BERL,,,0,
AMI:SP:BERTAN,,Bertangles,,2.294691,49.969104,,,0,AMI:SA:place_BERT,,,0,
AMI:SP:BERTR1,,Bertricourt,,2.269355,49.919481,,,0,AMI:SA:place_BERI,,,0,
AMI:SP:BERTR2,,Bertricourt,,2.26994,49.919266,,,0,AMI:SA:place_BERI,,,0,
AMI:SP:BGEND1,,Gendarmerie de Boves,,2.39302,49.848162,,,0,AMI:SA:place_BGEN,,,0,
AMI:SP:BGEND2,,Gendarmerie de Boves,,2.393422,49.847641,,,0,AMI:SA:place_BGEN,,,0,
AMI:SP:BLANG1,,Blangy-Tronville,,2.422803,49.880343,,,0,AMI:SA:place_BLAN,,,0,
AMI:SP:BLANG2,,Blangy-Tronville,,2.422775,49.880414,,,0,AMI:SA:place_BLAN,,,0,
AMI:SP:BLSNC1,,Tronville,,2.409937,49.878962,,,0,AMI:SA:place_BLSN,,,0,
AMI:SP:BLSNC2,,Tronville,,2.409235,49.878271,,,0,AMI:SA:place_BLSN,,,0,
AMI:SP:BLTACN3,,ZA La Blanche Tâche,,2.355991,49.898148,,,0,AMI:SA:place_BLZI,,,0,
AMI:SP:BOIDI1,,Boidin,,2.221239,49.903284,,,0,AMI:SA:place_BOID,,,0,
AMI:SP:BOIDI2,,Boidin,,2.22121,49.90358,,,0,AMI:SA:place_BOID,,,0,
AMI:SP:BOULV1,,Boulevard,,2.216617,49.900029,,,0,AMI:SA:place_BOUL,,,0,
AMI:SP:BOULV2,,Boulevard,,2.218133,49.899905,,,0,AMI:SA:place_BOUL,,,0,
AMI:SP:BRAGE1,,Bragelonne,,2.306635,49.874039,,,0,AMI:SA:place_BRAG,,,0,
AMI:SP:BRAGE2,,Bragelonne,,2.306607,49.873958,,,0,AMI:SA:place_BRAG,,,0,
AMI:SP:BRANLN3,,Nicole Fontaine quai B,,2.290157,49.890734,,,0,AMI:SA:place_BRA,,,0,
AMI:SP:BRANLN4,,Nicole Fontaine quai A,,2.290351,49.89041,,,0,AMI:SA:place_BRA,,,0,
AMI:SP:BRETES1,,La Bretesque,,2.297197,49.897508,,,0,AMI:SA:place_BRET,,,0,
AMI:SP:CAGNA1,,Cagnard,,2.287837,49.903886,,,0,AMI:SA:place_CGNA,,,0,
AMI:SP:CAGNA2,,Cagnard,,2.288017,49.903967,,,0,AMI:SA:place_CGNA,,,0,
AMI:SP:CAGNY1,,Epinette,,2.349254,49.857423,,,0,AMI:SA:place_EPIN,,,0,
AMI:SP:CAGNY2,,Epinette,,2.34856,49.857773,,,0,AMI:SA:place_EPIN,,,0,
AMI:SP:CAGRI1,,Esterel,,2.307388,49.869963,,,0,AMI:SA:place_CAGR,,,0,
AMI:SP:CAGRI2,,Esterel,,2.307373,49.870268,,,0,AMI:SA:place_CAGR,,,0,
AMI:SP:CAGZI1,,Cagny Z.I.,,2.352281,49.856489,,,0,AMI:SA:place_CAGZ,,,0,
AMI:SP:CAGZI2,,Cagny Z.I.,,2.351448,49.85665,,,0,AMI:SA:place_CAGZ,,,0,
AMI:SP:CALMN1,,Calmette,,2.313855,49.913626,,,0,AMI:SA:place_CALM,,,0,
AMI:SP:CALMN2,,Calmette,,2.313577,49.913608,,,0,AMI:SA:place_CALM,,,0,
AMI:SP:CAMBRN1,,Cambrésis,,2.310449,49.912593,,,0,AMI:SA:place_CAMB,,,0,
AMI:SP:CAMBRN2,,Cambrésis,,2.31031,49.912584,,,0,AMI:SA:place_CAMB,,,0,
AMI:SP:CAMPUN3,,Campus quai B,,2.264664,49.874488,,,0,AMI:SA:place_CAM,,,0,
