object_id,object_system,object_code
AMI:SP:CAGZI2,source,CAGZI2
AMI:SP:CALMN1,amiens_rt,2045
AMI:SP:CALMN1,source,CALMN1
AMI:SP:CALMN2,amiens_rt,2046
AMI:SP:CALMN2,source,CALMN2
AMI:SP:CAMBRN1,amiens_rt,67
AMI:SP:CAMBRN1,source,CAMBRN1
AMI:SP:CAMBRN2,amiens_rt,68
AMI:SP:CAMBRN2,source,CAMBRN2
AMI:SP:CAMPUN3,amiens_rt,104
AMI:SP:CAMPUN3,source,CAMPUN3
AMI:SP:CARME1,amiens_rt,109
AMI:SP:CARME1,source,CARME1
AMI:SP:CARME2,amiens_rt,110
AMI:SP:CARME2,source,CARME2
AMI:SP:CASDEN1,amiens_rt,992
AMI:SP:CASDEN1,source,CASDEN1
AMI:SP:CASDEN2,amiens_rt,993
AMI:SP:CASDEN2,source,CASDEN2
AMI:SP:CAVRE1,amiens_rt,117
AMI:SP:CAVRE1,source,CAVRE1
AMI:SP:CAVRE2,amiens_rt,118
AMI:SP:CAVRE2,source,CAVRE2
AMI:SP:CCGLIN1,amiens_rt,994
AMI:SP:CCGLIN1,source,CCGLIN1
AMI:SP:CCGLIN4,amiens_rt,995
AMI:SP:CCGLIN4,source,CCGLIN4
AMI:SP:CCNOR2,amiens_rt,122
AMI:SP:CCNOR2,source,CCNOR2
AMI:SP:CCNOR5,amiens_rt,935
AMI:SP:CCNOR5,source,CCNOR5
AMI:SP:CCNORN6,amiens_rt,996
AMI:SP:CCNORN6,source,CCNORN6
AMI:SP:CCNORN7,amiens_rt,997
AMI:SP:CCNORN7,source,CCNORN7
AMI:SP:CCSUDN1,amiens_rt,998
AMI:SP:CCSUDN1,source,CCSUDN1
AMI:SP:CCSUDN4,amiens_rt,126
AMI:SP:CCSUDN4,source,CCSUDN4
AMI:SP:CELUC1,amiens_rt,129
AMI:SP:CELUC1,source,CELUC1
AMI:SP:CELUC2,amiens_rt,130
AMI:SP:CELUC2,source,CELUC2
AMI:SP:CGMARN1,amiens_rt,137
AMI:SP:CGMARN1,source,CGMARN1
AMI:SP:CGMARN2,amiens_rt,138
AMI:SP:CGMARN2,source,CGMARN2
AMI:SP:CHAGR1,amiens_rt,139
AMI:SP:CHAGR1,source,CHAGR1
AMI:SP:CHAGR2,amiens_rt,140
AMI:SP:CHAGR2,source,CHAGR2
AMI:SP:CHAOIS,amiens_rt,141
AMI:SP:CHAOIS,source,CHAOIS
AMI:SP:CHAPIN1,amiens_rt,2051
AMI:SP:CHAPIN1,source,CHAPIN1
AMI:SP:CHAPIN2,amiens_rt,2052
AMI:SP:CHAPIN2,source,CHAPIN2
AMI:SP:CHARDN1,amiens_rt,1003
AMI:SP:CHARDN1,source,CHARDN1
AMI:SP:CHARDN2,amiens_rt,1004
AMI:SP:CHARDN2,source,CHARDN2
AMI:SP:CHAUSS,amiens_rt,150
AMI:SP:CHAUSS,source,CHAUSS
AMI:SP:CHMILN1,amiens_rt,1006
AMI:SP:CHMILN1,source,CHMILN1
AMI:SP:CHMILN2,amiens_rt,1007
AMI:SP:CHMILN2,source,CHMILN2
AMI:SP:CHPARI,amiens_rt,155
AMI:SP:CHPARI,source,CHPARI
AMI:SP:CHVAL1,amiens_rt,158
AMI:SP:CHVAL1,source,CHVAL1
AMI:SP:CHVAL2,amiens_rt,159
AMI:SP:CHVAL2,source,CHVAL2
AMI:SP:CIFRAN1,amiens_rt,41
AMI:SP:CIFRAN1,source,CIFRAN1
AMI:SP:CIFRAN2,amiens_rt,1008
AMI:SP:CIFRAN2,source,CIFRAN2
AMI:SP:CIMONN1,amiens_rt,1009
AMI:SP:CIMONN1,source,CIMONN1
AMI:SP:CIMONN2,amiens_rt,1157
AMI:SP:CIMONN2,source,CIMONN2
AMI:SP:CIMONN6,amiens_rt,1010
AMI:SP:CIMONN6,source,CIMONN6
AMI:SP:CIPRON1,amiens_rt,106
AMI:SP:CIPRON1,source,CIPRON1
AMI:SP:CIPRON2,amiens_rt,107
AMI:SP:CIPRON2,source,CIPRON2
AMI:SP:CIRQMN1,amiens_rt,1011
AMI:SP:CIRQMN1,source,CIRQMN1
AMI:SP:CIRQMN2,amiens_rt,1124
AMI:SP:CIRQMN2,source,CIRQMN2
AMI:SP:CIRQUN1,amiens_rt,1012
AMI:SP:CIRQUN1,source,CIRQUN1
AMI:SP:CIRQUN2,amiens_rt,1121
AMI:SP:CIRQUN2,source,CIRQUN2
AMI:SP:CJEAN1,amiens_rt,174
AMI:SP:CJEAN1,source,CJEAN1
AMI:SP:CJEAN2,amiens_rt,175
AMI:SP:CJEAN2,source,CJEAN2
AMI:SP:CJVER1,amiens_rt,180
AMI:SP:CJVER1,source,CJVER1
AMI:SP:CLARI1,amiens_rt,921
AMI:SP:CLARI1,source,CLARI1
AMI:SP:CLARI2,amiens_rt,922
AMI:SP:CLARI2,source,CLARI2
AMI:SP:CLEMEN1,amiens_rt,1014
AMI:SP:CLEMEN1,source,CLEMEN1
AMI:SP:CLEMEN2,amiens_rt,1015
AMI:SP:CLEMEN2,source,CLEMEN2
AMI:SP:CMARTN1,amiens_rt,1016
AMI:SP:CMARTN1,source,CMARTN1
AMI:SP:CMARTN2,amiens_rt,1017
AMI:SP:CMARTN2,source,CMARTN2
AMI:SP:CNEMON1,amiens_rt,1018
AMI:SP:CNEMON1,source,CNEMON1
AMI:SP:CNEMON2,amiens_rt,1019
AMI:SP:CNEMON2,source,CNEMON2
AMI:SP:COLAS1,amiens_rt,776
AMI:SP:COLAS1,source,COLAS1
AMI:SP:COLAS2,amiens_rt,777
AMI:SP:COLAS2,source,COLAS2
AMI:SP:COLBEN1,amiens_rt,1125
AMI:SP:COLBEN1,source,COLBEN1
AMI:SP:COLBEN2,amiens_rt,1126
AMI:SP:COLBEN2,source,COLBEN2
AMI:SP:COLVEN1,amiens_rt,1020
AMI:SP:COLVEN1,source,COLVEN1
AMI:SP:COLVEN2,amiens_rt,1021
AMI:SP:COLVEN2,source,COLVEN2
AMI:SP:CONDO3,amiens_rt,895
AMI:SP:CONDO3,source,CONDO3
AMI:SP:CONDO4,amiens_rt,896
AMI:SP:CONDO4,source,CONDO4
AMI:SP:COURSN1,amiens_rt,1022
AMI:SP:COURSN1,source,COURSN1
AMI:SP:COURSN2,amiens_rt,1023
AMI:SP:COURSN2,source,COURSN2
AMI:SP:COZETN2,amiens_rt,1205
AMI:SP:COZETN2,source,COZETN2
AMI:SP:CRIVE1,amiens_rt,208
AMI:SP:CRIVE1,source,CRIVE1
AMI:SP:CRIVE2,amiens_rt,209
AMI:SP:CRIVE2,source,CRIVE2
AMI:SP:CROILN1,amiens_rt,1024
AMI:SP:CROILN1,source,CROILN1
AMI:SP:CROILN2,amiens_rt,1025
AMI:SP:CROILN2,source,CROILN2
AMI:SP:CROIPIE1,amiens_rt,2091
AMI:SP:CROIPIE1,source,CROIPIE1
AMI:SP:CROIPIE2,amiens_rt,2092
AMI:SP:CROIPIE2,source,CROIPIE2
AMI:SP:CSALL1,amiens_rt,213
AMI:SP:CSALL1,source,CSALL1
AMI:SP:CSALL2,amiens_rt,214
AMI:SP:CSALL2,source,CSALL2
AMI:SP:CTCAS1,amiens_rt,215
AMI:SP:CTCAS1,source,CTCAS1
AMI:SP:CTCAS2,amiens_rt,216
AMI:SP:CTCAS2,source,CTCAS2
AMI:SP:CTCHA1,amiens_rt,217
AMI:SP:CTCHA1,source,CTCHA1
AMI:SP:CTCHA2,amiens_rt,1185
AMI:SP:CTCHA2,source,CTCHA2
AMI:SP:CTELL1,amiens_rt,219
AMI:SP:CTELL1,source,CTELL1
AMI:SP:CTELL2,amiens_rt,220
AMI:SP:CTELL2,source,CTELL2
AMI:SP:CTRI1,amiens_rt,223
AMI:SP:CTRI1,source,CTRI1
AMI:SP:CTRI2,amiens_rt,224
AMI:SP:CTRI2,source,CTRI2
AMI:SP:CVICTN1,amiens_rt,1027
AMI:SP:CVICTN1,source,CVICTN1
AMI:SP:CVICTN2,amiens_rt,1028
AMI:SP:CVICTN2,source,CVICTN2
AMI:SP:CXROM1,amiens_rt,229
AMI:SP:CXROM1,source,CXROM1
AMI:SP:CXROM2,amiens_rt,230
AMI:SP:CXROM2,source,CXROM2
AMI:SP:DBOUV1,amiens_rt,923
AMI:SP:DBOUV1,source,DBOUV1
AMI:SP:DBOUV2,amiens_rt,44
AMI:SP:DBOUV2,source,DBOUV2
AMI:SP:DCORD1,amiens_rt,233
AMI:SP:DCORD1,source,DCORD1
AMI:SP:DCORD2,amiens_rt,234
AMI:SP:DCORD2,source,DCORD2
AMI:SP:DEJEA1,amiens_rt,239
AMI:SP:DEJEA1,source,DEJEA1
AMI:SP:DEJEA2,amiens_rt,240
AMI:SP:DEJEA2,source,DEJEA2
AMI:SP:DELPEN1,amiens_rt,1029
AMI:SP:DELPEN1,source,DELPEN1
AMI:SP:DELPEN2,amiens_rt,1030
AMI:SP:DELPEN2,source,DELPEN2
AMI:SP:DESMO1,amiens_rt,245
AMI:SP:DESMO1,source,DESMO1
AMI:SP:DESMO2,amiens_rt,246
AMI:SP:DESMO2,source,DESMO2
AMI:SP:DORGE1,amiens_rt,248
AMI:SP:DORGE1,source,DORGE1
AMI:SP:DORGE2,amiens_rt,249
AMI:SP:DORGE2,source,DORGE2
AMI:SP:DOULL1,amiens_rt,251
AMI:SP:DOULL1,source,DOULL1
AMI:SP:DOULL2,amiens_rt,252
AMI:SP:DOULL2,source,DOULL2
AMI:SP:DREUI1,amiens_rt,253
AMI:SP:DREUI1,source,DREUI1
AMI:SP:DREUI2,amiens_rt,254
AMI:SP:DREUI2,source,DREUI2
AMI:SP:DUCHE1,amiens_rt,256
AMI:SP:DUCHE1,source,DUCHE1
AMI:SP:DUCHE2,amiens_rt,257
AMI:SP:DUCHE2,source,DUCHE2
AMI:SP:DUCLO1,amiens_rt,258
AMI:SP:DUCLO1,source,DUCLO1
AMI:SP:DUCLO2,amiens_rt,259
AMI:SP:DUCLO2,source,DUCLO2
AMI:SP:DUROU1,amiens_rt,260
AMI:SP:DUROU1,source,DUROU1
AMI:SP:DUROU2,amiens_rt,261
AMI:SP:DUROU2,source,DUROU2
AMI:SP:EBRANL1,amiens_rt,801
AMI:SP:EBRANL1,source,EBRANL1
AMI:SP:EBRANL2,amiens_rt,884
AMI:SP:EBRANL2,source,EBRANL2
AMI:SP:EGACHN1,amiens_rt,973
AMI:SP:EGACHN1,source,EGACHN1
AMI:SP:EGACHN2,amiens_rt,974
AMI:SP:EGACHN2,source,EGACHN2
AMI:SP:EGCIM1,amiens_rt,276
AMI:SP:EGCIM1,source,EGCIM1
AMI:SP:EGCIM2,amiens_rt,277
AMI:SP:EGCIM2,source,EGCIM2
AMI:SP:EGFIRN1,amiens_rt,1031
AMI:SP:EGFIRN1,source,EGFIRN1
AMI:SP:EGFIRN2,amiens_rt,1032
AMI:SP:EGFIRN2,source,EGFIRN2
AMI:SP:EGPIE1,amiens_rt,282
AMI:SP:EGPIE1,source,EGPIE1
AMI:SP:EGPIE2,amiens_rt,283
AMI:SP:EGPIE2,source,EGPIE2
AMI:SP:EGSLEU,amiens_rt,286
AMI:SP:EGSLEU,source,EGSLEU
AMI:SP:EGSMN1,amiens_rt,2081
AMI:SP:EGSMN1,source,EGSMN1
AMI:SP:ELBEU1,amiens_rt,287
AMI:SP:ELBEU1,source,ELBEU1
AMI:SP:ELBEU2,amiens_rt,288
AMI:SP:ELBEU2,source,ELBEU2
AMI:SP:ELOIMN1,amiens_rt,1033
AMI:SP:ELOIMN1,source,ELOIMN1
AMI:SP:ELOIMN2,amiens_rt,1034
AMI:SP:ELOIMN2,source,ELOIMN2
AMI:SP:ESATG1,amiens_rt,907
AMI:SP:ESATG1,source,ESATG1
AMI:SP:ESATG2,amiens_rt,908
AMI:SP:ESATG2,source,ESATG2
AMI:SP:ETOUVN1,amiens_rt,1035
AMI:SP:ETOUVN1,source,ETOUVN1
AMI:SP:ETSUD1,amiens_rt,293
AMI:SP:ETSUD1,source,ETSUD1
AMI:SP:ETSUD2,amiens_rt,294
AMI:SP:ETSUD2,source,ETSUD2
AMI:SP:EXUPE1,amiens_rt,297
AMI:SP:EXUPE1,source,EXUPE1
AMI:SP:FENEL1,amiens_rt,306
AMI:SP:FENEL1,source,FENEL1
AMI:SP:FENEL2,amiens_rt,307
AMI:SP:FENEL2,source,FENEL2
AMI:SP:FGHEMN1,amiens_rt,1037
AMI:SP:FGHEMN1,source,FGHEMN1
AMI:SP:FGHEMN2,amiens_rt,1038
AMI:SP:FGHEMN2,source,FGHEMN2
AMI:SP:FJOUR1,amiens_rt,310
AMI:SP:FJOUR1,source,FJOUR1
AMI:SP:FJOUR2,amiens_rt,311
AMI:SP:FJOUR2,source,FJOUR2
AMI:SP:FLEGE1,amiens_rt,312
AMI:SP:FLEGE1,source,FLEGE1
AMI:SP:FLEGE2,amiens_rt,313
AMI:SP:FLEGE2,source,FLEGE2
AMI:SP:FMISTN1,amiens_rt,314
AMI:SP:FMISTN1,source,FMISTN1
AMI:SP:FMISTN2,amiens_rt,315
AMI:SP:FMISTN2,source,FMISTN2
AMI:SP:FONTAN1,amiens_rt,1039
AMI:SP:FONTAN1,source,FONTAN1
AMI:SP:FONTAN2,amiens_rt,1040
AMI:SP:FONTAN2,source,FONTAN2
AMI:SP:FOSAL1,amiens_rt,320
AMI:SP:FOSAL1,source,FOSAL1
AMI:SP:FOSAL2,amiens_rt,321
AMI:SP:FOSAL2,source,FOSAL2
AMI:SP:FOUIL1,amiens_rt,322
AMI:SP:FOUIL1,source,FOUIL1
AMI:SP:FOUIL2,amiens_rt,323
AMI:SP:FOUIL2,source,FOUIL2
AMI:SP:FOURCN1,amiens_rt,1041
AMI:SP:FOURCN1,source,FOURCN1
AMI:SP:FOURCN2,amiens_rt,1042
AMI:SP:FOURCN2,source,FOURCN2
AMI:SP:FREYN1,amiens_rt,123
AMI:SP:FREYN1,source,FREYN1
AMI:SP:FREYN2,amiens_rt,124
AMI:SP:FREYN2,source,FREYN2
AMI:SP:FUSCI1,amiens_rt,328
AMI:SP:FUSCI1,source,FUSCI1
AMI:SP:FUSCI2,amiens_rt,329
AMI:SP:FUSCI2,source,FUSCI2
AMI:SP:GAREE,amiens_rt,335
AMI:SP:GAREE,source,GAREE
AMI:SP:GAREF,amiens_rt,336
AMI:SP:GAREF,source,GAREF
AMI:SP:GARENC,amiens_rt,128
AMI:SP:GARENC,source,GARENC
AMI:SP:GAREND,amiens_rt,1047
AMI:SP:GAREND,source,GAREND
AMI:SP:GARER1,amiens_rt,337
AMI:SP:GARER1,source,GARER1
AMI:SP:GARER2,amiens_rt,338
AMI:SP:GARER2,source,GARER2
AMI:SP:GENDA1,amiens_rt,343
AMI:SP:GENDA1,source,GENDA1
AMI:SP:GENDA2,amiens_rt,344
AMI:SP:GENDA2,source,GENDA2
AMI:SP:GEPHI1,amiens_rt,345
AMI:SP:GEPHI1,source,GEPHI1
AMI:SP:GEPHI2,amiens_rt,346
AMI:SP:GEPHI2,source,GEPHI2
AMI:SP:GLISY1,amiens_rt,351
AMI:SP:GLISY1,source,GLISY1
AMI:SP:GLISY2,amiens_rt,352
AMI:SP:GLISY2,source,GLISY2
AMI:SP:GOODY1,amiens_rt,799
AMI:SP:GOODY1,source,GOODY1
AMI:SP:GOODY2,amiens_rt,800
AMI:SP:GOODY2,source,GOODY2
AMI:SP:GORLIN2,amiens_rt,802
AMI:SP:GORLIN2,source,GORLIN2
AMI:SP:GORLIN3,amiens_rt,359
AMI:SP:GORLIN3,source,GORLIN3
AMI:SP:GORLIN4,amiens_rt,360
AMI:SP:GORLIN4,source,GORLIN4
AMI:SP:GRECEN1,amiens_rt,1050
AMI:SP:GRECEN1,source,GRECEN1
AMI:SP:GRECEN2,amiens_rt,1051
AMI:SP:GRECEN2,source,GRECEN2
AMI:SP:GROCHN1,amiens_rt,367
AMI:SP:GROCHN1,source,GROCHN1
AMI:SP:GROCHN2,amiens_rt,368
AMI:SP:GROCHN2,source,GROCHN2
AMI:SP:GROCHN3,amiens_rt,134
AMI:SP:GROCHN3,source,GROCHN3
AMI:SP:GROCHN4,amiens_rt,144
AMI:SP:GROCHN4,source,GROCHN4
AMI:SP:GROCHN5,amiens_rt,145
AMI:SP:GROCHN5,source,GROCHN5
AMI:SP:GROCHN6,amiens_rt,146
AMI:SP:GROCHN6,source,GROCHN6
AMI:SP:GUTEN1,amiens_rt,369
AMI:SP:GUTEN1,source,GUTEN1
AMI:SP:GUTEN2,amiens_rt,370
AMI:SP:GUTEN2,source,GUTEN2
AMI:SP:HAMEA1,amiens_rt,372
AMI:SP:HAMEA1,source,HAMEA1
AMI:SP:HAMEA2,amiens_rt,373
AMI:SP:HAMEA2,source,HAMEA2
AMI:SP:HIPPON1,amiens_rt,913
AMI:SP:HIPPON1,source,HIPPON1
AMI:SP:HIPPON2,amiens_rt,914
AMI:SP:HIPPON2,source,HIPPON2
AMI:SP:HNORD1,amiens_rt,380
AMI:SP:HNORD1,source,HNORD1
AMI:SP:HNORD2,amiens_rt,381
AMI:SP:HNORD2,source,HNORD2
AMI:SP:HPLSU5,amiens_rt,905
AMI:SP:HPLSU5,source,HPLSU5
AMI:SP:HPLSUN4,amiens_rt,1052
AMI:SP:HPLSUN4,source,HPLSUN4
AMI:SP:HPLSUN5,amiens_rt,1013
AMI:SP:HPLSUN5,source,HPLSUN5
AMI:SP:HPLSUN6,amiens_rt,906
AMI:SP:HPLSUN6,source,HPLSUN6
AMI:SP:HPSDEN4,amiens_rt,151
AMI:SP:HPSDEN4,source,HPSDEN4
AMI:SP:HPSDEN5,amiens_rt,157
AMI:SP:HPSDEN5,source,HPSDEN5
AMI:SP:HVDUMEN,amiens_rt,1053
AMI:SP:HVDUMEN,source,HVDUMEN
AMI:SP:HVDUSEN,amiens_rt,1054
AMI:SP:HVDUSEN,source,HVDUSEN
AMI:SP:IMEN1,amiens_rt,1055
AMI:SP:IMEN1,source,IMEN1
AMI:SP:IMEN2,amiens_rt,1056
AMI:SP:IMEN2,source,IMEN2
AMI:SP:IUTPRN1,amiens_rt,330
AMI:SP:IUTPRN1,source,IUTPRN1
AMI:SP:IUTPRN2,amiens_rt,156
AMI:SP:IUTPRN2,source,IUTPRN2
AMI:SP:JACOBIN,amiens_rt,1057
AMI:SP:JACOBIN,source,JACOBIN
AMI:SP:JANVI1,amiens_rt,395
AMI:SP:JANVI1,source,JANVI1
AMI:SP:JANVI2,amiens_rt,396
AMI:SP:JANVI2,source,JANVI2
AMI:SP:JAUREN1,amiens_rt,1058
AMI:SP:JAUREN1,source,JAUREN1
AMI:SP:JAUREN2,amiens_rt,1059
AMI:SP:JAUREN2,source,JAUREN2
AMI:SP:JOFFR1,amiens_rt,401
AMI:SP:JOFFR1,source,JOFFR1
AMI:SP:JOFFR2,amiens_rt,402
AMI:SP:JOFFR2,source,JOFFR2
AMI:SP:JOINV1,amiens_rt,403
AMI:SP:JOINV1,source,JOINV1
AMI:SP:JOINV2,amiens_rt,404
AMI:SP:JOINV2,source,JOINV2
AMI:SP:KINTRA,amiens_rt,409
AMI:SP:KINTRA,source,KINTRA
AMI:SP:LADRE2,amiens_rt,814
AMI:SP:LADRE2,source,LADRE2
AMI:SP:LADREN1,amiens_rt,813
AMI:SP:LADREN1,source,LADREN1
AMI:SP:LANGUN1,amiens_rt,1060
AMI:SP:LANGUN1,source,LANGUN1
AMI:SP:LANGUN2,amiens_rt,1061
AMI:SP:LANGUN2,source,LANGUN2
AMI:SP:LAPLA1,amiens_rt,413
AMI:SP:LAPLA1,source,LAPLA1
AMI:SP:LAPLA2,amiens_rt,414
AMI:SP:LAPLA2,source,LAPLA2
AMI:SP:LATAPN1,amiens_rt,415
AMI:SP:LATAPN1,source,LATAPN1
AMI:SP:LATAPN2,amiens_rt,416
AMI:SP:LATAPN2,source,LATAPN2
AMI:SP:LAURE1,amiens_rt,417
AMI:SP:LAURE1,source,LAURE1
AMI:SP:LAURE2,amiens_rt,418
AMI:SP:LAURE2,source,LAURE2
AMI:SP:LBLAN1,amiens_rt,419
AMI:SP:LBLAN1,source,LBLAN1
AMI:SP:LBLAN2,amiens_rt,420
AMI:SP:LBLAN2,source,LBLAN2
AMI:SP:LEOLAN1,amiens_rt,1062
AMI:SP:LEOLAN1,source,LEOLAN1
AMI:SP:LEOLAN2,amiens_rt,1063
AMI:SP:LEOLAN2,source,LEOLAN2
AMI:SP:LIBERN1,amiens_rt,1064
AMI:SP:LIBERN1,source,LIBERN1
AMI:SP:LIBERN3,amiens_rt,165
AMI:SP:LIBERN3,source,LIBERN3
AMI:SP:LIBERN4,amiens_rt,166
AMI:SP:LIBERN4,source,LIBERN4
AMI:SP:LIBERN5,amiens_rt,167
AMI:SP:LIBERN5,source,LIBERN5
AMI:SP:LONGVIL,amiens_rt,1209
AMI:SP:LONGVIL,source,LONGVIL
AMI:SP:LUBARB1,amiens_rt,45
AMI:SP:LUBARB1,source,LUBARB1
AMI:SP:LUBARB2,amiens_rt,616
AMI:SP:LUBARB2,source,LUBARB2
AMI:SP:LUFOUN1,amiens_rt,819
AMI:SP:LUFOUN1,source,LUFOUN1
AMI:SP:LUFOUN2,amiens_rt,820
AMI:SP:LUFOUN2,source,LUFOUN2
AMI:SP:MACUL6,source,MACUL6
AMI:SP:MACUL8,amiens_rt,943
AMI:SP:MACUL8,source,MACUL8
AMI:SP:MACULN5,amiens_rt,2056
AMI:SP:MACULN5,source,MACULN5
AMI:SP:MACULN6,amiens_rt,2057
AMI:SP:MACULN6,source,MACULN6
AMI:SP:MACULN7,amiens_rt,1068
AMI:SP:MACULN7,source,MACULN7
AMI:SP:MANGE1,amiens_rt,442
AMI:SP:MANGE1,source,MANGE1
AMI:SP:MANGE2,amiens_rt,443
AMI:SP:MANGE2,source,MANGE2
AMI:SP:MAPADN1,amiens_rt,1069
AMI:SP:MAPADN1,source,MAPADN1
AMI:SP:MAPADN2,amiens_rt,1070
AMI:SP:MAPADN2,source,MAPADN2
AMI:SP:MARRE1,amiens_rt,448
AMI:SP:MARRE1,source,MARRE1
AMI:SP:MARRE2,amiens_rt,449
AMI:SP:MARRE2,source,MARRE2
AMI:SP:MARRO1,amiens_rt,450
AMI:SP:MARRO1,source,MARRO1
AMI:SP:MARRO2,amiens_rt,451
AMI:SP:MARRO2,source,MARRO2
AMI:SP:MATIFN1,amiens_rt,168
AMI:SP:MATIFN1,source,MATIFN1
AMI:SP:MATIFN2,amiens_rt,169
AMI:SP:MATIFN2,source,MATIFN2
AMI:SP:MEGAC1,amiens_rt,457
AMI:SP:MEGAC1,source,MEGAC1
AMI:SP:MEGAC2,amiens_rt,458
AMI:SP:MEGAC2,source,MEGAC2
AMI:SP:MERCEN1,amiens_rt,975
AMI:SP:MERCEN1,source,MERCEN1
AMI:SP:MERCEN2,amiens_rt,976
AMI:SP:MERCEN2,source,MERCEN2
AMI:SP:MGARD1,amiens_rt,463
AMI:SP:MGARD1,source,MGARD1
AMI:SP:MGARD2,amiens_rt,464
AMI:SP:MGARD2,source,MGARD2
AMI:SP:MGFLO1,amiens_rt,824
AMI:SP:MGFLO1,source,MGFLO1
AMI:SP:MGFLO2,amiens_rt,825
AMI:SP:MGFLO2,source,MGFLO2
AMI:SP:MOULI1,amiens_rt,471
AMI:SP:MOULI1,source,MOULI1
AMI:SP:MOULI2,amiens_rt,472
AMI:SP:MOULI2,source,MOULI2
AMI:SP:MPETI1,amiens_rt,475
AMI:SP:MPETI1,source,MPETI1
AMI:SP:MPETI2,amiens_rt,476
AMI:SP:MPETI2,source,MPETI2
AMI:SP:MRIVE1,amiens_rt,478
AMI:SP:MRIVE1,source,MRIVE1
AMI:SP:MRIVE2,amiens_rt,479
AMI:SP:MRIVE2,source,MRIVE2
AMI:SP:MSAIN1,amiens_rt,480
AMI:SP:MSAIN1,source,MSAIN1
AMI:SP:MSAIN2,amiens_rt,481
AMI:SP:MSAIN2,source,MSAIN2
AMI:SP:MSAVEU,amiens_rt,486
AMI:SP:MSAVEU,source,MSAVEU
AMI:SP:MTCALN1,amiens_rt,487
AMI:SP:MTCALN1,source,MTCALN1
AMI:SP:MTCALN2,amiens_rt,488
AMI:SP:MTCALN2,source,MTCALN2
AMI:SP:MTMIG1,amiens_rt,489
AMI:SP:MTMIG1,source,MTMIG1
AMI:SP:MTMIG2,amiens_rt,490
AMI:SP:MTMIG2,source,MTMIG2
AMI:SP:MUSEE1,amiens_rt,927
AMI:SP:MUSEE1,source,MUSEE1
AMI:SP:NEUVI1,amiens_rt,495
AMI:SP:NEUVI1,source,NEUVI1
AMI:SP:NEUVI2,amiens_rt,496
AMI:SP:NEUVI2,source,NEUVI2
AMI:SP:OTAGEN1,amiens_rt,1073
AMI:SP:OTAGEN1,source,OTAGEN1
AMI:SP:OTAGEN2,amiens_rt,1074
AMI:SP:OTAGEN2,source,OTAGEN2
AMI:SP:OZENF1,amiens_rt,837
AMI:SP:OZENF1,source,OZENF1
AMI:SP:OZENF2,amiens_rt,838
AMI:SP:OZENF2,source,OZENF2
AMI:SP:PACORN,amiens_rt,502
AMI:SP:PACORN,source,PACORN
AMI:SP:PAIXN1,amiens_rt,1075
AMI:SP:PAIXN1,source,PAIXN1
AMI:SP:PAIXN2,amiens_rt,1076
AMI:SP:PAIXN2,source,PAIXN2
AMI:SP:PAMON3,amiens_rt,1077
AMI:SP:PAMON3,source,PAMON3
AMI:SP:PAMON4,amiens_rt,1078
AMI:SP:PAMON4,source,PAMON4
AMI:SP:PAVREN1,amiens_rt,1079
AMI:SP:PAVREN1,source,PAVREN1
AMI:SP:PAVREN2,amiens_rt,1080
AMI:SP:PAVREN2,source,PAVREN2
AMI:SP:PBARO1,amiens_rt,512
AMI:SP:PBARO1,source,PBARO1
AMI:SP:PBARO2,amiens_rt,513
AMI:SP:PBARO2,source,PBARO2
AMI:SP:PBEAUN1,amiens_rt,1081
AMI:SP:PBEAUN1,source,PBEAUN1
AMI:SP:PBEAUN2,amiens_rt,1082
AMI:SP:PBEAUN2,source,PBEAUN2
AMI:SP:PBERN1,amiens_rt,516
AMI:SP:PBERN1,source,PBERN1
AMI:SP:PBERN2,amiens_rt,517
AMI:SP:PBERN2,source,PBERN2
AMI:SP:PCAGN1,amiens_rt,2018
AMI:SP:PCAGN1,source,PCAGN1
AMI:SP:PCAGNN1,amiens_rt,519
AMI:SP:PCAGNN1,source,PCAGNN1
AMI:SP:PCPIE3,amiens_rt,527
AMI:SP:PCPIE3,source,PCPIE3
AMI:SP:PCPIEN1,amiens_rt,1083
AMI:SP:PCPIEN1,source,PCPIEN1
AMI:SP:PCPIEN2,amiens_rt,1084
AMI:SP:PCPIEN2,source,PCPIEN2
AMI:SP:PELUA1,amiens_rt,529
AMI:SP:PELUA1,source,PELUA1
AMI:SP:PELUA2,amiens_rt,530
AMI:SP:PELUA2,source,PELUA2
AMI:SP:PERIM1,amiens_rt,900
AMI:SP:PERIM1,source,PERIM1
AMI:SP:PERIM2,amiens_rt,901
AMI:SP:PERIM2,source,PERIM2
AMI:SP:PFORT1,amiens_rt,531
AMI:SP:PFORT1,source,PFORT1
AMI:SP:PFORT2,amiens_rt,532
AMI:SP:PFORT2,source,PFORT2
AMI:SP:PHOTE1,amiens_rt,535
AMI:SP:PHOTE1,source,PHOTE1
AMI:SP:PHOTE2,amiens_rt,536
AMI:SP:PHOTE2,source,PHOTE2
AMI:SP:PICAS1,amiens_rt,537
AMI:SP:PICAS1,source,PICAS1
AMI:SP:PICAS2,amiens_rt,538
AMI:SP:PICAS2,source,PICAS2
AMI:SP:PINCEN1,amiens_rt,1085
AMI:SP:PINCEN1,source,PINCEN1
AMI:SP:PINCEN2,amiens_rt,1086
AMI:SP:PINCEN2,source,PINCEN2
AMI:SP:PINSO1,amiens_rt,543
