object_id,object_system,object_code
AMI:SP:PINSO1,source,PINSO1
AMI:SP:PINSO2,amiens_rt,544
AMI:SP:PINSO2,source,PINSO2
AMI:SP:PJUSTIN,amiens_rt,1087
AMI:SP:PJUSTIN,source,PJUSTIN
AMI:SP:PJVERN2,amiens_rt,528
AMI:SP:PJVERN2,source,PJVERN2
AMI:SP:PLICON1,amiens_rt,170
AMI:SP:PLICON1,source,PLICON1
AMI:SP:PMANY1,amiens_rt,556
AMI:SP:PMANY1,source,PMANY1
AMI:SP:PMANY2,amiens_rt,557
AMI:SP:PMANY2,source,PMANY2
AMI:SP:PMARCHN,amiens_rt,1088
AMI:SP:PMARCHN,source,PMARCHN
AMI:SP:PNORDN1,amiens_rt,1089
AMI:SP:PNORDN1,source,PNORDN1
AMI:SP:PNORDN2,amiens_rt,1090
AMI:SP:PNORDN2,source,PNORDN2
AMI:SP:PNORDN3,amiens_rt,182
AMI:SP:PNORDN3,source,PNORDN3
AMI:SP:PNORDN4,amiens_rt,185
AMI:SP:PNORDN4,source,PNORDN4
AMI:SP:POIDEN1,amiens_rt,1091
AMI:SP:POIDEN1,source,POIDEN1
AMI:SP:POIDEN2,amiens_rt,1092
AMI:SP:POIDEN2,source,POIDEN2
AMI:SP:POMME1,amiens_rt,568
AMI:SP:POMME1,source,POMME1
AMI:SP:POMME2,amiens_rt,569
AMI:SP:POMME2,source,POMME2
AMI:SP:POMPI2,amiens_rt,571
AMI:SP:POMPI2,source,POMPI2
AMI:SP:POMPI3,amiens_rt,572
AMI:SP:POMPI3,source,POMPI3
AMI:SP:PROCT1,amiens_rt,573
AMI:SP:PROCT1,source,PROCT1
AMI:SP:PROCT2,amiens_rt,574
AMI:SP:PROCT2,source,PROCT2
AMI:SP:PROV1,amiens_rt,845
AMI:SP:PROV1,source,PROV1
AMI:SP:PROV2,amiens_rt,846
AMI:SP:PROV2,source,PROV2
AMI:SP:PVICT1,amiens_rt,579
AMI:SP:PVICT1,source,PVICT1
AMI:SP:PVICT2,amiens_rt,580
AMI:SP:PVICT2,source,PVICT2
AMI:SP:PVOGEN3,amiens_rt,212
AMI:SP:PVOGEN3,source,PVOGEN3
AMI:SP:PVOGEN5,amiens_rt,218
AMI:SP:PVOGEN5,source,PVOGEN5
AMI:SP:PVOGEN6,amiens_rt,225
AMI:SP:PVOGEN6,source,PVOGEN6
AMI:SP:QTOUR1,amiens_rt,847
AMI:SP:QTOUR1,source,QTOUR1
AMI:SP:QTOUR2,amiens_rt,848
AMI:SP:QTOUR2,source,QTOUR2
AMI:SP:QUALEN1,amiens_rt,244
AMI:SP:QUALEN1,source,QUALEN1
AMI:SP:QUALEN2,amiens_rt,1100
AMI:SP:QUALEN2,source,QUALEN2
AMI:SP:QUENE1,amiens_rt,585
AMI:SP:QUENE1,source,QUENE1
AMI:SP:QUENE2,amiens_rt,586
AMI:SP:QUENE2,source,QUENE2
AMI:SP:RAINE1,amiens_rt,587
AMI:SP:RAINE1,source,RAINE1
AMI:SP:RAINE2,amiens_rt,588
AMI:SP:RAINE2,source,RAINE2
AMI:SP:RAIX1,amiens_rt,589
AMI:SP:RAIX1,source,RAIX1
AMI:SP:RAIX2,amiens_rt,590
AMI:SP:RAIX2,source,RAIX2
AMI:SP:RAOUT1,amiens_rt,597
AMI:SP:RAOUT1,source,RAOUT1
AMI:SP:RAOUT2,amiens_rt,598
AMI:SP:RAOUT2,source,RAOUT2
AMI:SP:RCASS1,amiens_rt,601
AMI:SP:RCASS1,source,RCASS1
AMI:SP:RCASS2,amiens_rt,602
AMI:SP:RCASS2,source,RCASS2
AMI:SP:RDOUA1,amiens_rt,605
AMI:SP:RDOUA1,source,RDOUA1
AMI:SP:RDOUA2,amiens_rt,606
AMI:SP:RDOUA2,source,RDOUA2
AMI:SP:RGOBLN1,amiens_rt,1101
AMI:SP:RGOBLN1,source,RGOBLN1
AMI:SP:RGOBLN2,amiens_rt,1102
AMI:SP:RGOBLN2,source,RGOBLN2
AMI:SP:RGOUR1,amiens_rt,611
AMI:SP:RGOUR1,source,RGOUR1
AMI:SP:RGOUR2,amiens_rt,612
AMI:SP:RGOUR2,source,RGOUR2
AMI:SP:RICOR1,amiens_rt,613
AMI:SP:RICOR1,source,RICOR1
AMI:SP:RICOR2,amiens_rt,614
AMI:SP:RICOR2,source,RICOR2
AMI:SP:RIVERY,amiens_rt,615
AMI:SP:RIVERY,source,RIVERY
AMI:SP:ROGERAN,amiens_rt,255
AMI:SP:ROGERAN,source,ROGERAN
AMI:SP:RONSA1,amiens_rt,620
AMI:SP:RONSA1,source,RONSA1
AMI:SP:RONSA2,amiens_rt,621
AMI:SP:RONSA2,source,RONSA2
AMI:SP:ROPE1,amiens_rt,624
AMI:SP:ROPE1,source,ROPE1
AMI:SP:RORON1,amiens_rt,1103
AMI:SP:RORON1,source,RORON1
AMI:SP:RORON2,amiens_rt,1104
AMI:SP:RORON2,source,RORON2
AMI:SP:ROSERN1,amiens_rt,1105
AMI:SP:ROSERN1,source,ROSERN1
AMI:SP:ROSERN2,amiens_rt,1106
AMI:SP:ROSERN2,source,ROSERN2
AMI:SP:ROTONN1,amiens_rt,262
AMI:SP:ROTONN1,source,ROTONN1
AMI:SP:ROTONN2,amiens_rt,263
AMI:SP:ROTONN2,source,ROTONN2
AMI:SP:ROYAU1,amiens_rt,634
AMI:SP:ROYAU1,source,ROYAU1
AMI:SP:ROYAU2,amiens_rt,635
AMI:SP:ROYAU2,source,ROYAU2
AMI:SP:RPMET1,amiens_rt,636
AMI:SP:RPMET1,source,RPMET1
AMI:SP:RPMET2,amiens_rt,637
AMI:SP:RPMET2,source,RPMET2
AMI:SP:RROUEN1,amiens_rt,264
AMI:SP:RROUEN1,source,RROUEN1
AMI:SP:RROUEN2,amiens_rt,271
AMI:SP:RROUEN2,source,RROUEN2
AMI:SP:RUELL1,amiens_rt,644
AMI:SP:RUELL1,source,RUELL1
AMI:SP:RUELL2,amiens_rt,645
AMI:SP:RUELL2,source,RUELL2
AMI:SP:RUNIV1,amiens_rt,646
AMI:SP:RUNIV1,source,RUNIV1
AMI:SP:RUNIV2,amiens_rt,647
AMI:SP:RUNIV2,source,RUNIV2
AMI:SP:RVERO,amiens_rt,648
AMI:SP:RVERO,source,RVERO
AMI:SP:SAGEB1,amiens_rt,649
AMI:SP:SAGEB1,source,SAGEB1
AMI:SP:SAGEB2,amiens_rt,650
AMI:SP:SAGEB2,source,SAGEB2
AMI:SP:SAINSE,amiens_rt,652
AMI:SP:SAINSE,source,SAINSE
AMI:SP:SANTEN1,amiens_rt,275
AMI:SP:SANTEN1,source,SANTEN1
AMI:SP:SANTEN2,amiens_rt,1109
AMI:SP:SANTEN2,source,SANTEN2
AMI:SP:SAVEUS,amiens_rt,656
AMI:SP:SAVEUS,source,SAVEUS
AMI:SP:SOBON1,amiens_rt,1110
AMI:SP:SOBON1,source,SOBON1
AMI:SP:SOBON2,amiens_rt,1111
AMI:SP:SOBON2,source,SOBON2
AMI:SP:SQLAC1,amiens_rt,857
AMI:SP:SQLAC1,source,SQLAC1
AMI:SP:SQLAC3,amiens_rt,664
AMI:SP:SQLAC3,source,SQLAC3
AMI:SP:SQLAC6,amiens_rt,902
AMI:SP:SQLAC6,source,SQLAC6
AMI:SP:STADE1,amiens_rt,668
AMI:SP:STADE1,source,STADE1
AMI:SP:STADE2,amiens_rt,669
AMI:SP:STADE2,source,STADE2
AMI:SP:STANON1,amiens_rt,235
AMI:SP:STANON1,source,STANON1
AMI:SP:STANON2,amiens_rt,236
AMI:SP:STANON2,source,STANON2
AMI:SP:STENDN1,amiens_rt,1114
AMI:SP:STENDN1,source,STENDN1
AMI:SP:STENDN2,amiens_rt,1115
AMI:SP:STENDN2,source,STENDN2
AMI:SP:STJACN1,amiens_rt,2049
AMI:SP:STJACN1,source,STJACN1
AMI:SP:STJACN2,amiens_rt,2050
AMI:SP:STJACN2,source,STJACN2
AMI:SP:STJUS1,amiens_rt,674
AMI:SP:STJUS1,source,STJUS1
AMI:SP:STJUS2,amiens_rt,675
AMI:SP:STJUS2,source,STJUS2
AMI:SP:STQUE1,amiens_rt,677
AMI:SP:STQUE1,source,STQUE1
AMI:SP:STQUE3,amiens_rt,679
AMI:SP:STQUE3,source,STQUE3
AMI:SP:TERRA1,amiens_rt,686
AMI:SP:TERRA1,source,TERRA1
AMI:SP:TERRA2,amiens_rt,687
AMI:SP:TERRA2,source,TERRA2
AMI:SP:TERRI1,amiens_rt,688
AMI:SP:TERRI1,source,TERRI1
AMI:SP:TERRI2,amiens_rt,689
AMI:SP:TERRI2,source,TERRI2
AMI:SP:THDEL1,amiens_rt,690
AMI:SP:THDEL1,source,THDEL1
AMI:SP:THDEL2,amiens_rt,691
AMI:SP:THDEL2,source,THDEL2
AMI:SP:TINTO1,amiens_rt,1207
AMI:SP:TINTO1,source,TINTO1
AMI:SP:TINTO2,amiens_rt,1208
AMI:SP:TINTO2,source,TINTO2
AMI:SP:TITIE1,amiens_rt,860
AMI:SP:TITIE1,source,TITIE1
AMI:SP:TITIE2,amiens_rt,861
AMI:SP:TITIE2,source,TITIE2
AMI:SP:TRIOL1,amiens_rt,694
AMI:SP:TRIOL1,source,TRIOL1
AMI:SP:TRIOL2,amiens_rt,695
AMI:SP:TRIOL2,source,TRIOL2
AMI:SP:UCAP1,amiens_rt,696
AMI:SP:UCAP1,source,UCAP1
AMI:SP:UCAP2,amiens_rt,697
AMI:SP:UCAP2,source,UCAP2
AMI:SP:UPJVN1,amiens_rt,1120
AMI:SP:UPJVN1,source,UPJVN1
AMI:SP:UPJVN2,amiens_rt,302
AMI:SP:UPJVN2,source,UPJVN2
AMI:SP:VALEO1,amiens_rt,866
AMI:SP:VALEO1,source,VALEO1
AMI:SP:VALEO2,amiens_rt,867
AMI:SP:VALEO2,source,VALEO2
AMI:SP:VAUBA1,amiens_rt,703
AMI:SP:VAUBA1,source,VAUBA1
AMI:SP:VAUBA2,amiens_rt,704
AMI:SP:VAUBA2,source,VAUBA2
AMI:SP:VENT1,amiens_rt,709
AMI:SP:VENT1,source,VENT1
AMI:SP:VENT2,amiens_rt,710
AMI:SP:VENT2,source,VENT2
AMI:SP:VHUGO1,amiens_rt,715
AMI:SP:VHUGO1,source,VHUGO1
AMI:SP:VHUGO2,amiens_rt,716
AMI:SP:VHUGO2,source,VHUGO2
AMI:SP:VIGNE2,amiens_rt,871
AMI:SP:VIGNE2,source,VIGNE2
AMI:SP:VIGNE3,amiens_rt,881
AMI:SP:VIGNE3,source,VIGNE3
AMI:SP:VOLTA1,amiens_rt,721
AMI:SP:VOLTA1,source,VOLTA1
AMI:SP:VOLTA2,amiens_rt,722
AMI:SP:VOLTA2,source,VOLTA2
AMI:SP:VOYEL1,amiens_rt,723
AMI:SP:VOYEL1,source,VOYEL1
AMI:SP:VOYEL2,amiens_rt,724
AMI:SP:VOYEL2,source,VOYEL2
AMI:SP:WABCO1,amiens_rt,725
AMI:SP:WABCO1,source,WABCO1
AMI:SP:WABCOE,amiens_rt,918
AMI:SP:WABCOE,source,WABCOE
AMI:SP:WAIDEN,amiens_rt,1127
AMI:SP:WAIDEN,source,WAIDEN
AMI:SP:WALF1,amiens_rt,877
AMI:SP:WALF1,source,WALF1
AMI:SP:WALF2,amiens_rt,878
AMI:SP:WALF2,source,WALF2
AMI:SP:WASSEN1,amiens_rt,727
AMI:SP:WASSEN1,source,WASSEN1
AMI:SP:WASSEN2,amiens_rt,728
AMI:SP:WASSEN2,source,WASSEN2
AMI:SP:WATTE1,amiens_rt,729
AMI:SP:WATTE1,source,WATTE1
AMI:SP:WATTE2,amiens_rt,730
AMI:SP:WATTE2,source,WATTE2
AMI:SP:ZACHAR1,amiens_rt,1210
AMI:SP:ZACHAR1,source,ZACHAR1
AMI:SP:ZACHAR2,amiens_rt,1211
AMI:SP:ZACHAR2,source,ZACHAR2
AMI:SP:ZINOR1,amiens_rt,882
AMI:SP:ZINOR1,source,ZINOR1
AMI:SP:ZINORD,amiens_rt,731
AMI:SP:ZINORD,source,ZINORD
AMI:SA:place_14JU,source,place_14JU
AMI:SA:place_3D.I,source,place_3D.I
AMI:SA:place_ABAT,source,place_ABAT
AMI:SA:place_ACOU,source,place_ACOU
AMI:SA:place_AFRA,source,place_AFRA
AMI:SA:place_AGEO,source,place_AGEO
AMI:SA:place_AMAL,source,place_AMAL
AMI:SA:place_AQUA,source,place_AQUA
AMI:SA:place_ARTO,source,place_ARTO
AMI:SA:place_AVAS,source,place_AVAS
AMI:SA:place_BARR,source,place_BARR
AMI:SA:place_BASS,source,place_BASS
AMI:SA:place_BDOR,source,place_BDOR
AMI:SA:place_BEAQ,source,place_BEAQ
AMI:SA:place_BLTA,source,place_BLTA
AMI:SA:place_BRA,source,place_BRA
AMI:SA:place_CAM,source,place_CAM
AMI:SA:place_CATE,source,place_CATE
AMI:SA:place_CEGL,source,place_CEGL
AMI:SA:place_CESE,source,place_CESE
AMI:SA:place_CETO,source,place_CETO
AMI:SA:place_CHAT,source,place_CHAT
AMI:SA:place_CHBA,source,place_CHBA
AMI:SA:place_CIMA,source,place_CIMA
AMI:SA:place_CITP,source,place_CITP
AMI:SA:place_CJML,source,place_CJML
AMI:SA:place_CJOC,source,place_CJOC
AMI:SA:place_CJV1,secondary_id,AMI:SA:place_CJVE
AMI:SA:place_CJV1,source,place_CJVE
AMI:SA:place_CLJE,source,place_CLJE
AMI:SA:place_CMAD,source,place_CMAD
AMI:SA:place_CMPG,source,place_CMPG
AMI:SA:place_COIS,source,place_COIS
AMI:SA:place_CONT,source,place_CONT
AMI:SA:place_CORB,source,place_CORB
AMI:SA:place_CSIN,source,place_CSIN
AMI:SA:place_DCAS,source,place_DCAS
AMI:SA:place_DEBU,source,place_DEBU
AMI:SA:place_DONJ,source,place_DONJ
AMI:SA:place_DURY,source,place_DURY
AMI:SA:place_EBEA,source,place_EBEA
AMI:SA:place_ECAU,source,place_ECAU
AMI:SA:place_ECMA,source,place_ECMA
AMI:SA:place_EDMA,source,place_EDMA
AMI:SA:place_EGRE,source,place_EGRE
AMI:SA:place_EGSJ,source,place_EGSJ
AMI:SA:place_ETO,source,place_ETO
AMI:SA:place_FALA,source,place_FALA
AMI:SA:place_FORC,source,place_FORC
AMI:SA:place_FRANC,source,place_FRANC
AMI:SA:place_FRIA,source,place_FRIA
AMI:SA:place_GBEA,source,place_GBEA
AMI:SA:place_GDN,secondary_id,AMI:SA:GNORD
AMI:SA:place_GDN,source,place_GDN
AMI:SA:place_GFOY,source,place_GFOY
AMI:SA:place_GLEC,source,place_GLEC
AMI:SA:place_GOR,source,place_GOR
AMI:SA:place_GRAC,source,place_GRAC
AMI:SA:place_GREN,source,place_GREN
AMI:SA:place_HGRE,source,place_HGRE
AMI:SA:place_HIMP,source,place_HIMP
AMI:SA:place_HSE,source,place_HSE
AMI:SA:place_HSUD,source,place_HSUD
AMI:SA:place_IDEF,source,place_IDEF
AMI:SA:place_ILOT,source,place_ILOT
AMI:SA:place_JCAT,source,place_JCAT
AMI:SA:place_JMOU,source,place_JMOU
AMI:SA:place_LATO,source,place_LATO
AMI:SA:place_LHOT,source,place_LHOT
AMI:SA:place_LIB,source,place_LIB
AMI:SA:place_LMIC,source,place_LMIC
AMI:SA:place_LOCK,source,place_LOCK
AMI:SA:place_LOGA,source,place_LOGA
AMI:SA:place_LUZA,source,place_LUZA
AMI:SA:place_MADEL,source,place_MADEL
AMI:SA:place_MARI,source,place_MARI
AMI:SA:place_MBAR,source,place_MBAR
AMI:SA:place_MBOV,source,place_MBOV
AMI:SA:place_MCAM,source,place_MCAM
AMI:SA:place_MLON,source,place_MLON
AMI:SA:place_MONS,source,place_MONS
AMI:SA:place_MOUT,source,place_MOUT
AMI:SA:place_MPOU,source,place_MPOU
AMI:SA:place_MSAL,source,place_MSAL
AMI:SA:place_MSAX,source,place_MSAX
AMI:SA:place_MVER,source,place_MVER
AMI:SA:place_NUMA,source,place_NUMA
AMI:SA:place_OMER,source,place_OMER
AMI:SA:place_ORMA,source,place_ORMA
AMI:SA:place_PACL,source,place_PACL
AMI:SA:place_PAGE,source,place_PAGE
AMI:SA:place_PAST,source,place_PAST
AMI:SA:place_PBLA,source,place_PBLA
AMI:SA:place_PCAG,source,place_PCAG
AMI:SA:place_PCAM,source,place_PCAM
AMI:SA:place_PICO,source,place_PICO
AMI:SA:place_PJEA,source,place_PJEA
AMI:SA:place_PKRU,source,place_PKRU
AMI:SA:place_PLAN,source,place_PLAN
AMI:SA:place_PLIB,source,place_PLIB
AMI:SA:place_POLY,source,place_POLY
AMI:SA:place_PROV,source,place_PROV
AMI:SA:place_PTJE,source,place_PTJE
AMI:SA:place_QCHE,source,place_QCHE
AMI:SA:place_RALL,source,place_RALL
AMI:SA:place_RAMI,source,place_RAMI
AMI:SA:place_RAMP,source,place_RAMP
AMI:SA:place_REMB,source,place_REMB
AMI:SA:place_RLEF,source,place_RLEF
AMI:SA:place_RSTA,source,place_RSTA
AMI:SA:place_RTAN,source,place_RTAN
AMI:SA:place_RTHI,source,place_RTHI
AMI:SA:place_SALX,source,place_SALX
AMI:SA:place_SQMA,source,place_SQMA
AMI:SA:place_STEX,source,place_STEX
AMI:SA:place_STHO,source,place_STHO
AMI:SA:place_STRA,source,place_STRA
AMI:SA:place_STSA,source,place_STSA
AMI:SA:place_SULL,source,place_SULL
AMI:SA:place_TIVO,source,place_TIVO
AMI:SA:place_TNIL,source,place_TNIL
AMI:SA:place_VAEY,source,place_VAEY
AMI:SA:place_VERB,source,place_VERB
AMI:SA:place_VERG,source,place_VERG
AMI:SA:place_VERS,source,place_VERS
AMI:SA:place_VIGC,source,place_VIGC
AMI:SA:place_VMAG,source,place_VMAG
AMI:SA:place_VOG,source,place_VOG
AMI:SA:place_8MAI,source,place_8MAI
AMI:SA:place_ABEP,source,place_ABEP
AMI:SA:place_ABHE,source,place_ABHE
AMI:SA:place_ACOL,source,place_ACOL
AMI:SA:place_ADAP,source,place_ADAP
AMI:SA:place_AFPA,source,place_AFPA
AMI:SA:place_AIGU,source,place_AIGU
AMI:SA:place_ALBO,source,place_ALBO
AMI:SA:place_ALEN,source,place_ALEN
AMI:SA:place_ALLI,source,place_ALLI
AMI:SA:place_ALLO,source,place_ALLO
AMI:SA:place_ALOR,source,place_ALOR
AMI:SA:place_AMAZ,source,place_AMAZ
AMI:SA:place_AMBO,source,place_AMBO
AMI:SA:place_AOUT,source,place_AOUT
AMI:SA:place_APAR,source,place_APAR
AMI:SA:place_APAV,source,place_APAV
AMI:SA:place_AUSS,source,place_AUSS
AMI:SA:place_BALZ,source,place_BALZ
AMI:SA:place_BAUD,source,place_BAUD
AMI:SA:place_BEAU,source,place_BEAU
AMI:SA:place_BEFF,source,place_BEFF
AMI:SA:place_BELA,source,place_BELA
AMI:SA:place_BERC,source,place_BERC
AMI:SA:place_BERI,source,place_BERI
AMI:SA:place_BERL,source,place_BERL
AMI:SA:place_BERT,source,place_BERT
AMI:SA:place_BGEN,source,place_BGEN
AMI:SA:place_BLAN,source,place_BLAN
AMI:SA:place_BLPA,source,place_BLPA
AMI:SA:place_BLSN,source,place_BLSN
AMI:SA:place_BLZI,source,place_BLZI
AMI:SA:place_BOID,source,place_BOID
AMI:SA:place_BOUL,source,place_BOUL
AMI:SA:place_BRAG,source,place_BRAG
AMI:SA:place_BRET,source,place_BRET
AMI:SA:place_CADE,source,place_CADE
AMI:SA:place_CAGR,source,place_CAGR
AMI:SA:place_CAGZ,source,place_CAGZ
AMI:SA:place_CALM,source,place_CALM
AMI:SA:place_CAMB,source,place_CAMB
AMI:SA:place_CARM,source,place_CARM
AMI:SA:place_CAVR,source,place_CAVR
AMI:SA:place_CCAS,source,place_CCAS
AMI:SA:place_CCG2,source,place_CCG2
AMI:SA:place_CCGL,source,place_CCGL
AMI:SA:place_CCN,source,place_CCN
AMI:SA:place_CELU,source,place_CELU
AMI:SA:place_CGMA,source,place_CGMA
AMI:SA:place_CGNA,source,place_CGNA
AMI:SA:place_CHAG,source,place_CHAG
AMI:SA:place_CHAO,source,place_CHAO
AMI:SA:place_CHAP,source,place_CHAP
AMI:SA:place_CHAR,source,place_CHAR
AMI:SA:place_CHAU,source,place_CHAU
AMI:SA:place_CHMI,source,place_CHMI
AMI:SA:place_CHPA,source,place_CHPA
AMI:SA:place_CHTE,source,place_CHTE
AMI:SA:place_CHVA,source,place_CHVA
AMI:SA:place_CIPR,source,place_CIPR
AMI:SA:place_CIR,source,place_CIR
AMI:SA:place_CIT,source,place_CIT
AMI:SA:place_CJAN,source,place_CJAN
AMI:SA:place_CLAR,source,place_CLAR
AMI:SA:place_CLEM,source,place_CLEM
AMI:SA:place_CMAR,source,place_CMAR
AMI:SA:place_CNEM,source,place_CNEM
AMI:SA:place_COLA,source,place_COLA
AMI:SA:place_COLT,source,place_COLT
AMI:SA:place_COLV,source,place_COLV
AMI:SA:place_COND,source,place_COND
AMI:SA:place_CORN,source,place_CORN
AMI:SA:place_COUR,source,place_COUR
AMI:SA:place_COZE,source,place_COZE
AMI:SA:place_CRIV,source,place_CRIV
AMI:SA:place_CROI,source,place_CROI
AMI:SA:place_CSAL,source,place_CSAL
AMI:SA:place_CSU1,secondary_id,AMI:SA:place_CSU2
AMI:SA:place_CSU1,source,place_CSU1
AMI:SA:place_CSU1,source,place_CSU2
AMI:SA:place_CTCH,source,place_CTCH
AMI:SA:place_CTRI,source,place_CTRI
AMI:SA:place_CVIC,source,place_CVIC
AMI:SA:place_CXPI,source,place_CXPI
AMI:SA:place_CXRO,source,place_CXRO
AMI:SA:place_DEBO,source,place_DEBO
AMI:SA:place_DECO,source,place_DECO
AMI:SA:place_DEFO,source,place_DEFO
AMI:SA:place_DEJE,source,place_DEJE
AMI:SA:place_DEL,source,place_DEL
AMI:SA:place_DESM,source,place_DESM
AMI:SA:place_DORG,source,place_DORG
AMI:SA:place_DOULL,source,place_DOULL
AMI:SA:place_DREU,source,place_DREU
AMI:SA:place_DUCH,source,place_DUCH
AMI:SA:place_DUCLO,source,place_DUCLO
AMI:SA:place_DURO,source,place_DURO
AMI:SA:place_EBRA,source,place_EBRA
AMI:SA:place_EGAC,source,place_EGAC
AMI:SA:place_EGLE,source,place_EGLE
AMI:SA:place_EGPI,source,place_EGPI
AMI:SA:place_EGSM,source,place_EGSM
AMI:SA:place_ELBE,source,place_ELBE
AMI:SA:place_ELOI,source,place_ELOI
AMI:SA:place_ELSA,source,place_ELSA
AMI:SA:place_EPIN,source,place_EPIN
AMI:SA:place_EROS,source,place_EROS
AMI:SA:place_ESAT,source,place_ESAT
AMI:SA:place_ESFI,source,place_ESFI
AMI:SA:place_ETSU,source,place_ETSU
AMI:SA:place_EZOL,source,place_EZOL
AMI:SA:place_FAHE,source,place_FAHE
AMI:SA:place_FENE,source,place_FENE
AMI:SA:place_FJOU,source,place_FJOU
AMI:SA:place_FLEG,source,place_FLEG
AMI:SA:place_FMIS,source,place_FMIS
AMI:SA:place_FONT,source,place_FONT
AMI:SA:place_FOSS,source,place_FOSS
AMI:SA:place_FOUR,source,place_FOUR
AMI:SA:place_FRE,source,place_FRE
AMI:SA:place_FUSC,source,place_FUSC
AMI:SA:place_GARE,source,place_GARE
AMI:SA:place_GEND,source,place_GEND
AMI:SA:place_GEPH,source,place_GEPH
AMI:SA:place_GLIS,source,place_GLIS
AMI:SA:place_GOOD,source,place_GOOD
AMI:SA:place_GREC,source,place_GREC
AMI:SA:place_GUTE,source,place_GUTE
AMI:SA:place_HAME,source,place_HAME
AMI:SA:place_HIPP,source,place_HIPP
AMI:SA:place_HNOR,source,place_HNOR
AMI:SA:place_HORT,source,place_HORT
AMI:SA:place_HSU,source,place_HSU
AMI:SA:place_HVDS,source,place_HVDS
AMI:SA:place_HVDU,source,place_HVDU
AMI:SA:place_IMES,source,place_IMES
AMI:SA:place_IUTS,source,place_IUTS
AMI:SA:place_JACO,source,place_JACO
AMI:SA:place_JANV,source,place_JANV
AMI:SA:place_JAUR,source,place_JAUR
AMI:SA:place_JOFF,source,place_JOFF
AMI:SA:place_JVIL,source,place_JVIL
AMI:SA:place_KINT,source,place_KINT
AMI:SA:place_LADR,source,place_LADR
AMI:SA:place_LANG,source,place_LANG
AMI:SA:place_LAPL,source,place_LAPL
AMI:SA:place_LATA,source,place_LATA
AMI:SA:place_LAUR,source,place_LAUR
AMI:SA:place_LBLA,source,place_LBLA
AMI:SA:place_LEOL,source,place_LEOL
AMI:SA:place_LONG,source,place_LONG
AMI:SA:place_LUBA,source,place_LUBA
AMI:SA:place_LUFO,source,place_LUFO
AMI:SA:place_MAC,secondary_id,AMI:SA:MACUL5
AMI:SA:place_MAC,source,place_MAC
AMI:SA:place_MANG,source,place_MANG
AMI:SA:place_MAPA,source,place_MAPA
AMI:SA:place_MARE,source,place_MARE
AMI:SA:place_MARR,source,place_MARR
AMI:SA:place_MATI,source,place_MATI
AMI:SA:place_MEGA,source,place_MEGA
AMI:SA:place_MERC,source,place_MERC
AMI:SA:place_MGARD,source,place_MGARD
AMI:SA:place_MGF1,source,place_MGF1
AMI:SA:place_MOUL,source,place_MOUL
AMI:SA:place_MPET,source,place_MPET
AMI:SA:place_MRIV,source,place_MRIV
AMI:SA:place_MSAI,source,place_MSAI
AMI:SA:place_MSAV,source,place_MSAV
AMI:SA:place_MTCA,source,place_MTCA
AMI:SA:place_MTMI,source,place_MTMI
AMI:SA:place_MUSE,source,place_MUSE
AMI:SA:place_NEUV,source,place_NEUV
AMI:SA:place_OTAG,source,place_OTAG
AMI:SA:place_OZEN,source,place_OZEN
AMI:SA:place_PAIX,source,place_PAIX
AMI:SA:place_PAMO,source,place_PAMO
AMI:SA:place_PARC,source,place_PARC
AMI:SA:place_PAVR,source,place_PAVR
AMI:SA:place_PBAR,source,place_PBAR
AMI:SA:place_PCPI,source,place_PCPI
AMI:SA:place_PELUA,source,place_PELUA
AMI:SA:place_PERI,source,place_PERI
AMI:SA:place_PFOR,source,place_PFOR
AMI:SA:place_PHOT,source,place_PHOT
AMI:SA:place_PICA,source,place_PICA
AMI:SA:place_PINC,source,place_PINC
AMI:SA:place_PINS,source,place_PINS
AMI:SA:place_PJUS,source,place_PJUS
AMI:SA:place_PJVE,source,place_PJVE
AMI:SA:place_PLIC,secondary_id,AMI:SA:PLICON2
AMI:SA:place_PLIC,source,place_PLIC
AMI:SA:place_PMAN,source,place_PMAN
AMI:SA:place_PMAR,source,place_PMAR
AMI:SA:place_PNO,source,place_PNO
AMI:SA:place_POID,source,place_POID
AMI:SA:place_POMM,source,place_POMM
AMI:SA:place_POMP,source,place_POMP
AMI:SA:place_PROC,source,place_PROC
AMI:SA:place_PVIC,source,place_PVIC
AMI:SA:place_QLEM,source,place_QLEM
AMI:SA:place_QTOU,source,place_QTOU
AMI:SA:place_QUNE,source,place_QUNE
AMI:SA:place_RAIN,source,place_RAIN
AMI:SA:place_RAIX,source,place_RAIX
AMI:SA:place_RCAS,source,place_RCAS
AMI:SA:place_RDOU,source,place_RDOU
AMI:SA:place_RGOB,source,place_RGOB
AMI:SA:place_RGOU,source,place_RGOU
AMI:SA:place_RICO,source,place_RICO
AMI:SA:place_RIVE,source,place_RIVE
AMI:SA:place_ROC,source,place_ROC
AMI:SA:place_ROGE,source,place_ROGE
AMI:SA:place_RONS,source,place_RONS
AMI:SA:place_ROPE,source,place_ROPE
AMI:SA:place_RORO,source,place_RORO
AMI:SA:place_ROSE,source,place_ROSE
AMI:SA:place_ROTO,source,place_ROTO
AMI:SA:place_ROUE,source,place_ROUE
AMI:SA:place_ROYAU,source,place_ROYAU
AMI:SA:place_RPME,source,place_RPME
AMI:SA:place_RUEL,source,place_RUEL
AMI:SA:place_RUNI,source,place_RUNI
AMI:SA:place_RVER,source,place_RVER
