trip_id,route_id,service_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed,cars_allowed
15-12-5-B-172700,12,15_SEMAINE,SAINS-EN-AMIENOIS,,0,,,,,
15-12-8-B-183200,12,15_SEMAINE,BERTANGLES,,1,,,,,
15-12-13-B-183401,12,15_SEMAINE,SAINS-EN-AMIENOIS,,0,,,,,
15-13-1-6-060401,13,15_DIMANCHE,GARE DU NORD,,1,,,,,
15-13-1-6-064501,13,15_DIMANCHE,C. CIAL. GLISY,,0,,,,,
15-13-2-6-194501,13,15_DIMANCHE,C. CIAL. GLISY,,0,,,,,
15-13-1-6-204400,13,15_DIMANCHE,GARE DU NORD,,1,,,,,
15-13-1-5-050901,13,15_SAMEDI,GARE DU NORD,,1,,,,,
15-13-6-5-054801,13,15_SAMEDI,C. CIAL. GLISY,,0,,,,,
15-13-6-5-063500,13,15_SAMEDI,GARE DU NORD,,1,,,,,
15-13-6-5-072501,13,15_SAMEDI,C. CIAL. GLISY,,0,,,,,
15-13-3-5-073401,13,15_SAMEDI,GARE DU NORD,,1,,,,,
15-13-3-5-082501,13,15_SAMEDI,C. CIAL. GLISY,,0,,,,,
15-13-2-5-083501,13,15_SAMEDI,GARE DU NORD,,1,,,,,
15-13-2-5-092501,13,15_SAMEDI,C. CIAL. GLISY,,0,,,,,
15-13-8-5-093401,13,15_SAMEDI,GARE DU NORD,,1,,,,,
15-13-8-5-102501,13,15_SAMEDI,C. CIAL. GLISY,,0,,,,,
15-13-2-5-103300,13,15_SAMEDI,GARE DU NORD,,1,,,,,
15-13-8-5-112500,13,15_SAMEDI,C. CIAL. GLISY,,0,,,,,
15-13-5-5-113401,13,15_SAMEDI,GARE DU NORD,,1,,,,,
15-13-5-5-123001,13,15_SAMEDI,C. CIAL. GLISY,,0,,,,,
15-13-8-5-123300,13,15_SAMEDI,GARE DU NORD,,1,,,,,
15-13-8-5-132501,13,15_SAMEDI,C. CIAL. GLISY,,0,,,,,
15-13-9-5-133301,13,15_SAMEDI,GARE DU NORD,,1,,,,,
15-13-9-5-142501,13,15_SAMEDI,C. CIAL. GLISY,,0,,,,,
15-13-8-5-143300,13,15_SAMEDI,GARE DU NORD,,1,,,,,
15-13-8-5-152501,13,15_SAMEDI,C. CIAL. GLISY,,0,,,,,
15-13-9-5-153300,13,15_SAMEDI,GARE DU NORD,,1,,,,,
15-13-9-5-162501,13,15_SAMEDI,C. CIAL. GLISY,,0,,,,,
15-13-4-5-163100,13,15_SAMEDI,GARE DU NORD,,1,,,,,
15-13-9-5-173200,13,15_SAMEDI,GARE DU NORD,,1,,,,,
15-13-11-5-173501,13,15_SAMEDI,C. CIAL. GLISY,,0,,,,,
15-13-9-5-183001,13,15_SAMEDI,C. CIAL. GLISY,,0,,,,,
15-13-11-5-183400,13,15_SAMEDI,GARE DU NORD,,1,,,,,
15-13-10-5-190501,13,15_SAMEDI,C. CIAL. GLISY,,0,,,,,
15-13-11-5-192001,13,15_SAMEDI,C. CIAL. GLISY,,0,,,,,
15-13-7-5-194700,13,15_SAMEDI,GARE DU NORD,,1,,,,,
15-13-6-B-044501,13,15_SEMAINE,C. CIAL. GLISY,,0,,,,,
15-13-3-B-051200,13,15_SEMAINE,GARE DU NORD,,1,,,,,
15-13-1-B-055101,13,15_SEMAINE,GARE DU NORD,,1,,,,,
15-13-2-B-061001,13,15_SEMAINE,C. CIAL. GLISY,,0,,,,,
15-13-7-B-072001,13,15_SEMAINE,C. CIAL. GLISY,,0,,,,,
15-13-5-B-073201,13,15_SEMAINE,GARE DU NORD,,1,,,,,
15-13-5-B-082501,13,15_SEMAINE,C. CIAL. GLISY,,0,,,,,
15-13-9-B-083200,13,15_SEMAINE,GARE DU NORD,,1,,,,,
15-13-9-B-092501,13,15_SEMAINE,C. CIAL. GLISY,,0,,,,,
15-13-5-B-093400,13,15_SEMAINE,GARE DU NORD,,1,,,,,
15-13-5-B-102501,13,15_SEMAINE,C. CIAL. GLISY,,0,,,,,
15-13-9-B-103500,13,15_SEMAINE,GARE DU NORD,,1,,,,,
15-13-9-B-112501,13,15_SEMAINE,C. CIAL. GLISY,,0,,,,,
15-13-5-B-113500,13,15_SEMAINE,GARE DU NORD,,1,,,,,
15-13-5-B-122001,13,15_SEMAINE,C. CIAL. GLISY,,0,,,,,
15-13-9-B-123400,13,15_SEMAINE,GARE DU NORD,,1,,,,,
15-13-9-B-132501,13,15_SEMAINE,C. CIAL. GLISY,,0,,,,,
15-13-11-B-132801,13,15_SEMAINE,GARE DU NORD,,1,,,,,
15-13-11-B-142501,13,15_SEMAINE,C. CIAL. GLISY,,0,,,,,
15-13-9-B-143200,13,15_SEMAINE,GARE DU NORD,,1,,,,,
15-13-9-B-152501,13,15_SEMAINE,C. CIAL. GLISY,,0,,,,,
15-13-13-B-153301,13,15_SEMAINE,GARE DU NORD,,1,,,,,
15-13-13-B-162501,13,15_SEMAINE,C. CIAL. GLISY,,0,,,,,
15-13-9-B-163200,13,15_SEMAINE,GARE DU NORD,,1,,,,,
15-13-13-B-173300,13,15_SEMAINE,GARE DU NORD,,1,,,,,
15-13-10-B-173501,13,15_SEMAINE,C. CIAL. GLISY,,0,,,,,
15-13-13-B-182501,13,15_SEMAINE,C. CIAL. GLISY,,0,,,,,
15-13-10-B-183600,13,15_SEMAINE,GARE DU NORD,,1,,,,,
15-13-10-B-192501,13,15_SEMAINE,C. CIAL. GLISY,,0,,,,,
15-13-4-B-201001,13,15_SEMAINE,C. CIAL. GLISY,,0,,,,,
15-13-4-B-211200,13,15_SEMAINE,GARE DU NORD,,1,,,,,
16-13-1-6-060401,13,16_DIMANCHE,GARE DU NORD,,1,,,,,
16-13-1-6-064501,13,16_DIMANCHE,C. CIAL. GLISY,,0,,,,,
16-13-2-6-194501,13,16_DIMANCHE,C. CIAL. GLISY,,0,,,,,
16-13-1-6-204400,13,16_DIMANCHE,GARE DU NORD,,1,,,,,
15-14-1-B-072001,14,15_SEMAINE,PETIT BLANGY,,1,,,,,
15-14-1-B-082000,14,15_SEMAINE,PETIT BLANGY,,1,,,,,
15-14-5-B-153900,14,15_SEMAINE,GARE DU NORD,,0,,,,,
15-14-5-B-165500,14,15_SEMAINE,GARE DU NORD,,0,,,,,
15-15-8-5-075501,15,15_SAMEDI,DURY,,0,,,,,
15-15-8-5-082300,15,15_SAMEDI,GARE DU NORD,,1,,,,,
15-15-6-5-083501,15,15_SAMEDI,DURY,,0,,,,,
15-15-6-5-090400,15,15_SAMEDI,GARE DU NORD,,1,,,,,
15-15-3-5-093300,15,15_SAMEDI,GARE DU NORD,,1,,,,,
15-15-6-5-093500,15,15_SAMEDI,DURY,,0,,,,,
15-15-6-5-100300,15,15_SAMEDI,GARE DU NORD,,1,,,,,
15-15-2-5-105000,15,15_SAMEDI,DURY,,0,,,,,
15-15-6-5-110300,15,15_SAMEDI,GARE DU NORD,,1,,,,,
15-15-11-5-114300,15,15_SAMEDI,GARE DU NORD,,1,,,,,
15-15-11-5-121500,15,15_SAMEDI,DURY,,0,,,,,
15-15-11-5-131300,15,15_SAMEDI,GARE DU NORD,,1,,,,,
15-15-11-5-134500,15,15_SAMEDI,DURY,,0,,,,,
15-15-5-5-143001,15,15_SAMEDI,DURY,,0,,,,,
15-15-11-5-143200,15,15_SAMEDI,GARE DU NORD,,1,,,,,
15-15-11-5-150500,15,15_SAMEDI,DURY,,0,,,,,
15-15-11-5-154700,15,15_SAMEDI,GARE DU NORD,,1,,,,,
15-15-4-5-155500,15,15_SAMEDI,DURY,,0,,,,,
15-15-11-5-163000,15,15_SAMEDI,DURY,,0,,,,,
15-15-12-5-170000,15,15_SAMEDI,DURY,,0,,,,,
15-15-11-5-170100,15,15_SAMEDI,GARE DU NORD,,1,,,,,
15-15-12-5-173000,15,15_SAMEDI,GARE DU NORD,,1,,,,,
15-15-12-5-180500,15,15_SAMEDI,DURY,,0,,,,,
15-15-12-5-183300,15,15_SAMEDI,GARE DU NORD,,1,,,,,
15-15-1-5-190500,15,15_SAMEDI,DURY,,0,,,,,
15-15-1-B-063001,15,15_SEMAINE,GARE DU NORD,,1,,,,,
15-15-1-B-070000,15,15_SEMAINE,DURY,,0,,,,,
15-15-1-B-072400,15,15_SEMAINE,GARE DU NORD,,1,,,,,
15-15-2-B-073001,15,15_SEMAINE,DURY,,0,,,,,
15-15-2-B-082300,15,15_SEMAINE,GARE DU NORD,,1,,,,,
15-15-9-B-082500,15,15_SEMAINE,DURY,,0,,,,,
15-15-9-B-090300,15,15_SEMAINE,GARE DU NORD,,1,,,,,
15-15-9-B-093500,15,15_SEMAINE,DURY,,0,,,,,
15-15-14-B-094300,15,15_SEMAINE,GARE DU NORD,,1,,,,,
15-15-9-B-101300,15,15_SEMAINE,GARE DU NORD,,1,,,,,
15-15-9-B-110000,15,15_SEMAINE,DURY,,0,,,,,
15-15-9-B-113300,15,15_SEMAINE,GARE DU NORD,,1,,,,,
15-15-9-B-120500,15,15_SEMAINE,DURY,,0,,,,,
15-15-4-B-131200,15,15_SEMAINE,GARE DU NORD,,1,,,,,
15-15-4-B-134500,15,15_SEMAINE,DURY,,0,,,,,
15-15-4-B-141700,15,15_SEMAINE,GARE DU NORD,,1,,,,,
15-15-4-B-145000,15,15_SEMAINE,DURY,,0,,,,,
15-15-4-B-154000,15,15_SEMAINE,DURY,,0,,,,,
15-15-4-B-160700,15,15_SEMAINE,GARE DU NORD,,1,,,,,
15-15-4-B-164000,15,15_SEMAINE,DURY,,0,,,,,
15-15-3-B-170501,15,15_SEMAINE,DURY,,0,,,,,
15-15-4-B-171100,15,15_SEMAINE,GARE DU NORD,,1,,,,,
15-15-3-B-173700,15,15_SEMAINE,GARE DU NORD,,1,,,,,
15-15-3-B-181000,15,15_SEMAINE,DURY,,0,,,,,
15-15-3-B-183800,15,15_SEMAINE,GARE DU NORD,,1,,,,,
15-15-3-B-191000,15,15_SEMAINE,DURY,,0,,,,,
15-16-1-5-065600,16,15_SAMEDI,GARE DU NORD,,1,,,,,
15-16-1-5-074000,16,15_SAMEDI,SAVEUSE,,0,,,,,
15-16-1-5-082400,16,15_SAMEDI,GARE DU NORD,,1,,,,,
15-16-5-5-091000,16,15_SAMEDI,SAVEUSE,,0,,,,,
15-16-5-5-095300,16,15_SAMEDI,GARE DU NORD,,1,,,,,
15-16-5-5-104000,16,15_SAMEDI,SAVEUSE,,0,,,,,
15-16-5-5-112300,16,15_SAMEDI,GARE DU NORD,,1,,,,,
15-16-5-5-121000,16,15_SAMEDI,SAVEUSE,,0,,,,,
15-16-5-5-125100,16,15_SAMEDI,GARE DU NORD,,1,,,,,
15-16-5-5-134000,16,15_SAMEDI,SAVEUSE,,0,,,,,
15-16-5-5-142500,16,15_SAMEDI,GARE DU NORD,,1,,,,,
15-16-5-5-151000,16,15_SAMEDI,SAVEUSE,,0,,,,,
15-16-5-5-155500,16,15_SAMEDI,GARE DU NORD,,1,,,,,
15-16-5-5-164500,16,15_SAMEDI,SAVEUSE,,0,,,,,
15-16-5-5-173600,16,15_SAMEDI,GARE DU NORD,,1,,,,,
15-16-5-5-182500,16,15_SAMEDI,SAVEUSE,,0,,,,,
15-16-5-5-191200,16,15_SAMEDI,GARE DU NORD,,1,,,,,
15-16-4-5-200000,16,15_SAMEDI,SAVEUSE,,0,,,,,
15-16-15-B-065400,16,15_SEMAINE,GARE DU NORD,,1,,,,,
15-16-9-B-072300,16,15_SEMAINE,GARE DU NORD,,1,,,,,
15-16-15-B-074500,16,15_SEMAINE,SAVEUSE,,0,,,,,
15-16-15-B-082800,16,15_SEMAINE,GARE DU NORD,,1,,,,,
15-16-1-B-084501,16,15_SEMAINE,SAVEUSE,,0,,,,,
15-16-1-B-094500,16,15_SEMAINE,SAVEUSE,,0,,,,,
15-16-1-B-103300,16,15_SEMAINE,GARE DU NORD,,1,,,,,
15-16-8-B-121801,16,15_SEMAINE,GARE DU NORD,,1,,,,,
15-16-14-B-122500,16,15_SEMAINE,SAVEUSE,,0,,,,,
15-16-8-B-131000,16,15_SEMAINE,SAVEUSE,,0,,,,,
15-16-14-B-154100,16,15_SEMAINE,GARE DU NORD,,1,,,,,
15-16-10-B-155001,16,15_SEMAINE,SAVEUSE,,0,,,,,
15-16-10-B-164100,16,15_SEMAINE,GARE DU NORD,,1,,,,,
15-16-14-B-165000,16,15_SEMAINE,SAVEUSE,,0,,,,,
15-16-14-B-173800,16,15_SEMAINE,GARE DU NORD,,1,,,,,
15-16-14-B-183000,16,15_SEMAINE,SAVEUSE,,0,,,,,
15-16-14-B-191500,16,15_SEMAINE,GARE DU NORD,,1,,,,,
15-16-14-B-200500,16,15_SEMAINE,SAVEUSE,,0,,,,,
15-5A-1-6-073500,5A,15_DIMANCHE,LAENNEC,,0,,,,,
15-5A-1-6-083500,5A,15_DIMANCHE,LAENNEC,,0,,,,,
15-5A-1-6-093300,5A,15_DIMANCHE,LAENNEC,,0,,,,,
15-5A-1-6-103300,5A,15_DIMANCHE,LAENNEC,,0,,,,,
15-5A-1-6-113300,5A,15_DIMANCHE,LAENNEC,,0,,,,,
15-5A-1-6-123400,5A,15_DIMANCHE,LAENNEC,,0,,,,,
15-5A-1-6-133400,5A,15_DIMANCHE,LAENNEC,,0,,,,,
15-5A-1-6-143400,5A,15_DIMANCHE,LAENNEC,,0,,,,,
15-5A-1-6-153500,5A,15_DIMANCHE,LAENNEC,,0,,,,,
15-5A-1-6-163500,5A,15_DIMANCHE,LAENNEC,,0,,,,,
15-5A-1-6-173300,5A,15_DIMANCHE,LAENNEC,,0,,,,,
15-5A-1-6-184300,5A,15_DIMANCHE,LAENNEC,,0,,,,,
15-5A-1-6-193400,5A,15_DIMANCHE,LAENNEC,,0,,,,,
15-5A-4-5-074701,5A,15_SAMEDI,LAENNEC,,0,,,,,
15-5A-6-5-082201,5A,15_SAMEDI,LAENNEC,,0,,,,,
15-5A-1-5-085700,5A,15_SAMEDI,LAENNEC,,0,,,,,
15-5A-6-5-093100,5A,15_SAMEDI,LAENNEC,,0,,,,,
15-5A-1-5-100600,5A,15_SAMEDI,LAENNEC,,0,,,,,
15-5A-6-5-104100,5A,15_SAMEDI,LAENNEC,,0,,,,,
15-5A-1-5-111600,5A,15_SAMEDI,LAENNEC,,0,,,,,
15-5A-2-5-115000,5A,15_SAMEDI,LAENNEC,,0,,,,,
15-5A-1-5-122500,5A,15_SAMEDI,LAENNEC,,0,,,,,
15-5A-2-5-125900,5A,15_SAMEDI,LAENNEC,,0,,,,,
15-5A-1-5-133400,5A,15_SAMEDI,LAENNEC,,0,,,,,
15-5A-2-5-140900,5A,15_SAMEDI,LAENNEC,,0,,,,,
15-5A-1-5-144400,5A,15_SAMEDI,LAENNEC,,0,,,,,
15-5A-2-5-151900,5A,15_SAMEDI,LAENNEC,,0,,,,,
15-5A-1-5-155300,5A,15_SAMEDI,LAENNEC,,0,,,,,
15-5A-2-5-162800,5A,15_SAMEDI,LAENNEC,,0,,,,,
15-5A-1-5-165900,5A,15_SAMEDI,LAENNEC,,0,,,,,
15-5A-2-5-173900,5A,15_SAMEDI,LAENNEC,,0,,,,,
15-5A-1-5-181500,5A,15_SAMEDI,LAENNEC,,0,,,,,
15-5A-2-5-185100,5A,15_SAMEDI,LAENNEC,,0,,,,,
15-5A-3-5-192700,5A,15_SAMEDI,LAENNEC,,0,,,,,
15-5A-3-5-202300,5A,15_SAMEDI,LAENNEC,,0,,,,,
15-5A-3-5-211900,5A,15_SAMEDI,LAENNEC,,0,,,,,
15-5A-1-B-055100,5A,15_SEMAINE,LAENNEC,,0,,,,,
15-5A-3-B-063100,5A,15_SEMAINE,LAENNEC,,0,,,,,
15-5A-2-B-070400,5A,15_SEMAINE,LAENNEC,,0,,,,,
15-5A-1-B-074200,5A,15_SEMAINE,LAENNEC,,0,,,,,
15-5A-2-B-081700,5A,15_SEMAINE,LAENNEC,,0,,,,,
15-5A-1-B-085200,5A,15_SEMAINE,LAENNEC,,0,,,,,
15-5A-2-B-092700,5A,15_SEMAINE,LAENNEC,,0,,,,,
15-5A-1-B-100200,5A,15_SEMAINE,LAENNEC,,0,,,,,
15-5A-2-B-103700,5A,15_SEMAINE,LAENNEC,,0,,,,,
15-5A-1-B-111200,5A,15_SEMAINE,LAENNEC,,0,,,,,
15-5A-2-B-114700,5A,15_SEMAINE,LAENNEC,,0,,,,,
15-5A-1-B-122200,5A,15_SEMAINE,LAENNEC,,0,,,,,
15-5A-2-B-125600,5A,15_SEMAINE,LAENNEC,,0,,,,,
15-5A-1-B-133000,5A,15_SEMAINE,LAENNEC,,0,,,,,
15-5A-2-B-140500,5A,15_SEMAINE,LAENNEC,,0,,,,,
15-5A-1-B-144000,5A,15_SEMAINE,LAENNEC,,0,,,,,
15-5A-2-B-151500,5A,15_SEMAINE,LAENNEC,,0,,,,,
15-5A-1-B-154900,5A,15_SEMAINE,LAENNEC,,0,,,,,
15-5A-2-B-162400,5A,15_SEMAINE,LAENNEC,,0,,,,,
15-5A-1-B-165800,5A,15_SEMAINE,LAENNEC,,0,,,,,
15-5A-2-B-173400,5A,15_SEMAINE,LAENNEC,,0,,,,,
15-5A-1-B-180800,5A,15_SEMAINE,LAENNEC,,0,,,,,
15-5A-2-B-184100,5A,15_SEMAINE,LAENNEC,,0,,,,,
15-5A-1-B-191700,5A,15_SEMAINE,LAENNEC,,0,,,,,
15-5A-3-B-195300,5A,15_SEMAINE,LAENNEC,,0,,,,,
15-5A-4-B-203100,5A,15_SEMAINE,LAENNEC,,0,,,,,
15-5A-4-B-212100,5A,15_SEMAINE,LAENNEC,,0,,,,,
16-5A-1-6-073500,5A,16_DIMANCHE,LAENNEC,,0,,,,,
16-5A-1-6-083500,5A,16_DIMANCHE,LAENNEC,,0,,,,,
16-5A-1-6-093300,5A,16_DIMANCHE,LAENNEC,,0,,,,,
16-5A-1-6-103300,5A,16_DIMANCHE,LAENNEC,,0,,,,,
16-5A-1-6-113300,5A,16_DIMANCHE,LAENNEC,,0,,,,,
16-5A-1-6-123400,5A,16_DIMANCHE,LAENNEC,,0,,,,,
16-5A-1-6-133400,5A,16_DIMANCHE,LAENNEC,,0,,,,,
16-5A-1-6-143400,5A,16_DIMANCHE,LAENNEC,,0,,,,,
16-5A-1-6-153500,5A,16_DIMANCHE,LAENNEC,,0,,,,,
16-5A-1-6-163500,5A,16_DIMANCHE,LAENNEC,,0,,,,,
16-5A-1-6-173300,5A,16_DIMANCHE,LAENNEC,,0,,,,,
16-5A-1-6-184300,5A,16_DIMANCHE,LAENNEC,,0,,,,,
16-5A-1-6-193400,5A,16_DIMANCHE,LAENNEC,,0,,,,,
15-5B-1-6-075701,5B,15_DIMANCHE,LAENNEC,,0,,,,,
15-5B-1-6-085500,5B,15_DIMANCHE,LAENNEC,,0,,,,,
15-5B-1-6-095400,5B,15_DIMANCHE,LAENNEC,,0,,,,,
15-5B-1-6-105300,5B,15_DIMANCHE,LAENNEC,,0,,,,,
15-5B-1-6-115400,5B,15_DIMANCHE,LAENNEC,,0,,,,,
15-5B-1-6-125500,5B,15_DIMANCHE,LAENNEC,,0,,,,,
15-5B-1-6-135400,5B,15_DIMANCHE,LAENNEC,,0,,,,,
15-5B-1-6-145400,5B,15_DIMANCHE,LAENNEC,,0,,,,,
15-5B-1-6-155400,5B,15_DIMANCHE,LAENNEC,,0,,,,,
15-5B-1-6-165500,5B,15_DIMANCHE,LAENNEC,,0,,,,,
15-5B-1-6-175500,5B,15_DIMANCHE,LAENNEC,,0,,,,,
15-5B-1-6-185500,5B,15_DIMANCHE,LAENNEC,,0,,,,,
15-5B-1-6-195800,5B,15_DIMANCHE,LAENNEC,,0,,,,,
15-5B-3-5-075101,5B,15_SAMEDI,LAENNEC,,0,,,,,
15-5B-2-5-082501,5B,15_SAMEDI,LAENNEC,,0,,,,,
15-5B-3-5-090000,5B,15_SAMEDI,LAENNEC,,0,,,,,
15-5B-2-5-093500,5B,15_SAMEDI,LAENNEC,,0,,,,,
15-5B-3-5-101000,5B,15_SAMEDI,LAENNEC,,0,,,,,
15-5B-2-5-104500,5B,15_SAMEDI,LAENNEC,,0,,,,,
15-5B-3-5-112000,5B,15_SAMEDI,LAENNEC,,0,,,,,
15-5B-4-5-115500,5B,15_SAMEDI,LAENNEC,,0,,,,,
15-5B-3-5-123000,5B,15_SAMEDI,LAENNEC,,0,,,,,
15-5B-4-5-130500,5B,15_SAMEDI,LAENNEC,,0,,,,,
15-5B-3-5-133900,5B,15_SAMEDI,LAENNEC,,0,,,,,
15-5B-4-5-141400,5B,15_SAMEDI,LAENNEC,,0,,,,,
15-5B-3-5-144900,5B,15_SAMEDI,LAENNEC,,0,,,,,
15-5B-4-5-152400,5B,15_SAMEDI,LAENNEC,,0,,,,,
15-5B-3-5-155800,5B,15_SAMEDI,LAENNEC,,0,,,,,
15-5B-4-5-163300,5B,15_SAMEDI,LAENNEC,,0,,,,,
15-5B-3-5-170800,5B,15_SAMEDI,LAENNEC,,0,,,,,
15-5B-4-5-174300,5B,15_SAMEDI,LAENNEC,,0,,,,,
15-5B-3-5-181800,5B,15_SAMEDI,LAENNEC,,0,,,,,
15-5B-4-5-185500,5B,15_SAMEDI,LAENNEC,,0,,,,,
15-5B-1-5-193200,5B,15_SAMEDI,LAENNEC,,0,,,,,
15-5B-4-5-201800,5B,15_SAMEDI,LAENNEC,,0,,,,,
15-5B-4-5-211400,5B,15_SAMEDI,LAENNEC,,0,,,,,
15-5B-2-B-060701,5B,15_SEMAINE,LAENNEC,,0,,,,,
15-5B-1-B-064100,5B,15_SEMAINE,LAENNEC,,0,,,,,
15-5B-3-B-072500,5B,15_SEMAINE,LAENNEC,,0,,,,,
15-5B-4-B-074900,5B,15_SEMAINE,LAENNEC,,0,,,,,
15-5B-3-B-082300,5B,15_SEMAINE,LAENNEC,,0,,,,,
15-5B-4-B-085800,5B,15_SEMAINE,LAENNEC,,0,,,,,
15-5B-3-B-093300,5B,15_SEMAINE,LAENNEC,,0,,,,,
15-5B-4-B-100900,5B,15_SEMAINE,LAENNEC,,0,,,,,
15-5B-3-B-104300,5B,15_SEMAINE,LAENNEC,,0,,,,,
15-5B-4-B-111900,5B,15_SEMAINE,LAENNEC,,0,,,,,
15-5B-3-B-115300,5B,15_SEMAINE,LAENNEC,,0,,,,,
15-5B-4-B-122300,5B,15_SEMAINE,LAENNEC,,0,,,,,
15-5B-3-B-130300,5B,15_SEMAINE,LAENNEC,,0,,,,,
15-5B-4-B-133800,5B,15_SEMAINE,LAENNEC,,0,,,,,
15-5B-3-B-141200,5B,15_SEMAINE,LAENNEC,,0,,,,,
15-5B-4-B-144700,5B,15_SEMAINE,LAENNEC,,0,,,,,
15-5B-3-B-152200,5B,15_SEMAINE,LAENNEC,,0,,,,,
15-5B-4-B-155700,5B,15_SEMAINE,LAENNEC,,0,,,,,
15-5B-3-B-163200,5B,15_SEMAINE,LAENNEC,,0,,,,,
15-5B-4-B-170700,5B,15_SEMAINE,LAENNEC,,0,,,,,
15-5B-3-B-174200,5B,15_SEMAINE,LAENNEC,,0,,,,,
15-5B-4-B-181700,5B,15_SEMAINE,LAENNEC,,0,,,,,
15-5B-3-B-185600,5B,15_SEMAINE,LAENNEC,,0,,,,,
15-5B-4-B-192700,5B,15_SEMAINE,LAENNEC,,0,,,,,
15-5B-13-B-200700,5B,15_SEMAINE,LAENNEC,,0,,,,,
15-5B-10-B-204200,5B,15_SEMAINE,LAENNEC,,0,,,,,
15-5B-13-B-211500,5B,15_SEMAINE,LAENNEC,,0,,,,,
16-5B-1-6-075701,5B,16_DIMANCHE,LAENNEC,,0,,,,,
16-5B-1-6-085500,5B,16_DIMANCHE,LAENNEC,,0,,,,,
16-5B-1-6-095400,5B,16_DIMANCHE,LAENNEC,,0,,,,,
16-5B-1-6-105300,5B,16_DIMANCHE,LAENNEC,,0,,,,,
16-5B-1-6-115400,5B,16_DIMANCHE,LAENNEC,,0,,,,,
16-5B-1-6-125500,5B,16_DIMANCHE,LAENNEC,,0,,,,,
16-5B-1-6-135400,5B,16_DIMANCHE,LAENNEC,,0,,,,,
16-5B-1-6-145400,5B,16_DIMANCHE,LAENNEC,,0,,,,,
16-5B-1-6-155400,5B,16_DIMANCHE,LAENNEC,,0,,,,,
16-5B-1-6-165500,5B,16_DIMANCHE,LAENNEC,,0,,,,,
16-5B-1-6-175500,5B,16_DIMANCHE,LAENNEC,,0,,,,,
16-5B-1-6-185500,5B,16_DIMANCHE,LAENNEC,,0,,,,,
16-5B-1-6-195800,5B,16_DIMANCHE,LAENNEC,,0,,,,,
15-6-1-6-073501,6,15_DIMANCHE,GORLITZ,,0,,,,,
15-6-1-6-081000,6,15_DIMANCHE,POLE ECHANGES NORD,,1,,,,,
15-6-2-6-090501,6,15_DIMANCHE,GORLITZ,,0,,,,,
15-6-2-6-094000,6,15_DIMANCHE,POLE ECHANGES NORD,,1,,,,,
15-6-3-6-103501,6,15_DIMANCHE,GORLITZ,,0,,,,,
15-6-3-6-111000,6,15_DIMANCHE,POLE ECHANGES NORD,,1,,,,,
15-6-4-6-120501,6,15_DIMANCHE,GORLITZ,,0,,,,,
15-6-4-6-124000,6,15_DIMANCHE,POLE ECHANGES NORD,,1,,,,,
15-6-5-6-133501,6,15_DIMANCHE,GORLITZ,,0,,,,,
15-6-5-6-141000,6,15_DIMANCHE,POLE ECHANGES NORD,,1,,,,,
15-6-6-6-150501,6,15_DIMANCHE,GORLITZ,,0,,,,,
15-6-6-6-154000,6,15_DIMANCHE,POLE ECHANGES NORD,,1,,,,,
15-6-7-6-163501,6,15_DIMANCHE,GORLITZ,,0,,,,,
15-6-7-6-171000,6,15_DIMANCHE,POLE ECHANGES NORD,,1,,,,,
15-6-8-6-180501,6,15_DIMANCHE,GORLITZ,,0,,,,,
15-6-8-6-184000,6,15_DIMANCHE,POLE ECHANGES NORD,,1,,,,,
15-6-9-6-193501,6,15_DIMANCHE,GORLITZ,,0,,,,,
15-6-9-6-201000,6,15_DIMANCHE,POLE ECHANGES NORD,,1,,,,,
15-6-2-5-075001,6,15_SAMEDI,POLE ECHANGES NORD,,1,,,,,
15-6-1-5-081000,6,15_SAMEDI,GORLITZ,,0,,,,,
15-6-3-5-082001,6,15_SAMEDI,POLE ECHANGES NORD,,1,,,,,
15-6-2-5-084000,6,15_SAMEDI,GORLITZ,,0,,,,,
15-6-1-5-085000,6,15_SAMEDI,POLE ECHANGES NORD,,1,,,,,
15-6-3-5-091000,6,15_SAMEDI,GORLITZ,,0,,,,,
15-6-2-5-092000,6,15_SAMEDI,POLE ECHANGES NORD,,1,,,,,
15-6-1-5-094000,6,15_SAMEDI,GORLITZ,,0,,,,,
15-6-3-5-095000,6,15_SAMEDI,POLE ECHANGES NORD,,1,,,,,
15-6-2-5-101000,6,15_SAMEDI,GORLITZ,,0,,,,,
15-6-1-5-102000,6,15_SAMEDI,POLE ECHANGES NORD,,1,,,,,
15-6-3-5-104000,6,15_SAMEDI,GORLITZ,,0,,,,,
15-6-2-5-105000,6,15_SAMEDI,POLE ECHANGES NORD,,1,,,,,
15-6-1-5-111000,6,15_SAMEDI,GORLITZ,,0,,,,,
15-6-3-5-112000,6,15_SAMEDI,POLE ECHANGES NORD,,1,,,,,
15-6-2-5-114000,6,15_SAMEDI,GORLITZ,,0,,,,,
15-6-1-5-115000,6,15_SAMEDI,POLE ECHANGES NORD,,1,,,,,
15-6-3-5-121000,6,15_SAMEDI,GORLITZ,,0,,,,,
15-6-2-5-122000,6,15_SAMEDI,POLE ECHANGES NORD,,1,,,,,
15-6-1-5-124000,6,15_SAMEDI,GORLITZ,,0,,,,,
15-6-3-5-125000,6,15_SAMEDI,POLE ECHANGES NORD,,1,,,,,
