stop_id,stop_code,stop_name,stop_lat,stop_lon,wheelchair_boarding
69,69,Bertangles,49.969101,2.294679,0
70,70,Bertricourt,49.919479,2.269343,0
71,71,Bertricourt,49.919262,2.269928,0
72,72,Gendar. Boves,49.84816,2.393008,0
73,73,Gendar. Boves,49.847637,2.393409,0
74,74,B. Tronville,49.880341,2.422791,0
75,75,B. Tronville,49.880413,2.422763,0
76,76,Tronville,49.878956,2.409923,0
77,77,Tronville,49.878265,2.409227,0
78,78,Blanche Tâche,49.900291,2.340926,0
79,79,Blanche Tâche,49.900337,2.340898,0
981,981,La Blanche Tâche Z.A,49.898148,2.355979,0
82,82,Boidin,49.903282,2.221226,0
83,83,Boidin,49.903576,2.221198,0
85,85,Boulevard,49.900028,2.216605,0
86,86,Boulevard,49.899902,2.218121,0
87,87,Bragelonne,49.874035,2.306623,0
88,88,Bragelonne,49.873955,2.306595,0
89,89,N. Fontaine D,49.889286,2.290118,0
90,90,N. Fontaine C,49.889744,2.290562,0
63,63,N. Fontaine B,49.890732,2.290144,0
64,64,N. Fontaine A,49.890408,2.290339,0
707,707,La Bretesque,49.897503,2.297185,0
91,91,Cagnard,49.903885,2.287825,0
92,92,Cagnard,49.903965,2.288005,0
93,93,Epinette,49.857422,2.349242,0
94,94,Epinette,49.857769,2.348547,0
95,95,Esterel,49.869961,2.307375,0
96,96,Esterel,49.870266,2.307361,0
97,97,Cagny Z.I.,49.856487,2.352269,0
98,98,Cagny Z.I.,49.856647,2.351436,0
2045,2045,Calmette,49.913624,2.313843,0
